route_id,agency_id,route_short_name,route_long_name,route_url
8__416___,CRTM,416,VALDEMORO (Hosp.)-S. M. DE LA VEGA-TITULCIA-COLMENAR DE OREJA,https://www.crtm.es/8__416___.aspx
8_N_301___,CRTM,N301,MADRID (Atocha) - RIVAS (Covibar) - RIVAS FUTURA,https://www.crtm.es/8_N_301___.aspx
8_N_302___,CRTM,N302,MADRID (Atocha) - RIVAS PUEBLO,https://www.crtm.es/8_N_302___.aspx
8_N_403___,CRTM,N403,MADRID (Atocha)-SAN MARTÍN DE LA VEGA,https://www.crtm.es/8_N_403___.aspx
9__1__123_,CRTM,1,BARRIO DE LA LUNA - RIVAS PUEBLO,https://www.crtm.es/9__1__123_.aspx
9__1__132_,CRTM,1,CIRCULAR SAN MARTIN DE LA VEGA,https://www.crtm.es/9__1__132_.aspx
9_i_1__132_,CRTM,i1,RUTAS INSTITUTOS,https://www.crtm.es/9_i_1__132_.aspx
8__571___,CRTM,571,MADRID (Aluche)-BOADILLA (Por Urbanización Montepríncipe),https://www.crtm.es/8__571___.aspx
8__572___,CRTM,572,MADRID (Aluche)-CIUDAD DE LA IMAGEN,https://www.crtm.es/8__572___.aspx
8__573___,CRTM,573,MADRID (Moncloa)-BOADILLA (por Urbanización Montepríncipe),https://www.crtm.es/8__573___.aspx
8__574___,CRTM,574,MADRID (Aluche)-BOADILLA DEL MONTE (Por Ciudad Financiera),https://www.crtm.es/8__574___.aspx
8__575___,CRTM,575,BOADILLA DEL MONTE-BRUNETE,https://www.crtm.es/8__575___.aspx
8__591___,CRTM,591,MADRID (Aluche) - ETSI Informáticos,https://www.crtm.es/8__591___.aspx
8__865___,CRTM,865,MADRID (Moncloa) - CAMPUS UPM MONTEGANCEDO,https://www.crtm.es/8__865___.aspx
8_N_905___,CRTM,N905,MADRID (Moncloa)-BOADILLA DEL MONTE,https://www.crtm.es/8_N_905___.aspx
9__1__022_,CRTM,1,PASEO DE MADRID-OLIVAR-PARQUE-LAS LOMAS,https://www.crtm.es/9__1__022_.aspx
9__2__022_,CRTM,2,FERIAL DE BOADILLA-VALDEPASTORES-LAS LOMAS,https://www.crtm.es/9__2__022_.aspx
9__3__022_,CRTM,3,FERIAL DE BOADILLA-VALDECABAÑAS-BONANZA,https://www.crtm.es/9__3__022_.aspx
9__4__022_,CRTM,4,BOADILLA CENTRO - EL PASTEL,https://www.crtm.es/9__4__022_.aspx
