"curso_academico","cod_universidad","des_universidad","cod_tipo_estudio","des_tipo_estudio","cod_tipo_unidad_responsable","des_tipo_unidad_responsable","cod_unidad_responsable","des_unidad_responsable","cod_municipio","des_municipio","cod_campus","des_campus","cod_titulacion","des_titulacion","cod_rama","des_rama","cod_interuniversitario","des_interuniversitario","cod_rol_coordinacion","des_rol_coordinacion","cod_impartido","des_impartido","anio_inicio","cod_situacion_actual","des_situacion_actual","cod_grado_presencialidad","des_grado_presencialidad","cod_idioma_extranjero","des_idioma_extranjero","precio_credito_1","precio_credito_2","precio_credito_3","precio_credito_4","precio_credito_5","precio_tutela","num_creditos_necesarios","num_creditos_ofertados"
"2024-25","023","Universidad Autónoma de Madrid","G","Grado","1","Centro","28048397","Escuela Politécnica Superior","28079","MADRID","02301","Cantoblanco","2502337","Graduado o Graduada en Ingeniería de Tecnologías y Servicios de Telecomunicación por la Universidad Autónoma de Madrid","4","Ingeniería y Arquitectura","0","No es Interuniversitario","8","No Aplica","1","Se imparte en el curso académico de referencia","2010","1","Activo","1","Estudio presencial","0","No se oferta en idioma extranjero","19,43","45,25","92,86","128,57",,,"240","282"
"2024-25","023","Universidad Autónoma de Madrid","G","Grado","1","Centro","28027102","Facultad de Medicina","28079","MADRID","02302","Medicina","2502497","Graduado o Graduada en Medicina por la Universidad Autónoma de Madrid","5","Ciencias de la Salud","0","No es Interuniversitario","8","No Aplica","1","Se imparte en el curso académico de referencia","2010","1","Activo","1","Estudio presencial","0","No se oferta en idioma extranjero","20,68","48,03","98,75","136,44",,,"360","390"
"2024-25","023","Universidad Autónoma de Madrid","G","Grado","1","Centro","28027096","Facultad de Filosofía y Letras","28079","MADRID","02301","Cantoblanco","2502531","Graduado o Graduada en Antropología Social y Cultural por la Universidad Autónoma de Madrid","3","Ciencias Sociales y Jurídicas","0","No es Interuniversitario","8","No Aplica","1","Se imparte en el curso académico de referencia","2011","1","Activo","1","Estudio presencial","0","No se oferta en idioma extranjero","16,92","40,02","82,3","113,71",,,"240","294"
"2024-25","023","Universidad Autónoma de Madrid","G","Grado","1","Centro","28027096","Facultad de Filosofía y Letras","28079","MADRID","02301","Cantoblanco","2502958","Graduado o Graduada en Estudios Internacionales por la Universidad Autónoma de Madrid","3","Ciencias Sociales y Jurídicas","0","No es Interuniversitario","8","No Aplica","1","Se imparte en el curso académico de referencia","2014","1","Activo","1","Estudio presencial","1","Se oferta en Inglés","16,92","40,02","82,3","113,71",,,"240","336"
"2024-25","023","Universidad Autónoma de Madrid","G","Grado","1","Centro","28027199","Centro Superior de Estudios Universitarios La Salle","28079","MADRID","02303","Campus del centro ""Centro Superior de Estudios Universitarios La Salle""","2503588","Graduado o Graduada en Podología por la Universidad Autónoma de Madrid","5","Ciencias de la Salud","0","No es Interuniversitario","8","No Aplica","1","Se imparte en el curso académico de referencia","2017","1","Activo","1","Estudio presencial","0","No se oferta en idioma extranjero","16,92","40,02","82,3","113,71",,,"240","240"
"2024-25","023","Universidad Autónoma de Madrid","G","Grado","1","Centro","28027199","Centro Superior de Estudios Universitarios La Salle","28079","MADRID","02303","Campus del centro ""Centro Superior de Estudios Universitarios La Salle""","2503607","Graduado o Graduada en Diseño y Gestión de Proyectos Transmedia por la Universidad Autónoma de Madrid","3","Ciencias Sociales y Jurídicas","0","No es Interuniversitario","8","No Aplica","1","Se imparte en el curso académico de referencia","2017","1","Activo","4","Varias modalidades","0","No se oferta en idioma extranjero","16,92","40,02","82,3","113,71",,,"240","240"
"2024-25","023","Universidad Autónoma de Madrid","G","Grado","1","Centro","28027072","Facultad de Ciencias Económicas y Empresariales","28079","MADRID","02301","Cantoblanco","2503809","Graduado/a en Filosofía, Política y Economía por la U. Autónoma de Madrid; U. Carlos III de Madrid; U. Pompeu Fabra y U. Autónoma de Barcelona","3","Ciencias Sociales y Jurídicas","1","Interuniversitario con Universidades españolas","0","La Universidad NO es la coordinadora del estudio Interuniversitario","1","Se imparte en el curso académico de referencia","2018","1","Activo","1","Estudio presencial","0","No se oferta en idioma extranjero","16,92","40,02","82,3","113,71",,,"240","603"
"2024-25","023","Universidad Autónoma de Madrid","G","Grado","1","Centro","28027060","Facultad de Ciencias","28079","MADRID","02301","Cantoblanco","2504022","Graduado o Graduada en Ciencias por la Universidad Autónoma de Barcelona; la Universidad Autónoma de Madrid y la Universidad Carlos III de Madrid","2","Ciencias","1","Interuniversitario con Universidades españolas","1","La Universidad SÍ es la coordinadora del estudio Interuniversitario ","1","Se imparte en el curso académico de referencia","2020","1","Activo","1","Estudio presencial","0","No se oferta en idioma extranjero","20,68","48,03","98,75","136,44",,,"240","294"
"2024-25","023","Universidad Autónoma de Madrid","G","Grado","1","Centro","28048397","Escuela Politécnica Superior","28079","MADRID","02301","Cantoblanco","2504043","Graduado o Graduada en Ingeniería Biomédica por la Universidad Autónoma de Madrid","4","Ingeniería y Arquitectura","0","No es Interuniversitario","8","No Aplica","1","Se imparte en el curso académico de referencia","2020","1","Activo","1","Estudio presencial","0","No se oferta en idioma extranjero","20,68","48,03","98,75","136,44",,,"240","282"
"2024-25","023","Universidad Autónoma de Madrid","G","Grado","1","Centro","28027060","Facultad de Ciencias","28079","MADRID","02301","Cantoblanco","2504235","Graduado o Graduada en Ciencia, Tecnología y Humanidades por la U. Autónoma de Barcelona; U. Autónoma de Madrid y U. Carlos III de Madrid","1","Artes y Humanidades","1","Interuniversitario con Universidades españolas","0","La Universidad NO es la coordinadora del estudio Interuniversitario","1","Se imparte en el curso académico de referencia","2021","1","Activo","1","Estudio presencial","0","No se oferta en idioma extranjero","17,69","21,85","47,34","65,55",,,"240","288"
"2024-25","023","Universidad Autónoma de Madrid","G","Grado","1","Centro","28048397","Escuela Politécnica Superior","28079","MADRID","02301","Cantoblanco","2504323","Graduado o Graduada en Ciencia e Ingeniería de Datos por la Universidad Autónoma de Madrid","4","Ingeniería y Arquitectura","0","No es Interuniversitario","8","No Aplica","1","Se imparte en el curso académico de referencia","2022","1","Activo","1","Estudio presencial","0","No se oferta en idioma extranjero","19,43","45,25","92,86","128,57",,,"240","180"
"2024-25","023","Universidad Autónoma de Madrid","G","Grado","1","Centro","28027096","Facultad de Filosofía y Letras","28079","MADRID","02301","Cantoblanco","2504429","Graduado o Graduada en Arqueología por la Universidad Autónoma de Madrid","1","Artes y Humanidades","0","No es Interuniversitario","8","No Aplica","1","Se imparte en el curso académico de referencia","2022","1","Activo","1","Estudio presencial","0","No se oferta en idioma extranjero","16,92","40,02","82,3","113,71",,,"240","180"
"2024-25","023","Universidad Autónoma de Madrid","G","Grado","1","Centro","28027072","Facultad de Ciencias Económicas y Empresariales","28079","MADRID","02301","Cantoblanco","2504431","Graduado o Graduada en Análisis de Datos en la Empresa / Bachelor in Business Analytics por la Universidad Autónoma de Madrid","3","Ciencias Sociales y Jurídicas","0","No es Interuniversitario","8","No Aplica","1","Se imparte en el curso académico de referencia","2022","1","Activo","1","Estudio presencial","1","Se oferta en Inglés","16,92","40,02","82,3","113,71",,,"240","180"
"2024-25","023","Universidad Autónoma de Madrid","G","Grado","1","Centro","28027072","Facultad de Ciencias Económicas y Empresariales","28079","MADRID","02301","Cantoblanco","7000032","Grado en  Derecho / Grado en Administración y Dirección de Empresas","3","Ciencias Sociales y Jurídicas","0","No es Interuniversitario","8","No Aplica","1","Se imparte en el curso académico de referencia","2009","1","Activo","1","Estudio presencial","0","No se oferta en idioma extranjero",,,,,,,"360","402"
"2024-25","023","Universidad Autónoma de Madrid","G","Grado","1","Centro","28027084","Facultad de Derecho","28079","MADRID","02301","Cantoblanco","7000032","Grado en  Derecho / Grado en Administración y Dirección de Empresas","3","Ciencias Sociales y Jurídicas","0","No es Interuniversitario","8","No Aplica","1","Se imparte en el curso académico de referencia","2009","1","Activo","1","Estudio presencial","0","No se oferta en idioma extranjero",,,,,,,"360","402"
"2024-25","023","Universidad Autónoma de Madrid","G","Grado","1","Centro","28027084","Facultad de Derecho","28079","MADRID","02301","Cantoblanco","7000035","Grado en Derecho / Grado en Ciencia Política y Administración Pública","3","Ciencias Sociales y Jurídicas","0","No es Interuniversitario","8","No Aplica","1","Se imparte en el curso académico de referencia","2009","1","Activo","1","Estudio presencial","0","No se oferta en idioma extranjero",,,,,,,"309","315"
"2024-25","023","Universidad Autónoma de Madrid","G","Grado","1","Centro","28027060","Facultad de Ciencias","28079","MADRID","02301","Cantoblanco","7000036","Grado en  Ingeniería Informática / Grado en Matemáticas","4","Ingeniería y Arquitectura","0","No es Interuniversitario","8","No Aplica","1","Se imparte en el curso académico de referencia","2009","1","Activo","1","Estudio presencial","0","No se oferta en idioma extranjero",,,,,,,"360","504"
