CURSO_ACADEMICO;ESTUDIO;LOCALIDAD;CENTRO;CUPO_ADJUDICACION;PRELA_CONVO_NOTA_DEF;NOTA_CORTE_ADJUDICACION_1;NOTA_CORTE_DEFINITIVA_1;NOTA_CORTE_ADJUDICACION_2;NOTA_CORTE_DEFINITIVA_2;FECHA_ACTUALIZACION
2023;Doctorado: PD Matemáticas y estadística [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Producción animal [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Derecho de la Administración Pública;Zaragoza;Facultad de Derecho;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Química física [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Química inorgánica [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Química orgánica [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Ciencias biomédicas y biotecnológicas [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Ciencias de la salud y del deporte [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Medicina [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Medicina y sanidad animal [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Contabilidad y finanzas [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Derecho [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Derechos humanos y libertades fundamentales [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Economía [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Economía y gestión de las organizaciones [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Educación [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Ordenación del territorio y medio ambiente [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Relaciones de género y estudios feministas [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Sociología de las políticas públicas y sociales [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Ciencias agrarias y del medio natural [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Energías renovables y eficiencia energética [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Ingeniería biomédica [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Ingeniería de diseño y fabricación [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Ingeniería de sistemas e informática [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Ingeniería electrónica [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Ingeniería mecánica [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Ingeniería química y del medio ambiente [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Mecánica de fluidos [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Nuevos territorios en la arquitectura [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Tecnologías de la información y comunicaciones en redes moviles [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Información y Comunicación [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Patrimonio, Sociedades y Espacios de Frontera [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Logística y gestión de la cadena de suministro [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Psicología [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD Sistemas eficientes de producción y calidad agroalimentaria [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD en Relaciones Laborales y Recursos Humanos [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: PD en Salud Global: Determinantes e Interacción de la Salud Humana, Animal y Ambiental [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Doctorado: Programa de Doctorado en Didáctica de las Ciencias Experimentales [RD 576/2023];Zaragoza;Escuela de Doctorado;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Cond. genéticos, nutric. y amb. del crec. y desarrollo;Zaragoza;Facultad de Medicina;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Robótica, Gráficos y Visión por Computador/Robotics, Graphics and Computer Vision;Zaragoza;Escuela de Ingeniería y Arquitectura;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Salud Global: Integración de la Salud Ambiental, Humana y Animal;Zaragoza;Facultad de Veterinaria;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Enseñanza del Español como Lengua Extranjera;Zaragoza;Facultad de Filosofía y Letras;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Biofísica y Biotecnología Cuantitativa/Biophysics and Quantitative Biotechnology;Zaragoza;Facultad de Ciencias;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Economía Circular;Zaragoza;Facultad de Ciencias;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Física del Universo: Cosmología, Astrofísica, Partículas y Astropartículas;Zaragoza;Facultad de Ciencias;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Nutrición Animal;Zaragoza;Facultad de Veterinaria;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Calidad, Seguridad y Tecnología de los Alimentos;Zaragoza;Facultad de Veterinaria;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Gestión Estratégica de Recursos Humanos;Zaragoza;Facultad de Ciencias Sociales y del Trabajo;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Ingeniería Biomédica;Zaragoza;Escuela de Ingeniería y Arquitectura;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Energías Renovables y Eficiencia Energética;Zaragoza;Escuela de Ingeniería y Arquitectura;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Inmunología Tumoral e Inmunoterapia del Cáncer;Zaragoza;Facultad de Medicina;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Estudios Avanzados sobre el Lenguaje, la Comunicación y sus Patologías;Huesca;Facultad de Ciencias Humanas y de la Educación;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Historia Contemporánea;Zaragoza;Facultad de Filosofía y Letras;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
2023;Máster: Erasmus Mundus en Ingeniería de Membranas para un Desarrollo Sostenible;Zaragoza;Facultad de Ciencias;Titulados Universitarios o equivalentes (incluidos los estudios extranjeros homologados);;;5.000;;;05/01/2025
