Academic Year,University,Unique Identifier,Code,Degree,Center,Ambit Code
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 927511,927511,CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE,CENTRO UNIVERSITARIO SAN ISIDORO (ADS.),SYJ
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 927507,927507,CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE,FACULTAD DE CIENCIAS DEL DEPORTE,SYJ
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 928500,928500,CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN,FACULTAD DE DERECHO,SYJ
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 929008,929008,COMUNICACIÓN,CENTRO UNIVERSITARIO SAN ISIDORO (ADS.),SYJ
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 929105,929105,COMUNICACIÓN + COMUNICACIÓN DIGITAL,CENTRO UNIVERSITARIO SAN ISIDORO (ADS.),SYJ
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 929202,929202,COMUNICACIÓN DIGITAL,CENTRO UNIVERSITARIO SAN ISIDORO (ADS.),SYJ
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 992604,992604,CRIMINOLOGÍA,FACULTAD DE DERECHO,SYJ
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 929504,929504,DERECHO,FACULTAD DE DERECHO,SYJ
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 929519,929519,DERECHO,CENTRO UNIVERSITARIO SAN ISIDORO (ADS.),SYJ
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 929806,929806,DERECHO + CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN,FACULTAD DE DERECHO,SYJ
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 951501,951501,DERECHO + CRIMINOLOGÍA,FACULTAD DE DERECHO,SYJ
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 929709,929709,DERECHO + FINANZAS Y CONTABILIDAD,FACULTAD DE DERECHO,SYJ
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 929903,929903,DERECHO + RELACIONES LABORALES Y RECURSOS HUMANOS,FACULTAD DE DERECHO,SYJ
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 929407,929407,DERECHO Y BACHELOR OF LAWS (UNIVERSIDAD DE BAYREUTH),FACULTAD DE DERECHO,SYJ
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 902206,902206,EDUCACIÓN SOCIAL,FACULTAD DE CIENCIAS SOCIALES,SYJ
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 902001,902001,FINANZAS Y CONTABILIDAD,FACULTAD CIENCIAS EMPRESARIALES,SYJ
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 903516,903516,FISIOTERAPIA,CENTRO UNIVERSITARIO SAN ISIDORO (ADS.),SD
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 936801,936801,GEOGRAFÍA E HISTORIA,FACULTAD DE HUMANIDADES,AYH
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 909503,909503,GEOGRAFÍA E HISTORIA + RELACIONES INTERNACIONALES,FACULTAD DE HUMANIDADES,SIN
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 938506,938506,HUMANIDADES,FACULTAD DE HUMANIDADES,AYH
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 938808,938808,HUMANIDADES + TRADUCCIÓN E INTERPRETACIÓN (INGLÉS),FACULTAD DE HUMANIDADES,AYH
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 914500,914500,INGENIERÍA INFORMÁTICA EN SISTEMAS DE INFORMACIÓN,ESCUELA POLITÉCNICA SUPERIOR,IYA
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 906200,906200,NUTRICIÓN HUMANA Y DIETÉTICA,FACULTAD CIENCIAS EXPERIMENTALES,SD
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 909007,909007,RELACIONES INTERNACIONALES,FACULTAD DE DERECHO,SYJ
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 909201,909201,RELACIONES INTERNACIONALES + CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN,FACULTAD DE DERECHO,SYJ
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 909104,909104,RELACIONES INTERNACIONALES + DERECHO,FACULTAD DE DERECHO,SYJ
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 908003,908003,RELACIONES LABORALES Y RECURSOS HUMANOS,FACULTAD DE DERECHO,SYJ
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 942704,942704,SOCIOLOGÍA,FACULTAD DE CIENCIAS SOCIALES,SYJ
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 999103,999103,SOCIOLOGÍA + CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN,FACULTAD DE CIENCIAS SOCIALES,SYJ
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 908501,908501,TRABAJO SOCIAL,FACULTAD DE CIENCIAS SOCIALES,SYJ
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 902303,902303,TRABAJO SOCIAL + EDUCACIÓN SOCIAL,FACULTAD DE CIENCIAS SOCIALES,SYJ
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 908607,908607,TRABAJO SOCIAL + SOCIOLOGÍA,FACULTAD DE CIENCIAS SOCIALES,SYJ
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 943104,943104,TRADUCCIÓN E INTERPRETACIÓN ALEMÁN,FACULTAD DE HUMANIDADES,AYH
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 909309,909309,TRADUCCIÓN E INTERPRETACIÓN ALEMÁN + RELACIONES INTERNACIONALES,FACULTAD DE HUMANIDADES,SIN
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 943201,943201,TRADUCCIÓN E INTERPRETACIÓN FRANCÉS,FACULTAD DE HUMANIDADES,AYH
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 909406,909406,TRADUCCIÓN E INTERPRETACIÓN FRANCÉS + RELACIONES INTERNACIONALES,FACULTAD DE HUMANIDADES,SIN
2024-2025,Pablo de Olavide University,Universidad Pablo Olavide 943309,943309,TRADUCCIÓN E INTERPRETACIÓN INGLÉS,FACULTAD DE HUMANIDADES,AYH
