Código;Título;Universidad;Nivel académico;Rama;Ámbito;Estado;Detalle
5600888;"Programa de Doctorado en Química Teórica y Modelización Computacional/Theoretical Chemistry and Computational Modelling por la Universidad Autónoma de Madrid; la Universidad Complutense de Madrid; la Universidad de Barcelona; la Universidad de Cantabria; la Universidad de Extremadura; la Universidad de las Illes Balears; la Universidad de Murcia; la Universidad de Oviedo; la Universidad de Sevilla; la Universidad de Vigo; la Universidad del País Vasco/Euskal Herriko Unibertsitatea; la Universidad Jaume I de Castellón y la Universitat de València (Estudi General)";(Conjunto);Doctor - RD 99/2011 (0);;;Publicado en B.O.E.;(TITULACIÓN RENOVADA)
5600142;Programa de Doctorado en Tecnologías Industriales y Materiales por la Universidad Jaume I de Castellón;Universidad Jaume I de Castellón;Doctor - RD 99/2011 (0);;;Publicado en B.O.E.;(TITULACIÓN RENOVADA)
5601443;"Programa de Doctorado Europeo Conjunto Marie Sklodowska-Curie en Aplicaciones Dinámicas de Accesorios Inteligentes con Restricciones de Privacidad /  European Joint Doctorate Marie Sklodowska-Curie in A Network for Dynamic Wearable Applications with Privacy Constraints por la Universidad Jaume I de Castellón; Tampereen Teknillinen Yliopisto(Finlandia); Universitatea Politehnica din Bucuresti (UPB)(Rumania); Università degli Studi Mediterranea di Reggio Calabria(Italia) y Vysoké ucení technické v Brne(República Checa)";(Conjunto Internacional);Doctor - RD 99/2011 (0);;;Publicado en B.O.E.;
5601367;"Programa de Doctorado Europeo Conjunto Marie Sklodowska-Curie en Geoinformática/European Joint Doctorate Marie Sklodowska-Curie in Geoinformatics por la Universidad Jaume I de Castellón; Universidade Nova de Lisboa(Portugal) y Westfälische Wilhelms-Universität Münster(Alemania)";(Conjunto Internacional);Doctor - RD 99/2011 (0);;;Publicado en B.O.E.;(TITULACIÓN A EXTINGUIR)
5310817;Programa Oficial de Doctorado en Administración de Empresas y Marketing;Universidad Jaume I de Castellón;Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5310818;Programa Oficial de Doctorado en Ciencias;Universidad Jaume I de Castellón;Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5311923;Programa Oficial de Doctorado en Ciencias de la Salud;Universidad Jaume I de Castellón;Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5310819;Programa Oficial de Doctorado en Cooperación al Desarrollo;(Conjunto);Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5310820;Programa Oficial de Doctorado en Cuestiones Actuales en el Ámbito de las Relaciones Laborales;Universidad Jaume I de Castellón;Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5310821;Programa Oficial de Doctorado en Derecho;Universidad Jaume I de Castellón;Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5311063;Programa Oficial de Doctorado en Desarrollo Local y Territorio;(Conjunto);Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5310823;Programa Oficial de Doctorado en Economía Internacional e Industrial;Universidad Jaume I de Castellón;Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5311924;Programa Oficial de Doctorado en Educación Secundaria;Universidad Jaume I de Castellón;Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5310825;Programa Oficial de Doctorado en Estudios de Traducción e Interpretación;Universidad Jaume I de Castellón;Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5311420;Programa Oficial de Doctorado en Estudios e Investigación sobre las Mujeres, Feministas y de Género;(Conjunto);Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5310826;Programa Oficial de Doctorado en Estudios Internacionales de Paz, Conflictos y Desarrollo;Universidad Jaume I de Castellón;Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5311473;Programa Oficial de Doctorado en Ética y Democracia;(Conjunto);Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5310827;Programa Oficial de Doctorado en Filología y Culturas Europeas;Universidad Jaume I de Castellón;Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5310828;Programa Oficial de Doctorado en Finanzas y Contabilidad;Universidad Jaume I de Castellón;Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5311475;Programa Oficial de Doctorado en Historia del Arte;(Conjunto);Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5311477;Programa Oficial de Doctorado en Historia Moderna;(Conjunto);Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5311418;Programa Oficial de Doctorado en Historia y Estudios Contemporáneos;Universidad Jaume I de Castellón;Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5310829;Programa Oficial de Doctorado en Integración de Información Geoespacial;Universidad Jaume I de Castellón;Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5310830;Programa Oficial de Doctorado en Intervención Social y Familiar;Universidad Jaume I de Castellón;Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5310831;Programa Oficial de Doctorado en Lingüística Aplicada en Lengua Inglesa;Universidad Jaume I de Castellón;Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5311079;Programa Oficial de Doctorado en Marketing;(Conjunto);Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5311424;Programa Oficial de Doctorado en Matemática Computacional;Universidad Jaume I de Castellón;Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5311483;Programa Oficial de Doctorado en Nanociencia y Nanotecnología;(Conjunto);Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5310833;Programa Oficial de Doctorado en Nuevas Tendencias y Procesos de Innovación en Comunicación;Universidad Jaume I de Castellón;Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5311426;Programa Oficial de Doctorado en Psicología del Trabajo, de las Organizaciones y en Recursos Humanos;Universidad Jaume I de Castellón;Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5311427;Programa Oficial de Doctorado en Psicopatología, Salud y Neuropsicología;Universidad Jaume I de Castellón;Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5310834;"Programa Oficial de Doctorado en Química Sostenible por la Universidad de Castilla-La Mancha; la Universidad de Extremadura; la Universidad Jaume I de Castellón; la Universidad Pública de Navarra; la Universitat de València (Estudi General) y la Universitat Politècnica de València";(Conjunto);Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5310092;Programa Oficial de Doctorado en Química Teórica y Modelización Computacional;(Conjunto);Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5310836;Programa Oficial de Doctorado en Riesgos Ambientales y Laborales;Universidad Jaume I de Castellón;Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5310837;Programa Oficial de Doctorado en Sistemas Informáticos Avanzados;Universidad Jaume I de Castellón;Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5310838;Programa Oficial de Doctorado en Sostenibilidad en las Organizaciones;Universidad Jaume I de Castellón;Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5310839;Programa Oficial de Doctorado en Tecnologías del Lenguaje, la Terminología y la Traducción;Universidad Jaume I de Castellón;Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
5310840;Programa Oficial de Doctorado en Tecnologías Industriales, Materiales y Edificación (Time);Universidad Jaume I de Castellón;Doctor - RD 1393/2007 (1);;;Publicado en B.O.E.;(TITULACIÓN EXTINGUIDA)
2502342;Graduado o Graduada en Administración y Dirección de Empresas por la Universidad Jaume I de Castellón;Universidad Jaume I de Castellón;Grado - RD 822/2021 (2);Ciencias Sociales y Jurídicas;Ciencias económicas, administración y dirección de empresas, márquetin, comercio, contabilidad y turismo;Publicado en B.O.E.;(TITULACIÓN RENOVADA POR ACREDITACIÓN INSTITUCIONAL)
