Address,Address-Wikidata,Address-Wiki-URI,DockBikes,FreeBases,Name,Name-Wikidata,Name-URI-Wikidata,number,TotalBases,POINT_X,POINT_Y
Calle Miguel Moya nº 1,Calle Miguel Moya nº 1,,15,12,Metro Callao,Metro Callao,,2,27,"-3,70569","40,4204"
Plaza Conde Surchill,Plaza Conde Surchill,,3,16,Plaza Conde Suchil,"Plaza del Conde del Valle de Súchil, Madrid",,3,19,"-3,707254","40,430322"
Calle Manuela Malasaña nº 3,Calle Manuela Malasaña nº 3,,2,25,Malasaña,Plan Malasaña,,4,27,"-3,7025","40,428626"
Calle Fuencarral nº 106,Calle Fuencarral nº 106,,4,23,Fuencarral,Fuencarral,,5,27,"-3,702135","40,428521"
Calle Hortaleza nº 63,Calle Hortaleza nº 63,,9,9,Colegio Arquitectos,Colegio Arquitectos,,6,19,"-3,698447","40,424148"
Calle Hortaleza nº 75,Calle Hortaleza nº 75,,18,1,Hortaleza,Casa de las Asociaciones de Hortaleza,,7,19,"-3,697771","40,425191"
Plaza de Alonso Martínez nº 6,Plaza de Alonso Martínez nº 6,,19,5,Metro Alonso Martínez,Metro Alonso Martínez,,8,24,"-3,69544","40,427868"
Plaza de San Miguel nº 10,Plaza de San Miguel nº 10,,12,12,Plaza de San Miguel,Plaza de San Miguel,,9,24,"-3,709508","40,415606"
Calle Marqués de la Ensenada (junto a edif,Calle Marqués de la Ensenada (junto a edif,,21,2,Marqués de la Ensenada,Catastro of Ensenada,,10,23,"-3,692104","40,425403"
Calle San Andrés nº 18 - 20,,,2,21,Plaza del Dos de Mayo,plaza del Dos de Mayo,https://www.wikidata.org/entity/Q1531008,11,23,"-3,7036","40,427"
Calle San Bernardo nº 85 - 87,Calle San Bernardo nº 85 - 87,,11,16,San Hermenegildo,Fiestas de San Hermenegildo,,12,27,"-3,706141","40,428467"
Calle Conde Duque nº 22,Calle Conde Duque nº 22,,3,20,Conde Duque,Duke of Benavente,,13,23,"-3,7105","40,4273"
Ventura Rodríguez,Ventura Rodríguez,,5,22,Ventura Rodríguez,Ventura Rodríguez,,14,27,"-3,713307","40,426043"
Calle norte nº 10,Calle norte nº 10,,1,18,Norte,Norte,,15,19,"-3,707445","40,426238"
Calle San Bernardo nº 22,Calle San Bernardo nº 22,,7,12,San Bernardo,San Bernardo,,16,19,"-3,707481","40,422937"
Plaza de Carlos Cambronero nº 2,Plaza de Carlos Cambronero nº 2,,6,17,Plaza de Carlos Cambronero,Plaza de Carlos Cambronero,,17,23,"-3,704166","40,423126"
Plaza de Pedro Zerolo nº 20,,,9,15,Plaza de Pedro Zerolo,plaza de Pedro Zerolo,https://www.wikidata.org/entity/Q6080146,18,24,"-3,699678","40,420925"
Calle Prim nº 4,Calle Prim nº 4,,20,8,Prim,geometric primitive,,19,28,"-3,695498","40,421862"
Calle Alcalá nº 48,Calle Alcalá nº 48,,15,12,Banco de España,Banco de España,,20A,27,"-3,695247","40,418808"
Plaza de Santo Domingo nº 1,Plaza de Santo Domingo nº 1,,6,18,Santo Domingo,Santo Domingo,,23,24,"-3,708249","40,42026"
Calle Carlos III nº 1,Calle Carlos III nº 1,,12,6,Palacio de Oriente,Palacio de Oriente,,24,18,"-3,71065","40,417767"
Plaza de Celenque nº 1,Plaza de Celenque nº 1,,6,18,Plaza de Celenque A,"Plaza de Celenque, Madrid",,25A,24,"-3,705779","40,41737"
Plaza de Celenque nº 1,Plaza de Celenque nº 1,,13,11,Plaza de Celenque B,Plaza de Celenque B,,25B,24,"-3,705898","40,417369"
Plaza de las Salesas nº 2,,,15,12,Plaza de las Salesas,"Plaza de las Salesas, Madrid",https://www.wikidata.org/entity/Q28916480,26,27,"-3,6945","40,4239"
Calle Jesús nº 6,Calle Jesús nº 6,,15,12,Huertas,Huertas de Caballar,,27,27,"-3,6957","40,4133"
Calle Alcalá nº 28,Calle Alcalá nº 28,,17,1,Metro Sevilla,Metro Sevilla,,28,18,"-3,698458","40,41806"
Calle del Marqués de Cubas nº 25,Calle del Marqués de Cubas nº 25,,20,3,Marqués de Cubas,Cuba Cola,,29,23,"-3,695743","40,416384"
Calle Pavía nº 4,Calle Pavía nº 4,,8,19,San Quintín,San Quintín (sopka),,30,27,"-3,711504","40,41921"
Calle Mayor nº 16,Calle Mayor nº 16,,18,9,Mayor,military staff,,31,27,"-3,706897","40,416364"
Plaza de la Provincia (esquina calle Gerona),Plaza de la Provincia (esquina calle Gerona),,17,1,Plaza de la Provincia,plaza de la Provincia,,32,18,"-3,706103","40,41501"
Calle Carretas nº 3,Calle Carretas nº 3,,19,4,Puerta del Sol,Puerta del Sol,,33,23,"-3,70333","40,416587"
Plaza de Jacinto Benavente,Plaza de Jacinto Benavente,https://www.wikidata.org/entity/Q6080004,3,21,Jacinto Benavente,Plaza de Jacinto Benavente,,34,24,"-3,703683","40,414676"
Plaza del Cordón nº1,,,18,6,Plaza del Cordón,Plaza del Cordón,https://www.wikidata.org/entity/Q52063495,35,24,"-3,710329","40,414193"
Plaza de Ramales nº1,Plaza de Ramales nº1,,14,10,Plaza Ramales,"Plaza de Ramales, Madrid",,36,24,"-3,71183","40,4168"
Plaza de San Francisco,Plaza de San Francisco,,13,11,Plaza de San Francisco,Plaza de San Francisco,,37,24,"-3,714113","40,4108"
Carrera de San Francisco enfrente del nº 2,,,17,9,Plaza de los Carros,plaza de los Carros,https://www.wikidata.org/entity/Q27186278,38,27,"-3,71159","40,411359"
Plaza de la Cebada nº 3,,,4,27,Plaza de la Cebada,plaza de la Cebada,https://www.wikidata.org/entity/Q9060972,39,31,"-3,708834","40,411274"
Plaza del Conde de Romanones nº 2,Plaza del Conde de Romanones nº 2,,2,16,Conde de Romanones,First government of the Count of Romanones,,40,18,"-3,704795","40,413778"
Calle Atocha nº 56,Calle Atocha nº 56,,12,7,Metro Antón Martín,Metro Antón Martín,,41,19,"-3,699115","40,412205"
Calle Santa Isabel 32,Calle Santa Isabel 32,,0,26,Santa Isabel,Santa Isabel,,42,27,"-3,698292","40,410849"
Calle Jesús y María,Calle Jesús y María,,12,6,Jesús y María,Visions of Jesus and Mary,,43,18,"-3,702471","40,410039"
Plaza Nelson Mandela,,,1,18,Plaza de Nelson Mandela,Nelson Mandela plaza,https://www.wikidata.org/entity/Q28662636,44,19,"-3,703864","40,409791"
Puerta de Toledo 1,Puerta de Toledo 1,,9,10,Metro Puerta de Toledo,Metro Puerta de Toledo,,45,19,"-3,711103","40,406866"
Calle Ribera de Curtidores nº 28,Calle Ribera de Curtidores nº 28,,14,13,Ribera de Curtidores,Ribera de Curtidores,,46,27,"-3,707126","40,405315"
Glorieta de Embajadores,"Glorieta de Embajadores, Madrid",https://www.wikidata.org/entity/Q16571874,11,13,Renfe/Cercanías Embajadores,Renfe/Cercanías Embajadores,,47,24,"-3,7028","40,404577"
Glorieta de Embajadores nº 7,Glorieta de Embajadores nº 7,,18,6,Casa de baños Embajadores,Casa de baños Embajadores,,48,24,"-3,702057","40,405482"
Ronda de Atocha nº 34,Ronda de Atocha nº 34,,12,15,Casa Encendida,Casa Encendida,,49,27,"-3,699277","40,406053"
Calle de Santa Isabel (esquina con plaza del Emperador Carlos V),Calle de Santa Isabel (esquina con plaza del Emperador Carlos V),,22,2,Museo Reina Sofía,Radio del Museo Reina Sofía,,50,24,"-3,693346","40,408368"
Ronda de Atocha (esquina con Plaza del Emperador Carlos V),Ronda de Atocha (esquina con Plaza del Emperador Carlos V),,24,3,Ronda de Atocha,Ronda de Atocha,,51,27,"-3,69352","40,407561"
Plaza de Santa Ana nº 10,Plaza de Santa Ana nº 10,,9,6,Plaza de Santa Ana,Plaza de Santa Ana,,52,15,"-3,700716","40,414423"
Plazuela de Ana Diosdado,,,8,16,Plaza de Lavapiés,Plaza de Lavapies,https://www.wikidata.org/entity/Q6080017,53,24,"-3,700754","40,408309"
Calle Barceló nº 9,Calle Barceló nº 9,,15,4,Metro Tribunal,Metro Tribunal,,54,19,"-3,700393","40,426599"
Plaza de San Ildefonso nº4,Plaza de San Ildefonso nº4,,3,21,Plaza de San Ildefonso,plaza de San Ildefonso,,55,24,"-3,702084","40,423976"
Plaza del Carmen nº 1,Plaza del Carmen nº 1,,14,9,Plaza del Carmen,Plaza del Carmen,,56,23,"-3,703241","40,418419"
Calle Santa Cruz del Marcenado nº 26,Calle Santa Cruz del Marcenado nº 26,,18,5,Santa Cruz de Marcenado,Santa Cruz de Marcenado,,57,23,"-3,71263","40,429566"
Calle Augusto Figueroa nº 33,Calle Augusto Figueroa nº 33,,7,20,Metro Chueca,Metro Chueca,,58,27,"-3,697858","40,422278"
Calle Espíritu Santo nº 30,,,4,15,Plaza de Juan Pujol,"Plaza del Rastrillo, Madrid",https://www.wikidata.org/entity/Q29834891,59,19,"-3,704342","40,42555"
Plaza de la Independencia,Plaza de la Independencia,,10,13,Puerta de Alcalá,Plaza de toros de la Puerta de Alcalá,,60,23,"-3,688398","40,419752"
Calle O Donnell nº 30,Calle O Donnell nº 30,,24,3,O Donnell - Narváez,O Donnell - Narváez,,61,27,"-3,675314","40,421455"
Calle O Donnell nº 48,Calle O Donnell nº 48,,22,5,Hospital M. Infantil Gregorio Marañón,Hospital M. Infantil Gregorio Marañón,,62,27,"-3,672497","40,421315"
Calle Ibiza nº 64,Calle Ibiza nº 64,,4,19,Hospital Gral. Uni. Gregorio Marañón,Hospital Gral. Uni. Gregorio Marañón,,63,23,"-3,670896","40,417924"
Calle Antonio Maura nº 13,Calle Antonio Maura nº 13,,22,2,Parque del Retiro - Calle Antonio Maura,Parque del Retiro - Calle Antonio Maura,,65,24,"-3,689425","40,416701"
Calle Almadén 26,Calle Almadén 26,,23,0,CaixaForum Madrid,CaixaForum Madrid,,67,23,"-3,693225","40,410847"
Calle Espalter nº 3,Calle Espalter nº 3,,11,8,Espalter - Ruiz de Alarcón,Espalter - Ruiz de Alarcón,,68,19,"-3,691323","40,412769"
Avenida de Alfonso XII nº 54,Avenida de Alfonso XII nº 54,,8,19,Parque del Retiro - Puerta Ángel Caído,Parque del Retiro - Puerta Ángel Caído,,69,27,"-3,688822","40,409808"
Avenida de Menéndez Pelayo nº 63,Avenida de Menéndez Pelayo nº 63,,17,10,Hospital Uni. Infantil Niño Jesús,Hospital Uni. Infantil Niño Jesús,,70,27,"-3,677873","40,415382"
Calle Doce de Octubre nº 28,,,5,18,Plaza del Doctor Laguna,plaza del Doctor Laguna,https://www.wikidata.org/entity/Q118143467,71,23,"-3,6739","40,4161"
Calle Doctor Esquerdo nº 62,Calle Doctor Esquerdo nº 62,,7,16,Metro Sáinz de Baranda,Metro Sáinz de Baranda,,72,23,"-3,6696","40,4159"
Calle de los Astros,Calle de los Astros,,9,14,Plaza de los Astros,Plaza de los Astros,,73,23,"-3,6687","40,4115"
Avenida de Menéndez Pelayo nº 69,Avenida de Menéndez Pelayo nº 69,,20,7,Parque Retiro - Jardines Cecilio Rguez,Parque Retiro - Jardines Cecilio Rguez,,74,27,"-3,676589","40,412063"
Avenida Menéndez pelayo (esquina con calle Poeta Esteban Villegas),Avenida Menéndez pelayo (esquina con calle Poeta Esteban Villegas),,9,18,Parque del Retiro - Plaza Mariano Cavia,Parque del Retiro - Plaza Mariano Cavia,,75,27,"-3,678475","40,408272"
Avenida del Mediterráneo nº 19,Avenida del Mediterráneo nº 19,,4,20,"Avenida del Mediterráneo, 19","Avenida del Mediterráneo, 19",,76,24,"-3,675102","40,407271"
Plaza del Conde de Casal nº 8,,,13,5,Plaza del Conde de Casal,"Plaza del Conde de Casal, Madrid",https://www.wikidata.org/entity/Q30342082,77,18,"-3,670713","40,406478"
Calle Cerro de la Plata nº 4,Calle Cerro de la Plata nº 4,,12,15,Metro Pacífico,Metro Pacífico,,78,27,"-3,674524","40,400637"
Avenida de Menéndez Pelayo nº 38,Avenida de Menéndez Pelayo nº 38,,8,19,Metro Menéndez Pelayo,Metro Menéndez Pelayo,,79,27,"-3,68044","40,40511"
Calle Claudio Moyano,Calle Claudio Moyano,,0,24,Cuesta de Moyano,Cuesta de Moyano,,81,24,"-3,691833","40,409343"
Calle Lira,Calle Lira,,1,22,Doctor Esquerdo - Metro Conde de Casal,Doctor Esquerdo - Metro Conde de Casal,,82,23,"-3,669753","40,408456"
Calle Pío Baroja nº8,Calle Pío Baroja nº8,,6,17,Pío Baroja,Plaza Pío Baroja,,83,23,"-3,674479","40,4133"
Calle Doctor Esquerdo nº 191,Calle Doctor Esquerdo nº 191,,3,20,Biblioteca Pública Elena Fortún,Biblioteca Pública Elena Fortún,,84,23,"-3,672482","40,403572"
Avenida de Menéndez Pelayo,Avenida de Menéndez Pelayo,,11,16,Parque del Retiro - Puerta de O´Donnell,Parque del Retiro - Puerta de O´Donnell,,85,27,"-3,679891","40,421314"
Paseo del Prado,Paseo del Prado,,22,2,Cibeles,plaza de Cibeles,,86,24,"-3,69335","40,418652"
Calle Ayala nº 46,Calle Ayala nº 46,,22,1,Ayala - Velázquez,Fortín Teniente Coronel Eugenio Ayala Velázquez,,87,23,"-3,683257","40,427736"
Calle Velázquez,Calle Velázquez,,21,2,Velázquez-Padilla,Velázquez-Padilla,,88,23,"-3,68383","40,431358"
Calle Ayala nº 104,Calle Ayala nº 104,,16,7,Ayala - Conde de Peñalver,Ayala - Conde de Peñalver,,89,23,"-3,675202","40,427258"
Calle Goya,Calle Goya,,19,8,Metro Velázquez,Metro Velázquez,,90,27,"-3,683842","40,425149"
Calle Hermosilla nº 71,Calle Hermosilla nº 71,,8,15,Hermosilla - General Pardiñas,Hermosilla - General Pardiñas,,91,23,"-3,678628","40,426049"
Calle Claudio Coello,Claudio Coello Street,https://www.wikidata.org/entity/Q28059043,22,1,Claudio Coello - Hermosilla,Claudio Coello - Hermosilla,,92,23,"-3,686546","40,426294"
Calle Goya (esquina calle Marqués de Zurgeña),Calle Goya (esquina calle Marqués de Zurgeña),,23,0,Plaza de Margaret Tatcher,Plaza de Margaret Tatcher,,93,23,"-3,689336","40,425759"
Paseo de Recoletos nº 20,Paseo de Recoletos nº 20,,20,3,Estación de tren de Recoletos,Estación de tren de Recoletos,,94,23,"-3,690756","40,423215"
Calle Claudio Coello nº 19,Calle Claudio Coello nº 19,,22,1,Claudio Coello - Villanueva,Claudio Coello - Villanueva,,95,23,"-3,686929","40,422543"
Calle Alcalá nº 111,Calle Alcalá nº 111,,18,9,Alcalá - Castelló,Alcalá - Castelló,,96,27,"-3,682205","40,422015"
Avenida Menéndez Pelayo (esquina calle Alcalá),Avenida Menéndez Pelayo (esquina calle Alcalá),,13,14,Metro Príncipe de Vergara,Metro Príncipe de Vergara,,97,27,"-3,680256","40,422536"
Calle Narváez,"Calle de Narváez, Madrid",https://www.wikidata.org/entity/Q28936837,20,4,Plaza de Felipe II,Plaza de Felipe II,,98,24,"-3,675768","40,424132"
Calle Alcántara,Calle Alcántara,,5,18,Alcántara - Hermosilla,Alcántara - Hermosilla,,99,23,"-3,674018","40,426039"
Calle Goya nº 99,Calle Goya nº 99,,6,21,Wizink Center,Wizink Center,,100,27,"-3,67384","40,42478"
Calle Jorge Juán,Calle de Jorge Juan,https://www.wikidata.org/entity/Q28070822,18,6,Metro O Donnell,Metro O Donnell,,101,24,"-3,66968","40,423077"
Calle Alcalá nº 95,Calle Alcalá nº 95,,23,0,Metro Retiro,Metro Retiro,,102,23,"-3,684232","40,421185"
Calle José Ortega y Gasset,"Calle de José Ortega y Gasset, Madrid",https://www.wikidata.org/entity/Q16540548,19,4,Ortega y Gasset - Serrano,Ortega y Gasset - Serrano,,103,23,"-3,686744","40,43053"
Paseo de la Castellana nº 4,Paseo de la Castellana nº 4,,21,2,Castellana - Hermosilla,Castellana - Hermosilla,,104,23,"-3,68958","40,42677"
Calle Serrano nº 46,Calle Serrano nº 46,,20,3,"Serrano, 46","Serrano, 46",,105,23,"-3,687542","40,427083"
Calle Serrano nº 32,Calle Serrano nº 32,,19,0,Plaza de Colón B,Plaza de Colón B,,106B,19,"-3,68789","40,424776"
Calle Serrano nº 8,Calle Serrano nº 8,,16,7,Serrano - Conde de Aranda,Serrano - Conde de Aranda,,107,23,"-3,688384","40,421561"
Calle Mártires Concepcionistas nº 2,Calle Mártires Concepcionistas nº 2,,18,9,Mártires Concepcionistas - Alcalá,Mártires Concepcionistas - Alcalá,,108,27,"-3,670652","40,427402"
Calle José Ortega y Gasset nº 30,Calle José Ortega y Gasset nº 30,,22,1,Marqués de Salamanca,"Plaza del Marqués de Salamanca, Madrid",,109,23,"-3,681452","40,430124"
Paseo de Moret nº 1,Paseo de Moret nº 1,,3,20,Intercambiador de Moncloa,Línea 623 (Interurbanos Madrid),,110,23,"-3,720102","40,434745"
Calle Arcipreste de Hita nº 8,Calle Arcipreste de Hita nº 8,,4,19,Metro Moncloa A,Metro Moncloa A,,111A,23,"-3,717525","40,433603"
Calle Arcipreste de Hita nº 12,Calle Arcipreste de Hita nº 12,,1,22,Metro Moncloa B,Metro Moncloa B,,111B,23,"-3,717743","40,433913"
Paseo Moret,paseo de Moret,https://www.wikidata.org/entity/Q26821443,17,6,Paseo de Moret - Parque del Oeste,Paseo de Moret - Parque del Oeste,,112,23,"-3,724736","40,43269"
Paseo del Pintor Rosales frente al nº 38,Paseo del Pintor Rosales frente al nº 38,,16,8,Teleférico Madrid - Estación Rosales,Teleférico Madrid - Estación Rosales,,113,24,"-3,720726","40,427538"
Calle Quintana nº 13,Calle Quintana nº 13,,11,12,Quintana - Juan Álvarez de Mendizábal,Quintana - Juan Álvarez de Mendizábal,,114,23,"-3,717463","40,427838"
Paseo de Pintor Rosales (esquina Marqués de Cerralbo),Paseo de Pintor Rosales (esquina Marqués de Cerralbo),,5,18,Ferraz - Templo de Debod,Ferraz - Templo de Debod,,115,23,"-3,717052","40,425315"
Plaza de España nº16,Plaza de España nº16,,10,8,Plaza de España - Martín de los Heros,Plaza de España - Martín de los Heros,,116A,18,"-3,713043","40,423679"
Calle de los Reyes,calle de los Reyes,https://www.wikidata.org/entity/Q20908841,14,4,Metro Plaza de España,Metro Plaza de España,,116B,18,"-3,71046","40,423684"
Calle Altamirano nº 24,Calle Altamirano nº 24,,1,22,Altamirano - Martín de los Heros,Altamirano - Martín de los Heros,,117,23,"-3,71889","40,43098"
Calle Juan Martínez el empeciado (esquina calle Bustamante),Calle Juan Martínez el empeciado (esquina calle Bustamante),,15,8,"OFICINA DEL SER, APR Y BICIREGISTRO","OFICINA DEL SER, APR Y BICIREGISTRO",,118,23,"-3,688241","40,400781"
Calle Méndez Álvaro nº 11,Calle Méndez Álvaro nº 11,,18,5,Méndez Álvaro,plaza del Amanecer en Méndez Álvaro,,119,23,"-3,686265","40,401291"
Calle Palos de la Frontera nº 27,Calle Palos de la Frontera nº 27,,25,2,Metro Palos de la Frontera,Metro Palos de la Frontera,,120,27,"-3,694825","40,40309"
Paseo de Santa María de la Cabeza nº 58,,,8,19,Glorieta de Santa María de la Cabeza,"Glorieta de Santa María de la Cabeza, Madrid",https://www.wikidata.org/entity/Q55943044,121,27,"-3,698603","40,401749"
Calle Santa Engracia nº 14,Calle Santa Engracia nº 14,,18,5,Santa Engracia - Zurbarán,Santa Engracia - Zurbarán,,122,23,"-3,696366","40,429536"
Calle Guzmán el Bueno nº 2,Calle Guzmán el Bueno nº 2,,13,14,Metro Argüelles,Metro Argüelles,,123,27,"-3,713341","40,430646"
Calle Manuel Silvela nº 20,Calle Manuel Silvela nº 20,,2,25,Metro Bilbao,Metro Bilbao,,124,27,"-3,699369","40,430969"
Calle Fernández de la Hoz nº 29,Calle Fernández de la Hoz nº 29,,21,6,Fdez. de la Hoz - Gral. Martínez Campos,Fdez. de la Hoz - Gral. Martínez Campos,,125,27,"-3,6948","40,4353"
Calle del General Álvarez de Castro,"Calle del General Álvarez de Castro, Madrid",https://www.wikidata.org/entity/Q28024232,4,23,General Álvarez de Castro,General Álvarez de Castro,,126,27,"-3,701804","40,434598"
Calle Fernando el Católico nº 19,Calle Fernando el Católico nº 19,,3,24,Mercado Municipal de Vallehermoso,Mercado de Vallehermoso,,127,27,"-3,708439","40,433852"
Calle Cea Bermúdez nº 59,Calle Cea Bermúdez nº 59,,20,7,Metro Islas Filipinas,Metro Islas Filipinas,,128,27,"-3,7154","40,4392"
Calle de José Abascal,"Calle de José Abascal, Madrid",https://www.wikidata.org/entity/Q27310549,0,27,Metro Alonso Cano,Metro Alonso Cano,,129,27,"-3,698235","40,438387"
Calle de Santa Engracia,Calle de Santa Engracia,,19,4,Metro Ríos Rosas,Metro Ríos Rosas,,130,23,"-3,70164","40,44156"
Calle Bravo Murillo nº 44,,,8,15,Plaza de Juan Zorrilla,plaza de Juan Zorrilla,https://www.wikidata.org/entity/Q28064968,131,23,"-3,704031","40,441788"
Calle Santa Engracia,,,14,13,Glorieta de Cuatro Caminos,glorieta de Cuatro Caminos,https://www.wikidata.org/entity/Q5881378,132,27,"-3,703605","40,446378"
Calle Dulcinea,Calle Dulcinea,,0,24,Raimundo Fdez. Villaverde - Dulcinea,Raimundo Fdez. Villaverde - Dulcinea,,133,24,"-3,700167","40,447125"
Calle María de Guzmán nº 58,Calle María de Guzmán nº 58,,2,21,María de Guzmán - Agustín de Betancourt,María de Guzmán - Agustín de Betancourt,,134,23,"-3,695569","40,444182"
Plaza de San Juan de la Cruz,,,23,0,Plaza de San Juan de la Cruz,Square of San Juan de la Cruz,https://www.wikidata.org/entity/Q27345106,135,23,"-3,692734","40,441481"
Paseo de la Castellana nº 106,Paseo de la Castellana nº 106,,21,2,Metro Nuevos Ministerios,Metro Nuevos Ministerios,,136,23,"-3,690769","40,445124"
Plaza de la republica argentina,Plaza de la republica argentina,,19,5,Plaza de la República Argentina,"Plaza de la República Argentina, Madrid",,137,24,"-3,685338","40,445448"
Paseo de la Castellana,Paseo de la Castellana,,13,10,Estación de tren Nuevos Ministerios,Estación de tren Nuevos Ministerios,,138,23,"-3,691406","40,445741"
Calle Pedro de Valdivia,"Calle de Pedro de Valdivia, Madrid",https://www.wikidata.org/entity/Q28059081,16,8,José Gutiérrez Abascal - Castellana,José Gutiérrez Abascal - Castellana,,139,24,"-3,690419","40,439396"
Calle Velázquez,Calle Velázquez,,22,5,Velázquez - López de Hoyos,Velázquez - López de Hoyos,,140,27,"-3,683058","40,438757"
Paseo de la Castellana nº 43,,,8,4,Plaza de Emilio Castelar,Plaza de Emilio Castelar,https://www.wikidata.org/entity/Q28000791,141,12,"-3,689392","40,435405"
Paseo de la Castellana nº 42,Paseo de la Castellana nº 42,,20,3,Bajo elevado de Eduardo Dato,Bajo elevado de Eduardo Dato,,142,23,"-3,687915","40,433409"
Calle General Pardiñas,General Pardiñas Street,https://www.wikidata.org/entity/Q28065178,13,10,General Pardiñas - Don Ramón de la Cruz,General Pardiñas - Don Ramón de la Cruz,,186,23,"-3,678302","40,42898"
Calle de Juan Bravo,Calle de Juan Bravo,,15,12,Metro Diego de León,Metro Diego de León,,144,27,"-3,675556","40,432408"
Calle Ortega y Gasset nº 87,Calle Ortega y Gasset nº 87,,2,21,Ortega y Gasset 87,Ortega y Gasset 87,,145,23,"-3,671282","40,429887"
Calle de María Francisca,Calle de María Francisca,,10,9,"María Francisca, 3","María Francisca, 3",,146,19,"-3,67885","40,444254"
Avenida del Doctor Arce nº 45,Avenida del Doctor Arce nº 45,,4,19,Doctor Arce 45,Doctor Arce 45,,147,23,"-3,6794","40,4484"
Calle Serrano nº 210,Calle Serrano nº 210,,9,14,Serrano 210,Serrano 210,,148,23,"-3,681397","40,451117"
Paseo de la Habana nº 42,Paseo de la Habana nº 42,,20,3,Plaza de Quito,Plaza de la Independencia,,149,23,"-3,68793","40,449852"
Calle Orense nº 12,Calle Orense nº 12,,24,3,Orense 12,Orense 12,,151,27,"-3,695359","40,448812"
Avenida del General Perón,Avenida del General Perón,https://www.wikidata.org/entity/Q26761632,3,20,"General Perón, 4","General Perón, 4",,152,23,"-3,6989","40,4525"
Avenida del General Perón,Avenida del General Perón,https://www.wikidata.org/entity/Q26761632,20,3,General Perón - Poeta Joan Maragall,General Perón - Poeta Joan Maragall,,153,23,"-3,6936","40,4523"
Calle Orense nº 36,Calle Orense nº 36,,12,12,Orense 36,Orense 36,,154,24,"-3,694622","40,454846"
Calle San Germán nº 57,Calle San Germán nº 57,,0,23,San Germán 57,San Germán 57,,155,23,"-3,70093","40,457334"
Calle Sor Ángela de la Cruz nº 2,Calle Sor Ángela de la Cruz nº 2,,21,3,Sor Ángela de la Cruz-Paseo Castellana,Sor Ángela de la Cruz-Paseo Castellana,,156,24,"-3,691533","40,459235"
Avenida de Alberto Alcocer nº 22,Avenida de Alberto Alcocer nº 22,,12,11,Alberto Alcocer - Padre Damián,Alberto Alcocer - Padre Damián,,158,23,"-3,684625","40,45869"
Paseo de la Habana nº 63,Paseo de la Habana nº 63,,13,10,Paseo de la Habana 63,Paseo de la Habana 63,,159,23,"-3,683593","40,454385"
Calle Colombia,calle de Colombia,https://www.wikidata.org/entity/Q118275227,3,21,Metro Colombia,Metro Colombia,,160,24,"-3,676344","40,457247"
Paseo de la Florida nº 8,Paseo de la Florida nº 8,,3,24,Intercambiador de Príncipe Pío A,Intercambiador de Príncipe Pío A,,161,27,"-3,722099","40,422192"
Paseo de los Olmos,Paseo de los Olmos,,13,10,Metro Pirámides,Metro Pirámides,,162,23,"-3,710577","40,403497"
Paseo de la Esperanza,"Paseo de la Esperanza, Madrid",https://www.wikidata.org/entity/Q55947011,11,8,Metro Acacias,Metro Acacias,,163,19,"-3,706445","40,403759"
Paseo de las Delicias nº 94,Paseo de las Delicias nº 94,,7,20,Paseo de las Delicias - Tomás Bretón,Paseo de las Delicias - Tomás Bretón,,164,27,"-3,69461","40,39723"
Paseo de la Chopera frente 51,Paseo de la Chopera frente 51,,12,31,Entrada Matadero - Paseo de la Chopera,Entrada Matadero - Paseo de la Chopera,,165,43,"-3,697596","40,392888"
Calle Segovia nº 26,Calle Segovia nº 26,,15,12,Viaducto de Segovia,Viaducto de Segovia,,166,27,"-3,713377","40,413905"
Calle Segovia nº 45,Calle Segovia nº 45,,9,18,Segovia 45,Segovia 45,,167,27,"-3,717489","40,413748"
Paseo Santa María de la Cabeza frente al 30,Paseo Santa María de la Cabeza frente al 30,,9,14,Santa María Cabeza - Batalla del Salado,Santa María Cabeza - Batalla del Salado,,168,23,"-3,6959","40,4046"
Calle Toledo nº 181,,,22,2,Glorieta de Pirámides,Glorieta de Pirámides,https://www.wikidata.org/entity/Q5790715,169,24,"-3,713823","40,401589"
Paseo de la Esperanza nº 21,Paseo de la Esperanza nº 21,,14,10,"Paseo de la Esperanza, 21","Paseo de la Esperanza, 21",,170,24,"-3,704396","40,401055"
Calle Embajadores nº 97,Calle Embajadores nº 97,,15,12,Embajadores-Cáceres,Embajadores-Cáceres,,171,27,"-3,698402","40,399701"
Calle Bustamante nº 3,Calle Bustamante nº 3,,8,15,Estación de tren de Delicias,Estación de tren de Delicias,,172,23,"-3,693493","40,400828"
Paseo de la Esperanza nº 59,Paseo de la Esperanza nº 59,,1,23,Paseo Esperanza - Santa María Cabeza,Paseo Esperanza - Santa María Cabeza,,173,24,"-3,702484","40,398347"
Paseo de Yeserías nº 45,Paseo de Yeserías nº 45,,1,26,"Paseo de las Yeserías, 45","Paseo de las Yeserías, 45",,174,27,"-3,706526","40,39743"
Calle Jaime el Conquistador nº 30,Calle Jaime el Conquistador nº 30,,2,17,Jaime el Conquistador - Divino Vallés,Jaime el Conquistador - Divino Vallés,,175,19,"-3,698345","40,396226"
Calle Bolívar nº 3,Calle Bolívar nº 3,,23,0,Metro Legazpi,Metro Legazpi,,177,23,"-3,694188","40,391447"
