FID,OBJECTID,SHAPE,ADDRESS,BEZIRK,CITY,COUNTRYCODE,DESIGNATION,DIRECTPAYMENT,EVSEID,OPERATORNAME
ELADESTELLEOGD.1719557,1719557,POINT (16.392840005771447 48.19728006647485),"03., Barichgasse 13",3,Wien,AT,Barichgasse,0,AT*VNA*E1030570022,Wien Energ
ELADESTELLEOGD.1719558,1719558,POINT (16.394520005339576 48.20280006609232),"03., Erdbergstraße 15",3,Wien,AT,Erdbergstraße,0,AT*VNA*E1030570023,Wien Energ
ELADESTELLEOGD.1719559,1719559,POINT (16.395610005314303 48.181290065782036),"03., Lilienthalgasse 15",3,Wien,AT,Lilienthalgasse,0,AT*VNA*E1030570024,Wien Energ
ELADESTELLEOGD.1719560,1719560,POINT (16.38207600607439 48.19919806609245),"03., Am Modenapark 10",3,Wien,AT,Am Modenapark,0,AT*VNA*E1030570025,Wien Energ
ELADESTELLEOGD.1719561,1719561,POINT (16.38932000555774 48.20719006656507),"03., Bechardgasse 25",3,Wien,AT,Bechardgasse,0,AT*VNA*E1030570026,Wien Energ
ELADESTELLEOGD.1719562,1719562,POINT (16.397678005689677 48.178269065822626),"03., Schlechtastraße 2",3,Wien,AT,Schlechtastraße,0,AT*VNA*E1030570028,Wien Energ
ELADESTELLEOGD.1719563,1719563,POINT (16.365546005476578 48.19874006592476),"04., Faulmanngasse vor 4",4,Wien,AT,Faulmanngasse,0,AT*VNA*E1040570001,Wien Energ
ELADESTELLEOGD.1719564,1719564,POINT (16.37297700592072 48.19833906644701),"04., Mattiellistraße 3",4,Wien,AT,Mattiellistraße,0,AT*VNA*E1040570002,Wien Energ
ELADESTELLEOGD.1719565,1719565,POINT (16.366891005276678 48.19308206618043),"04., Wiedner Hauptstraße vor 48",4,Wien,AT,Wiedner Hauptstraße vor 48,0,AT*VNA*E1040570003,Wien Energ
ELADESTELLEOGD.1719566,1719566,POINT (16.378598005995453 48.1928380662194),"04., Prinz-Eugen-Straße vor 42",4,Wien,AT,Schloss Belvedere,0,AT*VNA*E1040570004,Wien Energ
ELADESTELLEOGD.1719567,1719567,POINT (16.366756005075842 48.19486906577305),"04., Waaggasse bei 3",4,Wien,AT,Waaggasse,0,AT*VNA*E1040570005,Wien Energ
ELADESTELLEOGD.1719568,1719568,POINT (16.368847004859187 48.1934290664994),"04., Brahmsplatz 3",4,Wien,AT,Österreichs Energie Brahmsplatz,0,AT*VNA*E1040570006,Wien Energ
ELADESTELLEOGD.1719569,1719569,POINT (16.367421005352643 48.18939706624089),"04., Schönburgstraße ggü. 12",4,Wien,AT,Schönburgstraße,0,AT*VNA*E1040570007,Wien Energ
ELADESTELLEOGD.1719570,1719570,POINT (16.372532004874554 48.19146406616191),"04., Theresianumgasse 31",4,Wien,AT,Theresianumgasse,0,AT*VNA*E1040570008,Wien Energ
ELADESTELLEOGD.1719571,1719571,POINT (16.376780006083386 48.18718606641651),"04., Wiedner Gürtel 22",4,Wien,AT,Wiedner Gürtel,0,AT*VNA*E1040570009,Wien Energ
ELADESTELLEOGD.1719572,1719572,POINT (16.36884900502162 48.185165066240174),"04., Radeckgasse ggü. 5",4,Wien,AT,Radeckgasse,0,AT*VNA*E1040570010,Wien Energ
ELADESTELLEOGD.1719573,1719573,POINT (16.38046000534738 48.188360065942824),"04., Wiedner Gürtel 4",4,Wien,AT,Wiedner Gürtel 4,0,AT*VNA*E1040570011,Wien Energ
ELADESTELLEOGD.1719574,1719574,POINT (16.372170006120548 48.195333066282615),"04., Taubstummengasse 3-5",4,Wien,AT,Taubstummengasse 3-5,0,AT*VNA*E1040570012,Wien Energ
ELADESTELLEOGD.1719575,1719575,POINT (16.359880005756303 48.196746066385195),"04., Rechte Wienzeile 39",4,Wien,AT,Rechte Wienzeile 39,0,AT*VNA*E1040570013,Wien Energ
ELADESTELLEOGD.1719576,1719576,POINT (16.369661005303556 48.19682306622892),"04., Karlsgasse 20",4,Wien,AT,Karlsgasse 20,0,AT*VNA*E1040570014,Wien Energ
ELADESTELLEOGD.1719577,1719577,POINT (16.36216600491058 48.19432506610717),"04., Margaretenstraße 52",4,Wien,AT,Margaretenstraße Station 3,0,AT*VNA*E1040570015,Wien Energ
ELADESTELLEOGD.1719578,1719578,POINT (16.3519300054448 48.18014306580887),"05., Margaretengürtel  74b",5,Wien,AT,HPC Hub Margaretengürtel 74b,0,AT*VIE*E1050770012,Wien Energ
ELADESTELLEOGD.1719579,1719579,POINT (16.34635600593475 48.186501066534404),"05., Margaretenstraße vor 156",5,Wien,AT,Margaretenstraße Station 1,0,AT*VNA*E1050570001,Wien Energ
ELADESTELLEOGD.1719580,1719580,POINT (16.35904300586748 48.19374606608167),"05., Schönbrunner Straße vor 25",5,Wien,AT,Schönbrunner Straße,0,AT*VNA*E1050570002,Wien Energ
ELADESTELLEOGD.1719581,1719581,POINT (16.35107100532597 48.181356066061205),"05., Siebenbrunnenfeldgasse ggü. 26-30",5,Wien,AT,Siebenbrunnenfeldgasse,0,AT*VNA*E1050570003,Wien Energ
ELADESTELLEOGD.1719582,1719582,POINT (16.360847005539387 48.18902406627865),"05., Siebenbrunnengasse vor 2",5,Wien,AT,Siebenbrunnengasse,0,AT*VNA*E1050570004,Wien Energ
ELADESTELLEOGD.1719583,1719583,POINT (16.36006200610093 48.18289306642927),"05., Wiedner Hauptstraße vor 131",5,Wien,AT,Wiedner Hauptstraße (Hollgasse),0,AT*VNA*E1050570005,Wien Energ
ELADESTELLEOGD.1719584,1719584,POINT (16.357183005729862 48.190571066023196),"05., Margaretenstraße 88-90",5,Wien,AT,Margaretenstraße Station 2,0,AT*VNA*E1050570006,Wien Energ
ELADESTELLEOGD.1719585,1719585,POINT (16.360565004897282 48.18621706631157),"05., Stolberggasse 23A",5,Wien,AT,Stolberggasse,0,AT*VNA*E1050570007,Wien Energ
ELADESTELLEOGD.1719586,1719586,POINT (16.36425600590358 48.187763065770625),"05., Wiedner Hauptstraße 84-86",5,Wien,AT,Wiedner Hauptstraße,0,AT*VNA*E1050570008,Wien Energ
ELADESTELLEOGD.1719587,1719587,POINT (16.350843005605157 48.185759066305145),"05., Einsiedlerplatz ggü. 8",5,Wien,AT,Einsiedlerplatz,0,AT*VNA*E1050570009,Wien Energ
ELADESTELLEOGD.1719588,1719588,POINT (16.357696005688194 48.184671066481044),"05., Stolberggasse 47",5,Wien,AT,Stolberggasse 47,0,AT*VNA*E1050570010,Wien Energ
ELADESTELLEOGD.1719589,1719589,POINT (16.35877800498294 48.188150066096746),"05., Zentagasse 31",5,Wien,AT,Zentagasse 33,0,AT*VNA*E1050570011,Wien Energ
ELADESTELLEOGD.1719590,1719590,POINT (16.35766000601137 48.19579806578652),"05., Wehrgasse 32",5,Wien,AT,Wehrgasse 32,0,AT*VNA*E1050570012,Wien Energ
ELADESTELLEOGD.1719591,1719591,POINT (16.3630260058038 48.19080806615233),"05., Mittersteig 14",5,Wien,AT,Mittersteig 14,0,AT*VNA*E1050570013,Wien Energ
ELADESTELLEOGD.1719592,1719592,POINT (16.348006005771598 48.18376006654008),"05., Brandmayergasse 35",5,Wien,AT,Brandmayergasse 35,0,AT*VNA*E1050570014,Wien Energ
ELADESTELLEOGD.1719593,1719593,POINT (16.34922300550031 48.188590065735134),"05., Amtshausgasse 9",5,Wien,AT,Amtshausgasse 9,0,AT*VNA*E1050570015,Wien Energ
ELADESTELLEOGD.1719594,1719594,POINT (16.36377000557572 48.20037106618365),"06., Lehargasse 2",6,Wien,AT,öff. Wipark - Lehargasse,0,AT*VIE*E1060650001,Wien Energ
ELADESTELLEOGD.1719595,1719595,POINT (16.35619400564291 48.19905106603581),"06., Windmühlgasse 22",6,Wien,AT,öff. Wipark - Windmühlgasse,0,AT*VIE*E1060650002,Wien Energ
ELADESTELLEOGD.1719596,1719596,POINT (16.35121600598989 48.19705806612169),"06., Amerlingstraße 6",6,Wien,AT,Amerlingstraße,0,AT*VNA*E1060570001,Wien Energ
ELADESTELLEOGD.1719761,1719761,POINT (16.29475500542265 48.18723406642237),"13., Braunschweiggasse 2",13,Wien,AT,Braunschweiggasse 2,0,AT*VIE*E1130580006,Wien Energ
ELADESTELLEOGD.1719762,1719762,POINT (16.288787005589107 48.170777066370114),"13., Feldkellergasse vor 3",13,Wien,AT,Feldkellergasse,0,AT*VNA*E1130570001,Wien Energ
ELADESTELLEOGD.1719763,1719763,POINT (16.27699800536612 48.19186206597152),"13., Hietzinger Kai vor 141",13,Wien,AT,Ober Sankt Veit,0,AT*VNA*E1130570002,Wien Energ
ELADESTELLEOGD.1719764,1719764,POINT (16.284244005727043 48.17513306618012),"13., Lainzer Straße 155",13,Wien,AT,Lainzer Straße 155,0,AT*VNA*E1130570003,Wien Energ
ELADESTELLEOGD.1719765,1719765,POINT (16.257561005357232 48.166905065853875),"13., Lainzerbachstraße ggü. 214",13,Wien,AT,Lainzer Tor,0,AT*VNA*E1130570004,Wien Energ
ELADESTELLEOGD.1719766,1719766,POINT (16.3023920057935 48.17632506582126),"13., Seckendorff-Gudent-Weg 4",13,Wien,AT,Parkplatz Tiergarten Schönbrunn,0,AT*VNA*E1130570005,Wien Energ
ELADESTELLEOGD.1719767,1719767,POINT (16.252730005051852 48.1993200657684),"13., Auhofstraße 255",13,Wien,AT,Auhofstraße 255,0,AT*VNA*E1130570006,Wien Energ
ELADESTELLEOGD.1719768,1719768,POINT (16.26349000549123 48.17804006619353),"13., Gemeindeberggasse 61",13,Wien,AT,Gemeindeberggasse,0,AT*VNA*E1130570007,Wien Energ
ELADESTELLEOGD.1719769,1719769,POINT (16.29656900573332 48.17585106606437),"13., Montecuccoliplatz 12/2",13,Wien,AT,Montecuccoliplatz,0,AT*VNA*E1130570008,Wien Energ
ELADESTELLEOGD.1719770,1719770,POINT (16.280950005319482 48.16489006595535),"13., Speisinger Straße 84-98/11",13,Wien,AT,Speisinger Straße,0,AT*VNA*E1130570009,Wien Energ
ELADESTELLEOGD.1719771,1719771,POINT (16.302075004715572 48.18774006595757),"13., Eduard-Klein-Gasse 5-7",13,Wien,AT,Eduard-Klein-Gasse,0,AT*VNA*E1130570010,Wien Energ
ELADESTELLEOGD.1719772,1719772,POINT (16.282761005894425 48.18722206579752),"13., Hietzinger Hauptstraße 73",13,Wien,AT,Hietzinger Hauptstraße 1,0,AT*VNA*E1130570011,Wien Energ
ELADESTELLEOGD.1719773,1719773,POINT (16.27763100539963 48.17478206618438),"13., Camillianergasse 35",13,Wien,AT,Camillianergasse,0,AT*VNA*E1130570012,Wien Energ
ELADESTELLEOGD.1719774,1719774,POINT (16.272214005830776 48.19061506589173),"13., Auhofstraße 128",13,Wien,AT,Auhofstraße 128,0,AT*VNA*E1130570013,Wien Energ
ELADESTELLEOGD.1719775,1719775,POINT (16.261054004975087 48.194595066361366),"13., Schloßberggasse 2A",13,Wien,AT,Schloßberggasse,0,AT*VNA*E1130570014,Wien Energ
ELADESTELLEOGD.1719776,1719776,POINT (16.273605005662517 48.16673606610011),"13., Hermesstraße 2",13,Wien,AT,Hermesstraße,0,AT*VNA*E1130570015,Wien Energ
ELADESTELLEOGD.1719777,1719777,POINT (16.283961005678265 48.182043065949635),"13., Stadlergasse 9A",13,Wien,AT,Stadlergasse,0,AT*VNA*E1130570016,Wien Energ
ELADESTELLEOGD.1719778,1719778,POINT (16.272340005145693 48.17760006584657),"13., Jagdschloßgasse 59",13,Wien,AT,Jagdschloßgasse,0,AT*VNA*E1130570017,Wien Energ
ELADESTELLEOGD.1719779,1719779,POINT (16.27517500596164 48.18769306631238),"13., Hietzinger Hauptstraße 124",13,Wien,AT,Hietzinger Hauptstraße 124,0,AT*VNA*E1130570018,Wien Energ
ELADESTELLEOGD.1719780,1719780,POINT (16.29199300516619 48.18701406597432),"13., Hietzinger Hauptstraße 41",13,Wien,AT,Hietzinger Hauptstraße 2,0,AT*VNA*E1130570019,Wien Energ
ELADESTELLEOGD.1719781,1719781,POINT (16.285261004896572 48.16685706633807),"13., Klitschgasse 4",13,Wien,AT,Klitschgasse,0,AT*VNA*E1130570020,Wien Energ
ELADESTELLEOGD.1719782,1719782,POINT (16.261727005521074 48.196053066405085),"14., Deutschordenstraße 3A",14,Wien,AT,öff. BIP P&R Hütteldorf,0,AT*VIE*E1140650022,Wien Energ
ELADESTELLEOGD.1719783,1719783,POINT (16.220803005269257 48.207445065840005),"14., Albert Schweitzer Gasse 6",14,Wien,AT,Albert Schweitzer G.,0,AT*VIE*E1140650023,Wien Energ
ELADESTELLEOGD.1719784,1719784,POINT (16.297021005936557 48.197721066168384),"14., Ameisbachzeile 2",14,Wien,AT,Ameisbachzeile (Hütteldorfer Straße),0,AT*VNA*E1140570001,Wien Energ
ELADESTELLEOGD.1719785,1719785,POINT (16.311171005331158 48.199134065778566),"14., Grassigasse 1-3",14,Wien,AT,Grassigasse,0,AT*VNA*E1140570002,Wien Energ
ELADESTELLEOGD.1719786,1719786,POINT (16.316758005047195 48.191839065883634),"14., Linzer Straße 5",14,Wien,AT,Technisches Museum,0,AT*VNA*E1140570003,Wien Energ
ELADESTELLEOGD.1719787,1719787,POINT (16.262702005344835 48.20151906618867),"14., Linzer Straße 386-390",14,Wien,AT,Linzer Straße (Hütteldorf),0,AT*VNA*E1140570004,Wien Energ
ELADESTELLEOGD.1719788,1719788,POINT (16.287069005096985 48.19721606648695),"14., Seckendorfstraße ggü. 2",14,Wien,AT,Seckendorfstraße,0,AT*VNA*E1140570005,Wien Energ
ELADESTELLEOGD.1719789,1719789,POINT (16.27786800578468 48.21496106652213),"14., Heschweg 100",14,Wien,AT,Heschweg,0,AT*VNA*E1140570006,Wien Energ
ELADESTELLEOGD.1719790,1719790,POINT (16.25838300552086 48.198330066588),"14., Keißlergasse 24A",14,Wien,AT,Keißlergasse,0,AT*VNA*E1140570007,Wien Energ
ELADESTELLEOGD.1719791,1719791,POINT (16.27879000570369 48.203542066426905),"14., Waidhausenstraße 45",14,Wien,AT,Waidhausenstraße,0,AT*VNA*E1140570008,Wien Energ
ELADESTELLEOGD.1719792,1719792,POINT (16.293798005117107 48.19168406634096),"14., Weinzierlgasse 12",14,Wien,AT,Weinzierlgasse,0,AT*VNA*E1140570009,Wien Energ
ELADESTELLEOGD.1719793,1719793,POINT (16.30782500525199 48.189706066375436),"14., Penzinger Straße 58",14,Wien,AT,Penzinger Straße,0,AT*VNA*E1140570010,Wien Energ
ELADESTELLEOGD.1719597,1719597,POINT (16.361882005982487 48.200907065909455),"06., Gumpendorfer Straße 6",6,Wien,AT,Johanna-Dohnal-Platz,0,AT*VNA*E1060570002,Wien Energ
ELADESTELLEOGD.1719598,1719598,POINT (16.343625006059835 48.19091906652179),"06., Gumpendorfer Straße 118",6,Wien,AT,Lutherplatz,0,AT*VNA*E1060570003,Wien Energ
ELADESTELLEOGD.1719599,1719599,POINT (16.35506000574418 48.19636406579088),"06., Magdalenenstraße 4",6,Wien,AT,Magdalenenstraße,0,AT*VNA*E1060570004,Wien Energ
ELADESTELLEOGD.1719600,1719600,POINT (16.3532050057361 48.191464066153586),"06., Linke Wienzeile 122",6,Wien,AT,Linke Wienzeile,0,AT*VNA*E1060570005,Wien Energ
ELADESTELLEOGD.1719601,1719601,POINT (16.353809005092003 48.19419906591714),"06., Esterhazygasse 1",6,Wien,AT,Esterhazygasse,0,AT*VNA*E1060570006,Wien Energ
ELADESTELLEOGD.1719602,1719602,POINT (16.34786800522804 48.19601506653784),"06., Schmalzhofgasse 4",6,Wien,AT,Schmalzhofgasse,0,AT*VNA*E1060570008,Wien Energ
ELADESTELLEOGD.1719603,1719603,POINT (16.340162005542503 48.19481906592008),"06., Mariahilfer Gürtel 32",6,Wien,AT,Mariahilfer Gürtel,0,AT*VNA*E1060570009,Wien Energ
ELADESTELLEOGD.1719604,1719604,POINT (16.347267006075768 48.19139506640143),"06., Stumpergasse 1",6,Wien,AT,Stumpergasse,0,AT*VNA*E1060570010,Wien Energ
ELADESTELLEOGD.1719605,1719605,POINT (16.34059100477221 48.189601065859236),"06., Mollardgasse 78",6,Wien,AT,Mollardgasse,0,AT*VNA*E1060570011,Wien Energ
ELADESTELLEOGD.1719606,1719606,POINT (16.359752005943424 48.197782066011456),"06., Köstlergasse 1",6,Wien,AT,Köstlergasse,0,AT*VNA*E1060570012,Wien Energ
ELADESTELLEOGD.1719607,1719607,POINT (16.34520400532355 48.19094906575489),"06., Millergasse 1",6,Wien,AT,Millergasse,0,AT*VNA*E1060570013,Wien Energ
ELADESTELLEOGD.1719608,1719608,POINT (16.34678500485027 48.189641066338716),"06., Fallgasse 1",6,Wien,AT,Fallgasse,0,AT*VNA*E1060570014,Wien Energ
ELADESTELLEOGD.1719609,1719609,POINT (16.347859005016435 48.19400506647272),"06., Liniengasse 2",6,Wien,AT,Liniengasse,0,AT*VNA*E1060570015,Wien Energ
ELADESTELLEOGD.1719610,1719610,POINT (16.353294006064093 48.20075606614338),"07., Lindengasse 17-19",7,Wien,AT,öff. BIP Garage Gerngroß,0,AT*VIE*E1070650003,Wien Energ
ELADESTELLEOGD.1719611,1719611,POINT (16.341097005338735 48.19786806637947),"07., Apollogasse 19",7,Wien,AT,Apollogasse,0,AT*VNA*E1070570001,Wien Energ
ELADESTELLEOGD.1719612,1719612,POINT (16.33866800515993 48.203540066268374),"07., Wimbergergasse 14",7,Wien,AT,Wimbergergasse,0,AT*VNA*E1070570002,Wien Energ
ELADESTELLEOGD.1719613,1719613,POINT (16.345851005301267 48.19748406634105),"07., Zieglergasse 2",7,Wien,AT,Zieglergasse,0,AT*VNA*E1070570003,Wien Energ
ELADESTELLEOGD.1719614,1719614,POINT (16.339341006050418 48.201706065712024),"07., Westbahnstraße 43",7,Wien,AT,Urban-Loritz-Platz,0,AT*VNA*E1070570004,Wien Energ
ELADESTELLEOGD.1719615,1719615,POINT (16.347987005654165 48.20027706656425),"07., Ahornergasse 5",7,Wien,AT,Ahornergasse,0,AT*VNA*E1070570005,Wien Energ
ELADESTELLEOGD.1719616,1719616,POINT (16.352599005355763 48.204090065716414),"07., Burggasse 33",7,Wien,AT,Burggasse,0,AT*VNA*E1070570006,Wien Energ
ELADESTELLEOGD.1719617,1719617,POINT (16.345968004926824 48.20416706614854),"07., Bandgasse 45",7,Wien,AT,Bandgasse Station 1,0,AT*VNA*E1070570007,Wien Energ
ELADESTELLEOGD.1719618,1719618,POINT (16.341684004769604 48.20581906654819),"07., Neustiftgasse 123",7,Wien,AT,Neustiftgasse Station 1,0,AT*VNA*E1070570008,Wien Energ
ELADESTELLEOGD.1719619,1719619,POINT (16.355003005280054 48.2024870662012),"07., Siebensterngasse 11",7,Wien,AT,Siebensterngasse,0,AT*VNA*E1070570009,Wien Energ
ELADESTELLEOGD.1719620,1719620,POINT (16.343727005984316 48.20735406583179),"07., Badhausgasse 11",7,Wien,AT,Badhausgasse,0,AT*VNA*E1070570010,Wien Energ
ELADESTELLEOGD.1719621,1719621,POINT (16.343442005283453 48.19990306611298),"07., Schottenfeldgasse 31",7,Wien,AT,Schottenfeldgasse Station 1,0,AT*VNA*E1070570011,Wien Energ
ELADESTELLEOGD.1719622,1719622,POINT (16.357003005677626 48.20380606572032),"07., Breite Gasse 10-12",7,Wien,AT,Breite Gasse,0,AT*VNA*E1070570012,Wien Energ
ELADESTELLEOGD.1719623,1719623,POINT (16.35010600508525 48.20543006619067),"07., Neustiftgasse 40",7,Wien,AT,Neustiftgasse Station 2,0,AT*VNA*E1070570013,Wien Energ
ELADESTELLEOGD.1719624,1719624,POINT (16.338765005718713 48.2070870664784),"07., Wimbergergasse 45",7,Wien,AT,Wimbergergasse 45,0,AT*VNA*E1070570014,Wien Energ
ELADESTELLEOGD.1719625,1719625,POINT (16.345853005795743 48.201268066430444),"07., Bandgasse 7",7,Wien,AT,Bandgasse Station 2,0,AT*VNA*E1070570016,Wien Energ
ELADESTELLEOGD.1719626,1719626,POINT (16.34685100572208 48.205568066046176),"07., Neustiftgasse 85-87",7,Wien,AT,Neustiftgasse Station 3,0,AT*VNA*E1070570017,Wien Energ
ELADESTELLEOGD.1719627,1719627,POINT (16.342956005962524 48.202516065749855),"07., Schottenfeldgasse 53-55",7,Wien,AT,Schottenfeldgasse Station 2,0,AT*VNA*E1070570018,Wien Energ
ELADESTELLEOGD.1719628,1719628,POINT (16.342862005292226 48.21413306652909),"08., Breitenfelder Gasse vor 13",8,Wien,AT,Breitenfelder Gasse,0,AT*VNA*E1080570001,Wien Energ
ELADESTELLEOGD.1719629,1719629,POINT (16.35027000521971 48.21171406627508),"08., Florianigasse vor 25",8,Wien,AT,Schönborn Park,0,AT*VNA*E1080570002,Wien Energ
ELADESTELLEOGD.1719630,1719630,POINT (16.34522500570688 48.21239006618711),"08., Florianigasse 50",8,Wien,AT,Florianigasse,0,AT*VNA*E1080570003,Wien Energ
ELADESTELLEOGD.1719631,1719631,POINT (16.35432900502218 48.20674106589707),"08., Lerchenfelder Straße vor 4",8,Wien,AT,Weghuberpark,0,AT*VNA*E1080570004,Wien Energ
ELADESTELLEOGD.1719632,1719632,POINT (16.34586300605928 48.207104065987565),"08., Lerchenfelder Straße vor 78-80",8,Wien,AT,Lerchenfelder Straße 78-80,0,AT*VNA*E1080570005,Wien Energ
ELADESTELLEOGD.1719633,1719633,POINT (16.351209005712118 48.214967066000234),"08., Alser Straße vor 21",8,Wien,AT,Campus der Universität Wien,0,AT*VNA*E1080570006,Wien Energ
ELADESTELLEOGD.1719634,1719634,POINT (16.348032005217437 48.2081470665624),"08., Pfeilgasse 4-6",8,Wien,AT,Pfeilgasse Station 1,0,AT*VNA*E1080570007,Wien Energ
ELADESTELLEOGD.1719635,1719635,POINT (16.348455005658884 48.21474806599043),"08., Skodagasse 32",8,Wien,AT,Skodagasse,0,AT*VNA*E1080570008,Wien Energ
ELADESTELLEOGD.1719636,1719636,POINT (16.343806005364694 48.20931006609807),"08., Albertgasse 13",8,Wien,AT,Albertgasse,0,AT*VNA*E1080570009,Wien Energ
ELADESTELLEOGD.1719637,1719637,POINT (16.340049004977434 48.209456066142344),"08., Pfeilgasse 53",8,Wien,AT,Pfeilgasse Station 2,0,AT*VNA*E1080570010,Wien Energ
ELADESTELLEOGD.1719638,1719638,POINT (16.355151005001275 48.2149720662407),"09., Otto-Wagner-Platz 1",9,Wien,AT,öff. BIP Otto Wagnerplatz,0,AT*VIE*E1090650004,Wien Energ
ELADESTELLEOGD.1719639,1719639,POINT (16.342028005618054 48.21749506576164),"09., U-Bahn-Bogen 92",9,Wien,AT,HPC Hub Währinger Gürtel 1-7,0,AT*VIE*E1180770017,Wien Energ
ELADESTELLEOGD.1719640,1719640,POINT (16.353946005871364 48.22012806655441),"09., Sensengasse 3",9,Wien,AT,BOE Garage Sensengasse Station 1,0,AT*VIE*E5142,Wien Energ
ELADESTELLEOGD.1719641,1719641,POINT (16.353946005871364 48.22012806655441),"09., Sensengasse 3",9,Wien,AT,BOE Garage Sensengasse Station 2,0,AT*VIE*E5143,Wien Energ
ELADESTELLEOGD.1719642,1719642,POINT (16.360452005693922 48.21415606643229),"09., Universitätsstraße 1",9,Wien,AT,öff. Wipark - Votivpark,0,AT*VIE*E5524,Wien Energ
ELADESTELLEOGD.1719643,1719643,POINT (16.360443005995222 48.23271906640282),"09., Spittelauer Lände 45",9,Wien,AT,Wien Energie Spittelau,0,AT*VIE*E7555,Wien Energ
ELADESTELLEOGD.1719644,1719644,POINT (16.354367006065832 48.230454065836376),"09., Nußdorfer Straße vor 71",9,Wien,AT,Kaffee Monarchie,0,AT*VNA*E1090570002,Wien Energ
ELADESTELLEOGD.1719645,1719645,POINT (16.363664005919127 48.219141066204415),"09., Porzellangasse 4-6",9,Wien,AT,Porzellangasse,0,AT*VNA*E1090570003,Wien Energ
ELADESTELLEOGD.1719646,1719646,POINT (16.354319005436324 48.22145506635822),"09., Währinger Straße 45",9,Wien,AT,Arne-Carlsson-Park,0,AT*VNA*E1090570005,Wien Energ
ELADESTELLEOGD.1719647,1719647,POINT (16.353564005649172 48.22792206596268),"09., Canisiusgasse 6",9,Wien,AT,Canisiusgasse,0,AT*VNA*E1090570006,Wien Energ
ELADESTELLEOGD.1719648,1719648,POINT (16.3648460056495 48.223466066229996),"09., Seegasse 17",9,Wien,AT,Seegasse,0,AT*VNA*E1090570007,Wien Energ
ELADESTELLEOGD.1719649,1719649,POINT (16.3635860055295 48.21593106633199),"09., Liechtensteinstraße 2",9,Wien,AT,Liechtensteinstraße,0,AT*VNA*E1090570008,Wien Energ
ELADESTELLEOGD.1719650,1719650,POINT (16.35955600564578 48.214825065821664),"09., Rooseveltplatz   9",9,Wien,AT,Rooseveltplatz vor Kirche,0,AT*VNA*E1090570009,Wien Energ
ELADESTELLEOGD.1719651,1719651,POINT (16.346670005628344 48.21743006652744),"09., Lazarettgasse 27",9,Wien,AT,Lazarettgasse,0,AT*VNA*E1090570011,Wien Energ
ELADESTELLEOGD.1719652,1719652,POINT (16.36011900517091 48.2218740658821),"09., Fürstengasse 4",9,Wien,AT,Fürstengasse,0,AT*VNA*E1090570012,Wien Energ
ELADESTELLEOGD.1719653,1719653,POINT (16.365633005158895 48.22185006641968),"09., Pramergasse 23",9,Wien,AT,Pramergasse,0,AT*VNA*E1090570013,Wien Energ
ELADESTELLEOGD.1719654,1719654,POINT (16.356553005552126 48.22807806618829),"09., Reznicekgasse 1",9,Wien,AT,Reznicekgasse,0,AT*VNA*E1090570014,Wien Energ
ELADESTELLEOGD.1719655,1719655,POINT (16.362753005947 48.22596206614218),"09., Julius-Tandler-Platz 5",9,Wien,AT,Julius-Tandler-Platz,0,AT*VNA*E1090570015,Wien Energ
ELADESTELLEOGD.1719656,1719656,POINT (16.342839005993348 48.21595406593577),"09., Zimmermanngasse 8",9,Wien,AT,Zimmermanngasse 8,0,AT*VNA*E1090570016,Wien Energ
ELADESTELLEOGD.1719657,1719657,POINT (16.350611005776432 48.22201306623754),"09., Michelbeuerngasse 12",9,Wien,AT,Michelbeuerngasse 12,0,AT*VNA*E1090570017,Wien Energ
ELADESTELLEOGD.1719658,1719658,POINT (16.35538100522297 48.21557506578343),"09., Frankgasse 9",9,Wien,AT,Frankgasse 9,0,AT*VNA*E1090570018,Wien Energ
ELADESTELLEOGD.1719659,1719659,POINT (16.353328005400886 48.22374106659057),"09., Fluchtgasse 2",9,Wien,AT,Fluchtgasse 2,0,AT*VNA*E1090570019,Wien Energ
ELADESTELLEOGD.1719660,1719660,POINT (16.361483005258343 48.21704506658667),"09., Türkenstraße 9",9,Wien,AT,Türkenstraße,0,AT*VNA*E1090570020,Wien Energ
ELADESTELLEOGD.1719661,1719661,POINT (16.352131005138936 48.21908806639454),"09., Sensengasse 2",9,Wien,AT,Sensengasse 2,0,AT*VNA*E1090570021,Wien Energ
ELADESTELLEOGD.1719662,1719662,POINT (16.359454006045283 48.22647006613631),"09., Fechtergasse 20",9,Wien,AT,Fechtergasse 20,0,AT*VNA*E1090570023,Wien Energ
ELADESTELLEOGD.1719663,1719663,POINT (16.359470005534504 48.23338006627871),"09., Spittelauer Lände 45",9,Wien,AT,Nordbergbrücke / Spittelauer Lände,0,AT*VNA*E1090570024,Wien Energ
ELADESTELLEOGD.1719664,1719664,POINT (16.346612005178336 48.16838606597244),"10., Clemens-Holzmeister-Straße 2-4",10,Wien,AT,öff. BIP Wienerberg,0,AT*VIE*E1100650008,Wien Energ
ELADESTELLEOGD.1719665,1719665,POINT (16.378645004851883 48.18361006631108),"10., Gerhard-Bronner-Straße 7",10,Wien,AT,öff. Wipark - Gerhard-Bronner-Straße,0,AT*VIE*E1100650014,Wien Energ
ELADESTELLEOGD.1719666,1719666,POINT (16.384714005970174 48.15936206618924),"10., Ludwig-von-Höhnel-Gasse  2",10,Wien,AT,Verteilerkreis,0,AT*VIE*E1100770024,Wien Energ
