FID,OBJECTID,SHAPE,ADDRESS,BEZIRK,CITY,COUNTRYCODE,DESIGNATION,DIRECTPAYMENT,EVSEID,OPERATORNAME
ELADESTELLEOGD.1719965,1719965,POINT (16.386029005307382 48.291207065713444),"21., Gmündstraße 1",21,Wien,AT,Gmündstraße 1,0,AT*VIE*E1210580005,Wien Energ
ELADESTELLEOGD.1719966,1719966,POINT (16.411570005491477 48.28946606656051),"21., Gschweidlgasse 1",21,Wien,AT,Gschweidlgasse 1,0,AT*VIE*E1210580006,Wien Energ
ELADESTELLEOGD.1719967,1719967,POINT (16.387813005573825 48.271421066445704),"21., Kammelweg 10",21,Wien,AT,Kammelweg 10,0,AT*VIE*E1210580007,Wien Energ
ELADESTELLEOGD.1719968,1719968,POINT (16.39860600487086 48.273754065905386),"21., Koloniestraße 79",21,Wien,AT,Koloniestraße 79,0,AT*VIE*E1210580008,Wien Energ
ELADESTELLEOGD.1719969,1719969,POINT (16.412606005890336 48.24958706601462),"21., Floridusgasse 59",21,Wien,AT,Floridusgasse 59,0,AT*VIE*E1210580009,Wien Energ
ELADESTELLEOGD.1719970,1719970,POINT (16.43197800526958 48.27611906600391),"21., Tauschekgasse 11",21,Wien,AT,öff. Wipark - Garage Leopoldau,0,AT*VIE*E1210650008,Wien Energ
ELADESTELLEOGD.1719971,1719971,POINT (16.455840006158336 48.278170066236676),"21., Ernst-Kein-Gasse 1",21,Wien,AT,öff. BIP P+R Leopoldau,0,AT*VIE*E1210650012,Wien Energ
ELADESTELLEOGD.1719972,1719972,POINT (16.429685005481364 48.267347066484724),"21., Siemensstraße 105",21,Wien,AT,Siemenstraße 105,0,AT*VIE*E1210650017,Wien Energ
ELADESTELLEOGD.1719973,1719973,POINT (16.410259005354668 48.25850406604521),"21., Leopoldauer Straße  26-32",21,Wien,AT,Leopoldauer Straße 26-32,0,AT*VIE*E1210650018,Wien Energ
ELADESTELLEOGD.1719974,1719974,POINT (16.452617005066013 48.26509406627605),"21., Sandauergasse 7",21,Wien,AT,BOE P+R Aderklaaer Straße Sandauergasse Station 1,0,AT*VIE*E5177,Wien Energ
ELADESTELLEOGD.1719975,1719975,POINT (16.452617005066013 48.26509406627605),"21., Sandauergasse 7",21,Wien,AT,P&R Aderklaaer Straße Sandauergasse Station 2,0,AT*VIE*E5178,Wien Energ
ELADESTELLEOGD.1719976,1719976,POINT (16.452617005066013 48.26509406627605),"21., Sandauergasse 7",21,Wien,AT,P&R Aderklaaer Straße Sandauergasse Station 3,0,AT*VIE*E5179,Wien Energ
ELADESTELLEOGD.1719977,1719977,POINT (16.452617005066013 48.26509406627605),"21., Sandauergasse 7",21,Wien,AT,P&R Aderklaaer Straße Sandauergasse Station 4,0,AT*VIE*E5180,Wien Energ
ELADESTELLEOGD.1719978,1719978,POINT (16.414315005747955 48.28328506659313),"21., Brünner Straße 184",21,Wien,AT,Spar Brünnerstraße 184,0,AT*VIE*E5193,Wien Energ
ELADESTELLEOGD.1719979,1719979,POINT (16.38897000526943 48.27471006594338),"21., Prager Straße 145",21,Wien,AT,Spar Pragerstraße 145,0,AT*VIE*E5260,Wien Energ
ELADESTELLEOGD.1719980,1719980,POINT (16.38815600518128 48.26114406578094),"21., Jedleseer Straße 74",21,Wien,AT,Jedleseer Straße,0,AT*VNA*E1210570001,Wien Energ
ELADESTELLEOGD.1719981,1719981,POINT (16.396971004982188 48.25746306617266),"21., Am Spitz vor 9",21,Wien,AT,Am Spitz,0,AT*VNA*E1210570002,Wien Energ
ELADESTELLEOGD.1719982,1719982,POINT (16.40556600497764 48.271321065744644),"21., Brünner Straße vor 75",21,Wien,AT,Brünner Straße vor 75,0,AT*VNA*E1210570003,Wien Energ
ELADESTELLEOGD.1719983,1719983,POINT (16.421041004946943 48.29870806578412),"21., Stammersdorfer Straße vor 137",21,Wien,AT,Stammersdorf,0,AT*VNA*E1210570004,Wien Energ
ELADESTELLEOGD.1719984,1719984,POINT (16.413665005015094 48.25281506605039),"21., Fultonstraße vor 31/4",21,Wien,AT,Fultonstraße,0,AT*VNA*E1210570005,Wien Energ
ELADESTELLEOGD.1719985,1719985,POINT (16.406658005442335 48.253217066397205),"21., Franklinstraße 47",21,Wien,AT,Franklinstraße,0,AT*VNA*E1210570006,Wien Energ
ELADESTELLEOGD.1719986,1719986,POINT (16.438792005999414 48.29630006645261),"21., Stammersdorfer Straße 257",21,Wien,AT,Stammersdorfer Straße 257,0,AT*VNA*E1210570007,Wien Energ
ELADESTELLEOGD.1719987,1719987,POINT (16.402895005406585 48.26114706650982),"21., Lottgasse 1",21,Wien,AT,Lottgasse,0,AT*VNA*E1210570008,Wien Energ
ELADESTELLEOGD.1719988,1719988,POINT (16.440003005996108 48.26311506614271),"21., Leopoldauer Platz 79",21,Wien,AT,Leopoldauer Platz,0,AT*VNA*E1210570009,Wien Energ
ELADESTELLEOGD.1719989,1719989,POINT (16.38180600586337 48.28643806623646),"21., Scheydgasse 13",21,Wien,AT,Scheydgasse,0,AT*VNA*E1210570010,Wien Energ
ELADESTELLEOGD.1719990,1719990,POINT (16.403575005620965 48.27385606656197),"21., Trillergasse 4",21,Wien,AT,Trillergasse,0,AT*VNA*E1210570011,Wien Energ
ELADESTELLEOGD.1719991,1719991,POINT (16.41106900511207 48.257529065706485),"21., Andreas-Hofer-Straße 19",21,Wien,AT,Andreas-Hofer-Straße,0,AT*VNA*E1210570012,Wien Energ
ELADESTELLEOGD.1719992,1719992,POINT (16.451274005814764 48.277025066171795),"21., Schererstraße 48",21,Wien,AT,Schererstraße,0,AT*VNA*E1210570013,Wien Energ
ELADESTELLEOGD.1719993,1719993,POINT (16.424163005744326 48.28541406571945),"21., Kollarzgasse ggü 3",21,Wien,AT,Kollarzgasse,0,AT*VNA*E1210570014,Wien Energ
ELADESTELLEOGD.1719994,1719994,POINT (16.421983004922783 48.2720350659189),"21., Thayagasse 9",21,Wien,AT,Thayagasse,0,AT*VNA*E1210570015,Wien Energ
ELADESTELLEOGD.1719995,1719995,POINT (16.450456005355036 48.28226006620854),"21., Lavantgasse 34",21,Wien,AT,Lavantgasse,0,AT*VNA*E1210570016,Wien Energ
ELADESTELLEOGD.1719996,1719996,POINT (16.412630005646243 48.28017706573874),"21., Carabelligasse 3",21,Wien,AT,Carabelligasse,0,AT*VNA*E1210570017,Wien Energ
ELADESTELLEOGD.1719997,1719997,POINT (16.39130000497573 48.2663720658237),"21., Gerstlgasse 31",21,Wien,AT,Gerstlgasse,0,AT*VNA*E1210570018,Wien Energ
ELADESTELLEOGD.1719998,1719998,POINT (16.451226005368184 48.27022506631968),"21., Bubergasse 2",21,Wien,AT,Bubergasse,0,AT*VNA*E1210570019,Wien Energ
ELADESTELLEOGD.1719999,1719999,POINT (16.380333005845362 48.276922066482044),"21., Wolsteingasse 40 Stg. 4",21,Wien,AT,Wolsteingasse 40 Stg. 4,0,AT*VNA*E1210570021,Wien Energ
ELADESTELLEOGD.1720000,1720000,POINT (16.38760900520742 48.29717406641325),"21., Anton-Böck-Gasse 28",21,Wien,AT,Anton-Böck-Gasse 28,0,AT*VNA*E1210570022,Wien Energ
ELADESTELLEOGD.1720001,1720001,POINT (16.421506005176514 48.26470906638442),"21., Leopoldine-Padaurek-Straße vor 9",21,Wien,AT,Leopoldine-Padaurek-Straße vor 9,0,AT*VNA*E1210570023,Wien Energ
ELADESTELLEOGD.1720002,1720002,POINT (16.407281004889807 48.28105506573658),"21., Bernreiterplatz ggü. 12",21,Wien,AT,Bernreiterplatz ggü. 12,0,AT*VNA*E1210570024,Wien Energ
ELADESTELLEOGD.1720003,1720003,POINT (16.434990005610935 48.286672065720666),"21., Grellgasse 15 Stg. 3",21,Wien,AT,Grellgasse 15 Stg. 3,0,AT*VNA*E1210570025,Wien Energ
ELADESTELLEOGD.1720004,1720004,POINT (16.416021005073556 48.2602150659775),"21., Leopoldauer Straße 68",21,Wien,AT,Leopoldauer Straße 68,0,AT*VNA*E1210570026,Wien Energ
ELADESTELLEOGD.1720005,1720005,POINT (16.39751200514545 48.24641906613632),"21., Arbeiterstrandbadstraße 10",21,Wien,AT,Arbeiterstrandbadstraße 10,0,AT*VNA*E1210570027,Wien Energ
ELADESTELLEOGD.1720006,1720006,POINT (16.44114900572292 48.269686066091),"21., Dopschstraße ggü. 22",21,Wien,AT,Dopschstraße ggü. 22,0,AT*VNA*E1210570028,Wien Energ
ELADESTELLEOGD.1720007,1720007,POINT (16.4167600058228 48.2533250659235),"21., Donaufelder Straße 77",21,Wien,AT,Donaufelder Straße 77,0,AT*VNA*E1210570029,Wien Energ
ELADESTELLEOGD.1720008,1720008,POINT (16.41391500515324 48.24341906612881),"22., Arbeiterstrandbadstraße  89",22,Wien,AT,Arbeiterstrandbadstraße 89,0,AT*VIE*E1220580001,Wien Energ
ELADESTELLEOGD.1720009,1720009,POINT (16.47936600593605 48.247183066527285),"22., Bibernellweg  9",22,Wien,AT,Bibernellweg 9,0,AT*VIE*E1220580002,Wien Energ
ELADESTELLEOGD.1720010,1720010,POINT (16.447664006095785 48.25342506651903),"22., Goldemundweg   ggü. 12",22,Wien,AT,Goldemundweg ggü. 12,0,AT*VIE*E1220580003,Wien Energ
ELADESTELLEOGD.1720011,1720011,POINT (16.44411200501299 48.242590066449075),"22., Natorpgasse ggü. 1-3  ggü. 1-3",22,Wien,AT,Natorpgasse ggü. 1-3,0,AT*VIE*E1220580004,Wien Energ
ELADESTELLEOGD.1720012,1720012,POINT (16.487798006243008 48.220435066535394),"22., Pilotengasse  47A",22,Wien,AT,Pilotengasse 47A,0,AT*VIE*E1220580005,Wien Energ
ELADESTELLEOGD.1720013,1720013,POINT (16.49652600541169 48.241111065762794),"22., Podhagskygasse  ggü. 49",22,Wien,AT,Podhagskygasse ggü. 49,0,AT*VIE*E1220580006,Wien Energ
ELADESTELLEOGD.1720014,1720014,POINT (16.52154600502534 48.21222006651535),"22., Schlachthammerstraße  ggü. 87-89",22,Wien,AT,Schlachthammerstraße ggü. 87-89,0,AT*VIE*E1220580007,Wien Energ
ELADESTELLEOGD.1720015,1720015,POINT (16.53388300518796 48.25268606632248),"22., Telephonweg  265 (Block",22,Wien,AT,Telephonweg 265 (Block E/Haus1),0,AT*VIE*E1220580008,Wien Energ
ELADESTELLEOGD.1720016,1720016,POINT (16.51495100524309 48.21140106598963),"22., Viktor-Wittner-Gasse 33",22,Wien,AT,Viktor-Wittner-Gasse 33,0,AT*VIE*E1220580009,Wien Energ
ELADESTELLEOGD.1720017,1720017,POINT (16.528221005625102 48.21699206642179),"22., Wehrbrücklstraße  6",22,Wien,AT,Wehrbrücklstraße 6,0,AT*VIE*E1220580010,Wien Energ
ELADESTELLEOGD.1720018,1720018,POINT (16.506826005652098 48.22402706605153),"22., Sonnenallee 16",22,Wien,AT,BOE Sonnenallee 16 - Seestadt - Puplic,0,AT*VIE*E1220650050,Wien Energ
ELADESTELLEOGD.1720019,1720019,POINT (16.486313005072287 48.22746306611797),"22., An den alten Schanzen 33",22,Wien,AT,An den alten Schanzen,0,AT*VIE*E1220650067,Wien Energ
ELADESTELLEOGD.1720020,1720020,POINT (16.51143300549107 48.21429106626699),"22., Eßlinger Hauptstraße 4-6",22,Wien,AT,Eßlinger Hauptstraße 4-6,0,AT*VIE*E1220650068,Wien Energ
ELADESTELLEOGD.1720021,1720021,POINT (16.410580004986787 48.23355006587213),"22., Donau-City-Straße 11-13",22,Wien,AT,Donau-City-Straße 11-13,0,AT*VIE*E1220650071,Wien Energ
ELADESTELLEOGD.1720022,1720022,POINT (16.420811005543836 48.235075066055494),"22., Wagramer Straße 19",22,Wien,AT,IZD Tower Garage Wagramerstraße Station 1,0,AT*VIE*E5137,Wien Energ
ELADESTELLEOGD.1720023,1720023,POINT (16.420811005543836 48.235075066055494),"22., Wagramer Straße 19",22,Wien,AT,IZD Tower Garage Wagramerstraße Station 2,0,AT*VIE*E5138,Wien Energ
ELADESTELLEOGD.1720024,1720024,POINT (16.420811005543836 48.235075066055494),"22., Wagramer Straße 19",22,Wien,AT,IZD Tower Garage Wagramerstraße Station 3,0,AT*VIE*E5139,Wien Energ
ELADESTELLEOGD.1720025,1720025,POINT (16.503636005017366 48.22449306653753),"22., Sonnenallee 26",22,Wien,AT,Goldbeck Garage Sonnenallee Station 1,0,AT*VIE*E5147,Wien Energ
ELADESTELLEOGD.1720026,1720026,POINT (16.503636005017366 48.22449306653753),"22., Sonnenallee 26",22,Wien,AT,Goldbeck Garage Sonnenallee Station 2,0,AT*VIE*E5148,Wien Energ
ELADESTELLEOGD.1720027,1720027,POINT (16.441106006129772 48.21265206645509),"22., Am Kaisermühlendamm 113b",22,Wien,AT,BOE P+R Donaustadtbrücke Am Kaisermühlendamm Station 1,0,AT*VIE*E5174,Wien Energ
ELADESTELLEOGD.1720028,1720028,POINT (16.441106006129772 48.21265206645509),"22., Am Kaisermühlendamm 113b",22,Wien,AT,BOE P+R Donaustadtbrücke Am Kaisermühlendamm Station 2,0,AT*VIE*E5175,Wien Energ
ELADESTELLEOGD.1720029,1720029,POINT (16.441106006129772 48.21265206645509),"22., Am Kaisermühlendamm 113b",22,Wien,AT,BOE P+R Donaustadtbrücke Am Kaisermühlendamm Station 3,0,AT*VIE*E5176,Wien Energ
ELADESTELLEOGD.1720030,1720030,POINT (16.411663005424654 48.23242506613679),"22., Donau-City-Straße 7",22,Wien,AT,DC Tower Parkhaus 1 Station 1,0,AT*VIE*E5208,Wien Energ
ELADESTELLEOGD.1720031,1720031,POINT (16.411663005424654 48.23242506613679),"22., Donau-City-Straße 7",22,Wien,AT,DC Tower Parkhaus 1 Station 4,0,AT*VIE*E5210,Wien Energ
ELADESTELLEOGD.1720032,1720032,POINT (16.411663005424654 48.23242506613679),"22., Donau-City-Straße 7",22,Wien,AT,DC Tower Parkhaus 1 Station 3,0,AT*VIE*E5211,Wien Energ
ELADESTELLEOGD.1720033,1720033,POINT (16.411663005424654 48.23242506613679),"22., Donau-City-Straße 7",22,Wien,AT,DC Tower Parkhaus 1 Station 2,0,AT*VIE*E5212,Wien Energ
ELADESTELLEOGD.1720034,1720034,POINT (16.478473005427684 48.23771906586711),"22., Quadenstraße 35",22,Wien,AT,Bank Austria Quadenstraße 35,0,AT*VIE*E5258,Wien Energ
ELADESTELLEOGD.1720035,1720035,POINT (16.500918005073956 48.22486706606251),"22., Schenk-Danzinger-Gasse 4-6",22,Wien,AT,öff. Wipark - Schenk-Danzinger-Gasse P1,0,AT*VIE*E5517,Wien Energ
ELADESTELLEOGD.1720036,1720036,POINT (16.501064005774534 48.22576506572148),"22., Agnes-Primocic-Gasse 4",22,Wien,AT,öff. Wipark - Agnes-Primocic-Gasse P2,0,AT*VIE*E5518,Wien Energ
ELADESTELLEOGD.1720037,1720037,POINT (16.502938005113055 48.22408706624393),"22., Frenkel-Brunswik-Gasse 1-3",22,Wien,AT,öff. Wipark - Frenkel-Brunswik-Gasse P3,0,AT*VIE*E5519,Wien Energ
ELADESTELLEOGD.1720038,1720038,POINT (16.497913005300568 48.22428306609998),"22., Ilse-Arlt-Straße 1-3",22,Wien,AT,öff. Wipark - Ilse-Arlt-Straße P4,0,AT*VIE*E5521,Wien Energ
ELADESTELLEOGD.1720039,1720039,POINT (16.412892004889677 48.231850066259355),"22., Donau-City-Straße 7",22,Wien,AT,APCOA Garage DC Tower,0,AT*VIE*E5527,Wien Energ
ELADESTELLEOGD.1720040,1720040,POINT (16.416644005553408 48.23591506618166),"22., Wagramer Straße 5",22,Wien,AT,UNO City Garage Station 3,0,AT*VIE*E5530,Wien Energ
ELADESTELLEOGD.1720041,1720041,POINT (16.432714005039198 48.24151406631042),"22., Wagramer Straße 79",22,Wien,AT,Donauplex Parkhaus 4,0,AT*VIE*E5532,Wien Energ
ELADESTELLEOGD.1720042,1720042,POINT (16.438709005394287 48.24316106585454),"22., Wintzingerodestraße 10",22,Wien,AT,Donauzentrum Parkhaus 1,0,AT*VIE*E5533,Wien Energ
ELADESTELLEOGD.1720043,1720043,POINT (16.41542400552669 48.2344350657776),"22., Bruno-Kreisky-Platz 1",22,Wien,AT,Austria-Center-Vienna - Parkdeck -1,0,AT*VIE*E5538,Wien Energ
ELADESTELLEOGD.1720044,1720044,POINT (16.41542400552669 48.2344350657776),"22., Bruno-Kreisky-Platz 1",22,Wien,AT,Austria-Center-Vienna - Parkdeck -2,0,AT*VIE*E5539,Wien Energ
ELADESTELLEOGD.1720045,1720045,POINT (16.51174000536981 48.23122006603677),"22., Ilse-Buck-Straße  23",22,Wien,AT,Kulturgarage Seestadt Aspern Ebene 3,0,AT*VIE*E5541,Wien Energ
ELADESTELLEOGD.1720046,1720046,POINT (16.41664400600812 48.235911066016136),"22., Wagramer Straße 5",22,Wien,AT,UNO City Garage Station 1,0,AT*VIE*E7310,Wien Energ
ELADESTELLEOGD.1720047,1720047,POINT (16.41664400600812 48.235911066016136),"22., Wagramer Straße 5",22,Wien,AT,UNO City Garage Station 2,0,AT*VIE*E7311,Wien Energ
ELADESTELLEOGD.1720048,1720048,POINT (16.41542400552669 48.2344350657776),"22., Bruno-Kreisky-Platz 1",22,Wien,AT,Austria-Center-Vienna - Parkdeck -2 Fast,0,AT*VIE*E7319,Wien Energ
ELADESTELLEOGD.1720049,1720049,POINT (16.470010005287257 48.259660066588246),"22., Schillingstraße 4",22,Wien,AT,"Autohaus Stahl 22, Schillingstr. 4 - Station 1",0,AT*VIE*E7320,Wien Energ
ELADESTELLEOGD.1720050,1720050,POINT (16.470020005227806 48.2596600657371),"22., Schillingstraße 4",22,Wien,AT,"Autohaus Stahl 22, Schillingstr. 4 - Station 2",0,AT*VIE*E7321,Wien Energ
ELADESTELLEOGD.1720051,1720051,POINT (16.50278300546483 48.22527706588933),"22., Maria-Tusch-Straße ggü. 21",22,Wien,AT,Sonnenallee,0,AT*VNA*E1220570001,Wien Energ
ELADESTELLEOGD.1720052,1720052,POINT (16.423745005795265 48.23793506580206),"22., Arbeiterstrandbadstraße vor 130",22,Wien,AT,Donaupark,0,AT*VNA*E1220570002,Wien Energ
ELADESTELLEOGD.1720053,1720053,POINT (16.434174006025213 48.246186065972715),"22., Attemsgasse vor 2",22,Wien,AT,Albert Schultz Eishalle,0,AT*VNA*E1220570003,Wien Energ
ELADESTELLEOGD.1720054,1720054,POINT (16.450003005125243 48.21846106618385),"22., Fahngasse vor 2",22,Wien,AT,Stadlau,0,AT*VNA*E1220570004,Wien Energ
ELADESTELLEOGD.1720055,1720055,POINT (16.44000400528201 48.228090066085436),"22., Industriestraße ggü. 59",22,Wien,AT,Johann-Ströck-Gasse,0,AT*VNA*E1220570005,Wien Energ
ELADESTELLEOGD.1720056,1720056,POINT (16.48057500611521 48.22049506607079),"22., Aspernstraße 113",22,Wien,AT,Aspernstraße Station 1,0,AT*VNA*E1220570006,Wien Energ
ELADESTELLEOGD.1720057,1720057,POINT (16.48772900619717 48.21694906606453),"22., Zachgasse 2",22,Wien,AT,Zachgasse,0,AT*VNA*E1220570007,Wien Energ
ELADESTELLEOGD.1720058,1720058,POINT (16.47462700606736 48.2255310660651),"22., Aspernstraße 66/5",22,Wien,AT,Aspernstraße Station 2,0,AT*VNA*E1220570008,Wien Energ
ELADESTELLEOGD.1720059,1720059,POINT (16.41780500575194 48.23249106628183),"22., Wagramer Straße bei 8",22,Wien,AT,Wagramer Straße 8,0,AT*VNA*E1220570009,Wien Energ
ELADESTELLEOGD.1720060,1720060,POINT (16.426653004955455 48.22266406654979),"22., Schiffmühlenstraße 99/1",22,Wien,AT,Schiffmühlenstraße,0,AT*VNA*E1220570010,Wien Energ
ELADESTELLEOGD.1720061,1720061,POINT (16.438829004940633 48.239050065829495),"22., Donaustadtstraße 13",22,Wien,AT,Donaustadtstraße,0,AT*VNA*E1220570011,Wien Energ
ELADESTELLEOGD.1720062,1720062,POINT (16.441641004977804 48.23442406578451),"22., Erzherzog-Karl-Straße 56",22,Wien,AT,Erzherzog-Karl-Straße,0,AT*VNA*E1220570012,Wien Energ
ELADESTELLEOGD.1720063,1720063,POINT (16.436836006062276 48.242913065819906),"22., Wagramer Straße 94",22,Wien,AT,Wagramer Straße 94,0,AT*VNA*E1220570013,Wien Energ
ELADESTELLEOGD.1720064,1720064,POINT (16.42405400503149 48.22693206650195),"22., Schüttauplatz 5",22,Wien,AT,Schüttauplatz,0,AT*VNA*E1220570014,Wien Energ
ELADESTELLEOGD.1720065,1720065,POINT (16.4448830049533 48.24974406640029),"22., Kagraner Platz 6",22,Wien,AT,Kagraner Platz,0,AT*VNA*E1220570015,Wien Energ
ELADESTELLEOGD.1720066,1720066,POINT (16.448739005384514 48.25747606657834),"22., Rennbahnweg 25",22,Wien,AT,Rennbahnweg,0,AT*VNA*E1220570016,Wien Energ
ELADESTELLEOGD.1720067,1720067,POINT (16.430739005406416 48.25208306655444),"22., Josef-Baumann-Gasse 2/5",22,Wien,AT,Josef-Baumann-Gasse,0,AT*VNA*E1220570017,Wien Energ
ELADESTELLEOGD.1720068,1720068,POINT (16.479504005649048 48.23766006581042),"22., Quadenstraße 41",22,Wien,AT,Quadenstraße,0,AT*VNA*E1220570018,Wien Energ
ELADESTELLEOGD.1720069,1720069,POINT (16.473385005364072 48.21804706636553),"22., Sandefjordgasse 1",22,Wien,AT,Sandefjordgasse,0,AT*VNA*E1220570019,Wien Energ
ELADESTELLEOGD.1720070,1720070,POINT (16.45831500604497 48.26363706606673),"22., Rautenweg 8",22,Wien,AT,Rautenweg,0,AT*VNA*E1220570020,Wien Energ
ELADESTELLEOGD.1720071,1720071,POINT (16.52920800621454 48.21237706576405),"22., Colerusgasse ggü 48",22,Wien,AT,Colerusgasse,0,AT*VNA*E1220570021,Wien Energ
ELADESTELLEOGD.1720072,1720072,POINT (16.451878005905293 48.2245180660725),"22., Am Bahnhof neben 14",22,Wien,AT,Am Bahnhof,0,AT*VNA*E1220570022,Wien Energ
ELADESTELLEOGD.1720073,1720073,POINT (16.457167005953742 48.22127506573575),"22., Schickgasse 32/1",22,Wien,AT,Schickgasse,0,AT*VNA*E1220570023,Wien Energ
ELADESTELLEOGD.1720074,1720074,POINT (16.46944300517275 48.21514506628261),"22., Wulzendorfstraße 75",22,Wien,AT,Wulzendorfstraße 75,0,AT*VNA*E1220570024,Wien Energ
ELADESTELLEOGD.1720075,1720075,POINT (16.45803700576909 48.23036306606467),"22., Miriam-Makeba-Gasse 2/3",22,Wien,AT,Miriam-Makeba-Gasse,0,AT*VNA*E1220570025,Wien Energ
ELADESTELLEOGD.1720076,1720076,POINT (16.46264500622522 48.21736706647954),"22., Wulzendorfstraße 26",22,Wien,AT,Wulzendorfstraße 26,0,AT*VNA*E1220570026,Wien Energ
ELADESTELLEOGD.1720077,1720077,POINT (16.455699005165034 48.22801706592644),"22., Genochplatz 5",22,Wien,AT,Genochplatz 5,0,AT*VNA*E1220570027,Wien Energ
ELADESTELLEOGD.1720078,1720078,POINT (16.46348200577945 48.23727306654212),"22., Süßenbrunner Straße 13",22,Wien,AT,Süßenbrunner Straße 13,0,AT*VNA*E1220570028,Wien Energ
ELADESTELLEOGD.1720079,1720079,POINT (16.487198005530974 48.22365606637981),"22., Reglergasse 6",22,Wien,AT,Reglergasse 6,0,AT*VNA*E1220570029,Wien Energ
ELADESTELLEOGD.1720080,1720080,POINT (16.51820400524455 48.20208006577983),"22., Reinholdgasse ggü 47",22,Wien,AT,Reinholdgasse ggü 47,0,AT*VNA*E1220570030,Wien Energ
ELADESTELLEOGD.1720081,1720081,POINT (16.449634005326256 48.24836306582242),"22., Kagraner Platz 33",22,Wien,AT,Kagraner Platz 33,0,AT*VNA*E1220570031,Wien Energ
ELADESTELLEOGD.1720082,1720082,POINT (16.447917005609717 48.237120066558425),"22., Siebenbürgerstraße ggü 31a",22,Wien,AT,Siebenbürgerstraße ggü 31a,0,AT*VNA*E1220570032,Wien Energ
ELADESTELLEOGD.1720083,1720083,POINT (16.432381006014154 48.24089206589323),"22., Donizettiweg 56 Obj. 1",22,Wien,AT,Donizettiweg 56,0,AT*VNA*E1220570033,Wien Energ
ELADESTELLEOGD.1720084,1720084,POINT (16.456530006111855 48.24345206606217),"22., Pogrelzstraße 36",22,Wien,AT,Pogrelzstraße 36,0,AT*VNA*E1220570034,Wien Energ
ELADESTELLEOGD.1720085,1720085,POINT (16.44819800591147 48.24309806575116),"22., Steigenteschgasse 94A",22,Wien,AT,Steigenteschgasse 94A,0,AT*VNA*E1220570035,Wien Energ
ELADESTELLEOGD.1720086,1720086,POINT (16.45144400616846 48.232908065964374),"22., Polgarstraße 24",22,Wien,AT,Polgarstraße 24,0,AT*VNA*E1220570037,Wien Energ
ELADESTELLEOGD.1720087,1720087,POINT (16.423773005231762 48.23578606574558),"22., Wagramer Straße 38",22,Wien,AT,Wagramer Straße 38,0,AT*VNA*E1220570038,Wien Energ
ELADESTELLEOGD.1720088,1720088,POINT (16.441041005816004 48.21712706652256),"22., Industriestraße 135/1",22,Wien,AT,Industriestraße 135/1,0,AT*VNA*E1220570039,Wien Energ
ELADESTELLEOGD.1720089,1720089,POINT (16.492242006196772 48.251268066208326),"22., Breitenleer Straße ggü. 220",22,Wien,AT,Breitenleer Straße ggü. 220,0,AT*VNA*E1220570040,Wien Energ
ELADESTELLEOGD.1720090,1720090,POINT (16.48840100557485 48.250688066250945),"22., Ziegelhofstraße 112",22,Wien,AT,Ziegelhofstraße 112,0,AT*VNA*E1220570041,Wien Energ
ELADESTELLEOGD.1720091,1720091,POINT (16.464552005748985 48.220301066504284),"22., Zschokkegasse 136-138",22,Wien,AT,Zschokkegasse 136-138,0,AT*VNA*E1220570043,Wien Energ
ELADESTELLEOGD.1720092,1720092,POINT (16.45881100533877 48.25438106597221),"22., Rennbahnweg 49",22,Wien,AT,Rennbahnweg 49,0,AT*VNA*E1220570044,Wien Energ
ELADESTELLEOGD.1720093,1720093,POINT (16.47701900523266 48.20773206648455),"22., Biberhaufenweg 100/28",22,Wien,AT,Biberhaufenweg 100 vor Stiege 28,0,AT*VNA*E1220570045,Wien Energ
ELADESTELLEOGD.1720094,1720094,POINT (16.310478005780237 48.12941206647205),"23., Porschestraße 25",23,Wien,AT,öff. Wipark - P&R Siebenhirten,0,AT*VIE*E1230650001,Wien Energ
ELADESTELLEOGD.1720095,1720095,POINT (16.224263004942756 48.125370066186846),"23., Kaltenleutgebner Straße 24",23,Wien,AT,Waldmühle Rodaun,0,AT*VIE*E5103,Wien Energ
ELADESTELLEOGD.1720096,1720096,POINT (16.30193800471136 48.15308806627008),"23., Walter-Jurmann-Gasse 2D",23,Wien,AT,BUWOG Walter-Jurmann-Gasse,0,AT*VIE*E5186,Wien Energ
ELADESTELLEOGD.1720097,1720097,POINT (16.313443006046594 48.15108506647745),"23., Anton-Baumgartner-Straße 44",23,Wien,AT,Wohnpark Alterlaa,0,AT*VIE*E7315,Wien Energ
ELADESTELLEOGD.1720098,1720098,POINT (16.29636100490326 48.14638806635178),"23., Breitenfurter Straße 281A",23,Wien,AT,Breitenfurter Straße 281,0,AT*VNA*E1230570001,Wien Energ
ELADESTELLEOGD.1720099,1720099,POINT (16.279749005259117 48.13648206610295),"23., Breitenfurter Straße 372A",23,Wien,AT,Riverside,0,AT*VNA*E1230570002,Wien Energ
ELADESTELLEOGD.1720100,1720100,POINT (16.286480005986768 48.146800066254265),"23., Knotzenbachgasse ggü. 46",23,Wien,AT,Bahnhof Atzgersdorf,0,AT*VNA*E1230570003,Wien Energ
ELADESTELLEOGD.1720101,1720101,POINT (16.31027000530961 48.130710065908445),"23., Porschestraße vor 21-23",23,Wien,AT,Siebenhirten,0,AT*VNA*E1230570004,Wien Energ
