stationId,addressType,addressName,addressNumber,latitude,longitude,altitude,districtId,districtName,neighborhoodId,neighborhoodName,postCode,capacity
02da30ca,CARRER,MINERIA,30,41.36492,2.13859,11,3,Sants-Montjuïc,13,La Marina De Port,8038,18
c3f73f02,CARRER,CASANOVA,139,41.38871,2.15422,33,2,Eixample,8,L'antiga Esquerra De L'eixample,8036,32
a8896745,CARRER,LLEIDA,40,41.37173,2.15540,33,3,Sants-Montjuïc,11,El Poble-sec,8004,27
636b2120,CARRER,VILAMARÍ,2,41.37550,2.15400,21,2,Eixample,10,Sant Antoni,8015,24
34ca7cba,PASSEIG,JOAN DE BORBÓ,42,41.37799,2.18842,4,1,Ciutat Vella,3,La Barceloneta,8003,15
caca1934,CARRER,ALMOGÀVERS,63,41.39430,2.18602,10,2,Eixample,5,El Fort Pienc,8018,27
ee7484cb,CARRER,RAMON TURRÓ,160,41.39728,2.19978,3,10,Sant Martí,68,El Poblenou,8005,27
4b9adbc0,CARRER,BOLIVIA,120,41.40581,2.19494,5,10,Sant Martí,71,Provençals Del Poblenou,8018,27
6107817e,CARRER,CRISTOBAL DE MOURA,84,41.41071,2.20616,3,10,Sant Martí,71,Provençals Del Poblenou,8019,27
8fcd38f1,CARRER,PALLARS,504,41.41405,2.21504,4,10,Sant Martí,70,El Besòs I El Maresme,8019,24
4bc1757a,GRAN VIA,DE LES CORTS CATALANES,1157,41.41949,2.20934,8,10,Sant Martí,73,La Verneda I La Pau,8020,54
6214bd15,CARRER,SARDENYA,402,41.40723,2.16847,56,7,Horta-Guinardó,33,El Baix Guinardó,8025,26
538fdeca,CARRER,MÚRCIA,1,41.41433,2.18745,22,10,Sant Martí,65,El Clot,8026,21
8be8656c,CARRER,GRANADELLA,10,41.43831,2.20398,12,9,Sant Andreu,59,El Bon Pastor,8030,18
176bfe40,CARRER,TUCUMÁN,21,41.44579,2.20104,17,9,Sant Andreu,59,El Bon Pastor,8030,24
f356e4f6,PASSEIG,SANTA COLOMA,105,41.44794,2.19767,24,9,Sant Andreu,57,La Trinitat Vella,8030,39
fe0494b7,CARRER,MIREIA,28,41.45138,2.18947,56,9,Sant Andreu,57,La Trinitat Vella,8033,15
611f9303,AVINGUDA,RIO DE JANEIRO,118,41.44248,2.18572,43,8,Nou Barris,52,La Prosperitat,8016,28
933026bc,CARRER,PALAMÓS,33,41.44692,2.18485,61,8,Nou Barris,53,La Trinitat Nova,8033,28
8e45597e,CARRER,PEDROSA,24,41.44906,2.18338,68,8,Nou Barris,53,La Trinitat Nova,8033,24
40bcbdb1,AVINGUDA,RIO DE JANEIRO,96,41.43969,2.18233,47,8,Nou Barris,52,La Prosperitat,8016,24
a24b8771,CARRER,ROSSELLÓ,261,41.39540,2.15994,41,2,Eixample,7,La Dreta De L'eixample,8008,27
45775ba6,CARRER,PABLO IGLESIAS,21,41.44338,2.18130,63,8,Nou Barris,52,La Prosperitat,8016,30
2cc300ee,PLAÇA,JESÚS CARRASCO,,41.44504,2.17672,93,8,Nou Barris,51,Verdun,8042,20
1bdc8a1c,CARRER,NOU BARRIS,23,41.44804,2.17751,107,8,Nou Barris,50,Les Roquetes,8042,18
8d97ab6e,CARRER,SANT FRANCESC XAVIER,1,41.44170,2.17815,72,8,Nou Barris,52,La Prosperitat,8016,12
5fcbd869,CARRER,GÒNGORA,23,41.44327,2.17462,93,8,Nou Barris,51,Verdun,8042,24
76045421,PASSEIG,VALLDAURA,171,41.43890,2.17155,78,8,Nou Barris,48,La Guineueta,8042,24
46b51e5c,,VIA FAVÈNCIA,186,41.44273,2.17039,105,8,Nou Barris,48,La Guineueta,8042,23
f63b8dca,PASSEIG,FABRA I PUIG,449,41.43886,2.16575,94,8,Nou Barris,48,La Guineueta,8042,21
dff5279f,,VIA FAVÈNCIA,47,41.44186,2.16642,102,8,Nou Barris,49,Canyelles,8042,24
6b142274,CARRER,CAMPO FLORIDO,66,41.42167,2.17998,46,9,Sant Andreu,62,El Congrés I Els Indians,8027,19
32764123,CARRER,PERIODISTES,9,41.42203,2.17440,80,7,Horta-Guinardó,35,El Guinardó,8032,18
6df48b08,CARRER,AMILCAR,78,41.42607,2.17225,69,7,Horta-Guinardó,36,La Font D'en Fargues,8032,26
d9052b84,CARRER,ESCULTOR LLIMONA,7,41.42760,2.16975,65,8,Nou Barris,44,Vilapicina I La Torre Llobeta,8031,30
971891dd,PASSEIG,FABRA I PUIG,344,41.43062,2.16710,73,8,Nou Barris,46,El Turó De La Peira,8031,18
2ca50c39,PASSEIG,FABRA I PUIG,385,41.43332,2.16292,92,7,Horta-Guinardó,43,Horta,8031,28
e0134458,PASSEIG,FABRA I PUIG,411,41.43579,2.16387,89,7,Horta-Guinardó,43,Horta,8031,27
49ca3d4a,PASSEIG,UNIVERSAL,29,41.43720,2.16202,95,7,Horta-Guinardó,43,Horta,8042,22
f87f2f87,,BAIXADA DE LA PLANA,35,41.42948,2.15908,0,7,Horta-Guinardó,43,Horta,8032,32
b6c3605f,CARRER,EDUARD TODA,33,41.43459,2.15852,104,7,Horta-Guinardó,43,Horta,8031,27
4c21c277,PASSEIG,VALLDAURA,26,41.43749,2.15657,121,7,Horta-Guinardó,43,Horta,8031,27
0b3c5585,CARRER,PORTO,35,41.43061,2.15645,81,7,Horta-Guinardó,43,Horta,8032,28
8154c300,CARRER,LISBOA,128,41.42676,2.15219,98,7,Horta-Guinardó,42,La Clota,8032,27
0ab6411a,AVINGUDA,CAN MARCET,36,41.43478,2.14790,132,7,Horta-Guinardó,41,La Vall D'hebron,8035,27
685e4b50,CARRER,JORGE MANRIQUE,15,41.43123,2.14991,119,7,Horta-Guinardó,41,La Vall D'hebron,8035,27
b635750e,PASSEIG,VALL D'HEBRÓN,168,41.42806,2.14437,150,7,Horta-Guinardó,41,La Vall D'hebron,8035,49
11189e88,CARRER,PARE MARIANA,24,41.43066,2.14564,125,7,Horta-Guinardó,41,La Vall D'hebron,8035,27
7d923446,PLAÇA,TETUAN,,41.39434,2.17517,18,2,Eixample,7,La Dreta De L'eixample,8010,23
c6071172,PASSEIG,VALL D'HEBRÓN,80,41.41996,2.14018,166,6,Gràcia,28,Vallcarca I Els Penitents,8023,24
80b6e949,RAMBLA,CATALUNYA,33,41.38969,2.16521,25,2,Eixample,7,La Dreta De L'eixample,8007,24
839dc5ac,CARRER,DIPUTACIÓ,22,41.37784,2.15052,24,2,Eixample,9,La Nova Esquerra De L'eixample,8015,21
6396613a,CARRER,PROVENÇA,445,41.40486,2.17479,33,2,Eixample,6,La Sagrada Família,8025,18
ce6c6f02,,PTGE. MALUQUER,16,41.40954,2.13603,124,5,Sarrià-sant Gervasi,25,Sant Gervasi - La Bonanova,8022,27
98234124,CARRER,ESTEVE TERRADAS,42,41.41449,2.14024,145,6,Gràcia,28,Vallcarca I Els Penitents,8023,26
9d2ef29a,AVINGUDA,VALLCARCA,196,41.41605,2.14215,127,6,Gràcia,28,Vallcarca I Els Penitents,8023,27
b4346267,CARRER,ARGENTERA,23,41.41176,2.14534,101,6,Gràcia,28,Vallcarca I Els Penitents,8023,23
9ef953a0,CARRER,ELISA,1,41.40526,2.14202,95,5,Sarrià-sant Gervasi,27,El Putxet I El Farró,8023,16
74cee130,AVINGUDA,VALLCARCA,11,41.40744,2.14920,88,6,Gràcia,28,Vallcarca I Els Penitents,8023,19
c7fa4134,CARRER,MAIGNON,31,41.40959,2.15249,105,6,Gràcia,30,La Salut,8024,30
0c1b0be0,CARRER,MASSENS,76,41.40923,2.15577,87,6,Gràcia,31,La Vila De Gràcia,8024,28
2eb47162,CARRER,CAMÈLIES,78,41.41456,2.16586,118,7,Horta-Guinardó,33,El Baix Guinardó,8024,27
dae7eaf8,CARRER,GARRIGA I ROCA,2,41.41919,2.17184,107,7,Horta-Guinardó,35,El Guinardó,8041,15
223dce94,CARRER,SARDENYA,494,41.41076,2.16409,81,7,Horta-Guinardó,33,El Baix Guinardó,8024,23
bc06fac4,CARRER,SARDENYA,465,41.40909,2.16563,70,6,Gràcia,32,El Camp D'en Grassot I Gràcia Nova,8025,26
30dc48bd,CARRER,TORRENT DE L'OLLA,11,41.39897,2.16067,46,6,Gràcia,31,La Vila De Gràcia,8012,32
8c9f4517,CARRER,GRAN DE GRÀCIA,37,41.39891,2.15642,55,6,Gràcia,31,La Vila De Gràcia,8012,27
03376461,CARRER,GRAN DE GRÀCIA,91,41.40068,2.15433,61,6,Gràcia,31,La Vila De Gràcia,8012,20
967ebed2,CARRER,D'ALACANT,12,41.40007,2.13269,96,5,Sarrià-sant Gervasi,24,Les Tres Torres,8017,27
078bc469,,VIA AUGUSTA,317,41.39901,2.12432,111,5,Sarrià-sant Gervasi,24,Les Tres Torres,8017,28
e5204f51,CARRER,ARAGÓ,614,41.40950,2.18850,16,10,Sant Martí,65,El Clot,8018,24
e29d2ba2,CARRER,SANT ADRIÀ,43,41.43520,2.19480,19,9,Sant Andreu,59,El Bon Pastor,8030,24
88d90b92,CARRER,SANT ADRIÀ,88,41.43546,2.20015,15,9,Sant Andreu,59,El Bon Pastor,8030,21
a636d57d,AVINGUDA,RASOS DE PEGUERA,10,41.46209,2.17895,44,8,Nou Barris,55,Ciutat Meridiana,8033,20
104da435,CARRER,LLOBREGÓS,115,41.42468,2.15704,112,7,Horta-Guinardó,37,El Carmel,8032,27
bc8b6626,CARRER,PEDRELL,52,41.42465,2.16628,110,7,Horta-Guinardó,36,La Font D'en Fargues,8032,24
c8f73d35,CARRER,TARONGERS,,41.36838,2.16450,93,3,Sants-Montjuïc,11,El Poble-sec,8038,27
7c1b2789,PASSEIG,OLIMPIC,8,41.36197,2.15432,0,3,Sants-Montjuïc,11,El Poble-sec,8038,36
9c9bae2a,AVINGUDA,ESTADI,12,41.36536,2.14760,75,3,Sants-Montjuïc,11,El Poble-sec,8038,40
467de5c2,AVINGUDA,ESTADI,38,41.36631,2.15220,86,3,Sants-Montjuïc,11,El Poble-sec,8038,24
46cf9251,CARRER,FRANÇA XICA,4,41.37217,2.16021,26,3,Sants-Montjuïc,11,El Poble-sec,8004,16
33cab601,CARRER,MANDONI,6,41.36934,2.14260,18,3,Sants-Montjuïc,14,La Font De La Guatlla,8004,20
fe3ef735,CARRER,MARBRE,2,41.36141,2.14761,28,3,Sants-Montjuïc,13,La Marina De Port,8038,28
df24d4c9,CARRER,MONTFAR,1,41.37049,2.14872,0,3,Sants-Montjuïc,14,La Font De La Guatlla,8004,24
4e0bbc37,CARRER,MALLORCA,194,41.38997,2.15772,33,2,Eixample,8,L'antiga Esquerra De L'eixample,8036,23
679b1999,,VIA AUGUSTA,68,41.40051,2.15181,61,6,Gràcia,31,La Vila De Gràcia,8006,32
696f1f8c,CARRER,AVENIR,35,41.39578,2.14686,58,5,Sarrià-sant Gervasi,26,Sant Gervasi - Galvany,8021,23
8d9e0fe2,RAMBLA,MUNTANYA,49,41.42094,2.17683,62,7,Horta-Guinardó,35,El Guinardó,8041,36
1a4814c9,CARRER,MANILA,53,41.39007,2.12649,69.4,4,Les Corts,21,Pedralbes,8034,24
50fcb39b,CARRER,ENTENÇA,301,41.38952,2.13862,54,4,Les Corts,19,Les Corts,8029,24
150032d8,CARRER,CARRERA,1,41.37443,2.17486,0,3,Sants-Montjuïc,11,El Poble-sec,8004,28
be8d1b31,CARRER,FRA JUNÍPER SERRA,53,41.43214,2.20548,0,9,Sant Andreu,59,El Bon Pastor,8020,28
2e15c2f5,CARRER,CRISTOBAL DE MOURA,163,41.41351,2.20935,9.98,10,Sant Martí,71,Provençals Del Poblenou,8019,17
c08d028e,CARRER,RAMON TURRÓ,182,41.39816,2.20085,3.66,10,Sant Martí,68,El Poblenou,8005,23
a49b8bc3,CARRER,ROMÁN MACAYA,8,41.41346,2.13520,154.72,5,Sarrià-sant Gervasi,25,Sant Gervasi - La Bonanova,8022,24
2bda7aed,CARRER,QUATRE CAMINS,46,41.41047,2.13120,151,5,Sarrià-sant Gervasi,25,Sant Gervasi - La Bonanova,8022,28
bb5f95f0,AVINGUDA,CAN MARCET,3,41.43418,2.15187,115,7,Horta-Guinardó,41,La Vall D'hebron,8035,24
cf45e90f,AVINGUDA,MARTÍ CODOLAR,2,41.42499,2.14819,122.88,7,Horta-Guinardó,41,La Vall D'hebron,8035,20
b7bd9299,,PTGE. CALAFELL,3,41.42377,2.15461,129.15,7,Horta-Guinardó,37,El Carmel,8032,23
7be6b433,AVINGUDA,JORDÀ,18,41.42677,2.13841,184,7,Horta-Guinardó,39,Sant Genís Dels Agudells,8035,28
b89a8911,CARRER,JUDEA,1,41.42506,2.14117,164.88,7,Horta-Guinardó,39,Sant Genís Dels Agudells,8035,31
d0d2108f,CARRER,BRUC,88,41.39457,2.16929,0,2,Eixample,7,La Dreta De L'eixample,8009,16
cfb7e3de,CARRER,DIPUTACIÓ,303,41.39263,2.16964,0,2,Eixample,7,La Dreta De L'eixample,8009,23
ba48087b,CARRER,PROVENÇA,310,41.39596,2.16354,0,2,Eixample,7,La Dreta De L'eixample,8008,28
32cd6655,CARRER,BRUC,103,41.39582,2.16728,31,2,Eixample,7,La Dreta De L'eixample,8009,23
e3b368fc,CARRER,VALÈNCIA,312,41.39509,2.16669,31.79,2,Eixample,7,La Dreta De L'eixample,8009,23
a2022db6,CARRER,VALÈNCIA,237,41.39187,2.16202,32,2,Eixample,7,La Dreta De L'eixample,8007,24
b2cbbbaf,CARRER,ROSSELLÓ,497,41.40811,2.17675,37.11,2,Eixample,6,La Sagrada Família,8025,20
09d15964,CARRER,CÒRSEGA,612,41.40931,2.17657,40.65,2,Eixample,6,La Sagrada Família,8025,24
cc69e857,CARRER,CÒRSEGA,578,41.40794,2.17486,0,2,Eixample,6,La Sagrada Família,8025,28
92990b69,CARRER,PAMPLONA,116,41.39908,2.18839,4.4,10,Sant Martí,66,El Parc I La Llacuna Del Poblenou,8018,24
8f66729a,CARRER,ÀVILA,94,41.39845,2.19372,4.76,10,Sant Martí,66,El Parc I La Llacuna Del Poblenou,8018,24
beac6ec9,CARRER,ÀVILA,102,41.39901,2.19289,4.64,10,Sant Martí,66,El Parc I La Llacuna Del Poblenou,8018,27
