id,NumberDistrict,NameDistrict,TypeVia,NameVia
T04945E,7,Horta-Guinardó,Carrer,Carrer Mühlberg
T04946F,7,Horta-Guinardó,Passatge,Passatge Dipòsit
T04947G,7,Horta-Guinardó,Carrer,Carrer Pasteur
T04952D,7,Horta-Guinardó,Carrer,Carrer Albert Llanas
T04957I,7,Horta-Guinardó,Carrer,Carrer Coves d'en Cimany
T04959K,7,Horta-Guinardó,Carrer,Carrer Ceuta
T04960D,7,Horta-Guinardó,Camí,Camí Can Móra
T04966J,6,Gràcia,Carrer,Carrer Santuari
T04973I,7,Horta-Guinardó,Carrer,Carrer Batet
T04975K,7,Horta-Guinardó,Passatge,Passatge Ros
T04977M,7,Horta-Guinardó,Carrer,Carrer Salze
T04985M,6,Gràcia,Carrer,Carrer Mare de Déu dels Àngels
T04987O,7,Horta-Guinardó,Carrer,Carrer Castellbisbal
T04994N,7,Horta-Guinardó,Passatge,Passatge Arenys
T04995O,7,Horta-Guinardó,Carrer,Carrer Sant Crispí
T04997Q,7,Horta-Guinardó,Carrer,Carrer Rossell
T04998R,7,Horta-Guinardó,Carrer,Carrer Arenys
T05000U,7,Horta-Guinardó,Carrer,Carrer Plutó
T05005Z,7,Horta-Guinardó,Carrer,Carrer Cortada
T05006A,7,Horta-Guinardó,Carrer,Carrer Santa Gemma
T05008C,7,Horta-Guinardó,Carrer,Carrer Josep Sangenís
T05013Z,7,Horta-Guinardó,Carrer,Carrer Manxa
T05014A,7,Horta-Guinardó,Carrer,Carrer Pablo Sáez de Barés
T05016C,7,Horta-Guinardó,Carrer,Carrer Pere Sala
T05018E,7,Horta-Guinardó,Passatge,Passatge Bismarck
T05020Y,7,Horta-Guinardó,Carrer,Carrer José Millán González
T05022A,7,Horta-Guinardó,Carrer,Carrer Jaume Puigvert
T05025D,7,Horta-Guinardó,Plaça,Plaça Can Baró
T05029H,7,Horta-Guinardó,Carrer,Carrer Alexandre de Torrelles
T05033D,7,Horta-Guinardó,Carrer,Carrer Joan Cortada
T05036G,7,Horta-Guinardó,Carrer,Carrer Ezequiel Boixet
T05037H,7,Horta-Guinardó,Carrer,Carrer Josep Yxart
T05039J,7,Horta-Guinardó,Passatge,Passatge Redemptor
T05044G,7,Horta-Guinardó,Carrer,Carrer Praga
T05047J,6,Gràcia,Plaça,Plaça Sanllehy
T05050E,7,Horta-Guinardó,Carrer,Carrer Miquel dels Sants Oliver
T05068O,7,Horta-Guinardó,Carretera,Carretera Carmel
T05069P,7,Horta-Guinardó,Carrer,Carrer Dante Alighieri
T05085P,7,Horta-Guinardó,Carrer,Carrer Sacedón
T05087R,7,Horta-Guinardó,Carrer,Carrer Puig Castellar
T05088S,7,Horta-Guinardó,Carrer,Carrer Jadraque
T05089T,7,Horta-Guinardó,Carrer,Carrer Trillo
T05090M,7,Horta-Guinardó,Plaça,Plaça Pastrana
T05095R,7,Horta-Guinardó,Carrer,Carrer Tolrà
T05107E,7,Horta-Guinardó,Carrer,Carrer Grífols
T05109G,7,Horta-Guinardó,Passatge,Passatge Capdevila
T05117G,7,Horta-Guinardó,Carrer,Carrer Marquès de Foronda
T05119I,7,Horta-Guinardó,Torrent,Torrent Carmel
T05122D,7,Horta-Guinardó,Carrer,Carrer Ciències
T05123E,7,Horta-Guinardó,Passatge,Passatge Marí
T05124F,7,Horta-Guinardó,Carrer,Carrer Santa Joana d'Arc
T05127I,7,Horta-Guinardó,Carrer,Carrer Tossa
T05132F,7,Horta-Guinardó,Baixada,Baixada Plana
T05138L,7,Horta-Guinardó,Baixada,Baixada Can Mateu
T05146L,7,Horta-Guinardó,Carrer,Carrer Peris i Mencheta
T05151I,7,Horta-Guinardó,Carrer,Carrer Farnés
T05154L,7,Horta-Guinardó,Carrer,Carrer Argimon
T05156N,7,Horta-Guinardó,Carrer,Carrer Maria Paretas
T05157O,7,Horta-Guinardó,Carrer,Carrer Mestre Serradesanferm
T05160J,7,Horta-Guinardó,Passatge,Passatge Vila i Rosell
T05163M,7,Horta-Guinardó,Carrer,Carrer Martí i Alsina
T05164N,7,Horta-Guinardó,Carrer,Carrer Vent
T05166P,7,Horta-Guinardó,Carrer,Carrer Chapí
T05172N,7,Horta-Guinardó,Carrer,Carrer Palafox
T05176R,7,Horta-Guinardó,Carrer,Carrer Curt
T05177S,7,Horta-Guinardó,Baixada,Baixada Rivero
T05178T,7,Horta-Guinardó,Passatge,Passatge Alt de Mariner
T05180N,7,Horta-Guinardó,Passatge,Passatge Plana
T05181O,7,Horta-Guinardó,Carrer,Carrer Consorts Sans Bernet
T05183Q,7,Horta-Guinardó,Carrer,Carrer Sant Tomàs
T05190P,7,Horta-Guinardó,Carrer,Carrer Rivero
T05197W,7,Horta-Guinardó,Carrer,Carrer Plana
T05200A,7,Horta-Guinardó,Carrer,Carrer Alt de Mariner
T05204E,7,Horta-Guinardó,Carrer,Carrer Sanpere i Miquel
T05205F,7,Horta-Guinardó,Carrer,Carrer Lisboa
T05211D,7,Horta-Guinardó,Carrer,Carrer Crehuet
T05213F,7,Horta-Guinardó,Carrer,Carrer Porto
T05219L,7,Horta-Guinardó,Baixada,Baixada Mercat
T05222G,7,Horta-Guinardó,Carrer,Carrer Pere Pau
T05224I,7,Horta-Guinardó,Plaça,Plaça Eivissa
T05227L,7,Horta-Guinardó,Carrer,Carrer Rajoler
T05237N,7,Horta-Guinardó,Carrer,Carrer Sant Bernabé
T05239P,7,Horta-Guinardó,Carrer,Carrer Rectoria
T05241J,7,Horta-Guinardó,Carrer,Carrer Feliu i Codina
T05244M,7,Horta-Guinardó,Carrer,Carrer Salses
T05247P,7,Horta-Guinardó,Carrer,Carrer Campoamor
T05248Q,7,Horta-Guinardó,Carrer,Carrer Eduard Toda
T05253N,7,Horta-Guinardó,Carrer,Carrer Fàtima
T05254O,7,Horta-Guinardó,Carrer,Carrer Fontanet
T05263P,7,Horta-Guinardó,Carrer,Carrer Coïmbra
T05278W,7,Horta-Guinardó,Carrer,Carrer Amor
T05281R,7,Horta-Guinardó,Carrer,Carrer Puríssima
T05284U,7,Horta-Guinardó,Carrer,Carrer Capcir
T05285V,7,Horta-Guinardó,Passatge,Passatge Sant Jaume
T05287X,7,Horta-Guinardó,Passatge,Passatge Feliu
T05294W,7,Horta-Guinardó,Carrer,Carrer Alarcón
T05303G,7,Horta-Guinardó,Passatge,Passatge Xinxó
T05305I,7,Horta-Guinardó,Carrer,Carrer Serrallonga
T05320H,7,Horta-Guinardó,Avinguda,Avinguda Marquès de Castellbell
T05327O,7,Horta-Guinardó,Carrer,Carrer Juan de Mena
T05331K,7,Horta-Guinardó,Carrer,Carrer Sant Gaudenci
T05334N,7,Horta-Guinardó,Carrer,Carrer Pintor Josep Pinós
T05335O,7,Horta-Guinardó,Carrer,Carrer Canigó
T05336P,7,Horta-Guinardó,Carrer,Carrer Doctor Letamendi
T05346R,7,Horta-Guinardó,Carrer,Carrer Venècia
T05352P,7,Horta-Guinardó,Carrer,Carrer Hedilla
T05358V,7,Horta-Guinardó,Carrer,Carrer Congrés
T05360P,7,Horta-Guinardó,Carrer,Carrer Lloret de Mar
T05364T,7,Horta-Guinardó,Carrer,Carrer Porrera
T05371S,7,Horta-Guinardó,Carrer,Carrer Pirineus
T05372T,7,Horta-Guinardó,Camí,Camí Font d'en Quintana
T05373U,7,Horta-Guinardó,Passeig,Passeig Universal
T05383W,7,Horta-Guinardó,Carrer,Carrer Carles Collet
T05388B,7,Horta-Guinardó,Carrer,Carrer Rembrandt
T05395A,7,Horta-Guinardó,Passeig,Passeig Valldaura
T05401H,7,Horta-Guinardó,Carrer,Carrer Scala Dei
T05406M,7,Horta-Guinardó,Carretera,Carretera Horta a Cerdanyola
T05409P,7,Horta-Guinardó,Carrer,Carrer Germans Desvalls
T05410I,7,Horta-Guinardó,Carrer,Carrer Dosrius
T05411J,7,Horta-Guinardó,Carrer,Carrer Castellar
T05412K,7,Horta-Guinardó,Carrer,Carrer Mura
T05415N,7,Horta-Guinardó,Carrer,Carrer Matadepera
T05418Q,7,Horta-Guinardó,Carrer,Carrer Muntanyola
T05419R,7,Horta-Guinardó,Carrer,Carrer Constantí
T05420K,7,Horta-Guinardó,Carrer,Carrer Font Baliarda
T05423N,7,Horta-Guinardó,Carrer,Carrer Logronyo
T05424O,7,Horta-Guinardó,Carretera,Carretera Alta de les Roquetes
T05438U,7,Horta-Guinardó,Passeig,Passeig Vall d'Hebron
T05455V,7,Horta-Guinardó,Carrer,Carrer Iriarte
T05460S,7,Horta-Guinardó,Carrer,Carrer Segur
T05462U,7,Horta-Guinardó,Carrer,Carrer Trueba
T05463V,7,Horta-Guinardó,Carrer,Carrer Juan Valera
T05464W,7,Horta-Guinardó,Carrer,Carrer Fernán Caballero
T05469B,7,Horta-Guinardó,Carrer,Carrer Jericó
T05472W,7,Horta-Guinardó,Carrer,Carrer Samaria
T05477B,6,Gràcia,Passeig,Passeig Vall d'Hebron
T05484A,7,Horta-Guinardó,Carretera,Carretera Sant Cugat
T05485B,7,Horta-Guinardó,Carrer,Carrer Natzaret
T05495D,7,Horta-Guinardó,Carrer,Carrer Sinaí
T05497F,6,Gràcia,Carrer,Carrer General Mendoza
T05503M,7,Horta-Guinardó,Carrer,Carrer Àngel Marquès
T05508R,7,Horta-Guinardó,Carrer,Carrer Benlliure
T05511M,7,Horta-Guinardó,Carrer,Carrer Pintura
T05512N,7,Horta-Guinardó,Carrer,Carrer Clarà Ayats
T05514P,7,Horta-Guinardó,Carrer,Carrer Roig i Solé
T05521O,7,Horta-Guinardó,Carrer,Carrer Arquitectura
T05526T,7,Horta-Guinardó,Carrer,Carrer Domènech i Montaner
T05528V,7,Horta-Guinardó,Carrer,Carrer Baldomer Girona
T05529W,7,Horta-Guinardó,Carrer,Carrer Canovelles
T05532R,7,Horta-Guinardó,Avinguda,Avinguda Elies Pagès
T05541S,7,Horta-Guinardó,Carrer,Carrer Cànoves
T05542T,7,Horta-Guinardó,Carrer,Carrer Sagàs
T05543U,7,Horta-Guinardó,Carrer,Carrer Olvan
T05553W,7,Horta-Guinardó,Avinguda,Avinguda Jordà
T05554X,7,Horta-Guinardó,Carrer,Carrer Getsemaní
T05555Y,7,Horta-Guinardó,Carrer,Carrer Nínive
T05572Z,7,Horta-Guinardó,Carrer,Carrer Lledoner
T05576D,7,Horta-Guinardó,Carrer,Carrer Naïm
T05578F,7,Horta-Guinardó,Carrer,Carrer Haifa
T05585E,7,Horta-Guinardó,Carrer,Carrer Costa Pacheco
T05586F,7,Horta-Guinardó,Carrer,Carrer Saldes
T05590B,7,Horta-Guinardó,Carrer,Carrer Vayreda
T05608U,8,Nou Barris,Carrer,Carrer Mont-ral
T05615T,7,Horta-Guinardó,Carrer,Carrer Mestre Dalmau
T05630S,7,Horta-Guinardó,Carrer,Carrer Garriguella
T05634W,7,Horta-Guinardó,Carretera,Carretera Vista-rica
T05635X,7,Horta-Guinardó,Carrer,Carrer Harmonia
T05637Z,7,Horta-Guinardó,Camí,Camí Sant Cebrià
T05666E,7,Horta-Guinardó,Torrent,Torrent Cal Notari
T05671B,7,Horta-Guinardó,Camí,Camí Cal Notari
T05674E,8,Nou Barris,Camí,Camí Sant Llàtzer
T05677H,8,Nou Barris,Ronda,Ronda Guineueta Vella
T05689L,7,Horta-Guinardó,Carrer,Carrer Sant Pere
T05696K,9,Sant Andreu,Carrer,Carrer Sant Antoni Maria Claret
T05698M,9,Sant Andreu,Carrer,Carrer Juan de Garay
T05706V,9,Sant Andreu,Carrer,Carrer Las Navas de Tolosa
T05709Y,9,Sant Andreu,Carrer,Carrer Biscaia
T05714V,9,Sant Andreu,Carrer,Carrer Espronceda
T05717Y,9,Sant Andreu,Carrer,Carrer Indústria
T05718Z,9,Sant Andreu,Carrer,Carrer Concepción Arenal
T05724X,9,Sant Andreu,Carrer,Carrer Campo Florido
T05728B,9,Sant Andreu,Carrer,Carrer Pinar del Río
T05733Y,9,Sant Andreu,Carrer,Carrer Garcilaso
T05741Y,9,Sant Andreu,Carrer,Carrer Jordi de Sant Jordi
T05743A,9,Sant Andreu,Carrer,Carrer Matanzas
T05746D,9,Sant Andreu,Carrer,Carrer Puerto Príncipe
T05749G,9,Sant Andreu,Carrer,Carrer Palència
T05752B,9,Sant Andreu,Carrer,Carrer Felip II
T05763E,9,Sant Andreu,Passatge,Passatge Doctor Torres
T05767I,9,Sant Andreu,Carrer,Carrer Ciutat d'Elx
T05769K,9,Sant Andreu,Carrer,Carrer Francesc Tàrrega
T05773G,9,Sant Andreu,Carrer,Carrer Manigua
T05776J,9,Sant Andreu,Carrer,Carrer Olesa
T05784J,9,Sant Andreu,Carrer,Carrer Cienfuegos
T05803V,9,Sant Andreu,Carrer,Carrer Comtessa de Pardo Bazán
T05804W,9,Sant Andreu,Carrer,Carrer Trinxant
T05808A,9,Sant Andreu,Passatge,Passatge Aloi
T05810U,9,Sant Andreu,Carrer,Carrer Capella
T05812W,9,Sant Andreu,Passatge,Passatge Doctor Torent
T05816A,9,Sant Andreu,Avinguda,Avinguda Meridiana
T05821X,9,Sant Andreu,Carrer,Carrer Josep Estivill
T05824A,9,Sant Andreu,Carrer,Carrer Gran de la Sagrera
T05832A,9,Sant Andreu,Carrer,Carrer Hondures
T05840A,9,Sant Andreu,Carrer,Carrer Martí Molins
T05847H,9,Sant Andreu,Carrer,Carrer Nobel
T05849J,9,Sant Andreu,Carrer,Carrer Monlau
T05851D,9,Sant Andreu,Carrer,Carrer Mossèn Juliana
T05856I,9,Sant Andreu,Carrer,Carrer Vallès i Ribot
T05858K,9,Sant Andreu,Carrer,Carrer Filipines
T05874K,9,Sant Andreu,Carrer,Carrer Cortit
T05875L,9,Sant Andreu,Passatge,Passatge Companyia
T05879P,9,Sant Andreu,Passatge,Passatge Can Berdura
T05881J,9,Sant Andreu,Passatge,Passatge Artemis
T05888Q,9,Sant Andreu,Carrer,Carrer Múrcia
T05903Y,9,Sant Andreu,Carrer,Carrer Josep Soldevila
T05907C,9,Sant Andreu,Carrer,Carrer Pardo
T05909E,9,Sant Andreu,Carrer,Carrer Can Ros
T05911Y,9,Sant Andreu,Carrer,Carrer Cardenal Tedeschini
T05921A,8,Nou Barris,Carrer,Carrer Riera d'Horta
T05927G,9,Sant Andreu,Carrer,Carrer Espiga
T05928H,9,Sant Andreu,Plaça,Plaça Congrés Eucarístic
T05932D,9,Sant Andreu,Plaça,Plaça Doctor Modrego
T05937I,9,Sant Andreu,Carrer,Carrer Felip Bertran i Güell
T05940D,9,Sant Andreu,Plaça,Plaça Cardenal Cicognani
T05941E,9,Sant Andreu,Carrer,Carrer Cep
T05947K,9,Sant Andreu,Carrer,Carrer Alexandre Galí
T05948L,9,Sant Andreu,Carrer,Carrer Antilles
T05951G,9,Sant Andreu,Carrer,Carrer Açores
T05955K,9,Sant Andreu,Carrer,Carrer Berenguer de Palou
T05957M,9,Sant Andreu,Carrer,Carrer Antonio Ricardos
T05959O,9,Sant Andreu,Carrer,Carrer Jambrina
T05964L,9,Sant Andreu,Carrer,Carrer Pacífic
T05970J,9,Sant Andreu,Carrer,Carrer Portugal
T05983O,9,Sant Andreu,Carrer,Carrer Collegats
T05984P,9,Sant Andreu,Carrer,Carrer Irlanda
T05988T,9,Sant Andreu,Carrer,Carrer Monges
T05994R,9,Sant Andreu,Carrer,Carrer Llenguadoc
T05999W,9,Sant Andreu,Carrer,Carrer Vallès
T06003B,9,Sant Andreu,Passatge,Passatge Joaquim Rita
T06004C,9,Sant Andreu,Passatge,Passatge Sòcrates
T06005D,9,Sant Andreu,Passatge,Passatge Irlanda
T06007F,9,Sant Andreu,Carrer,Carrer Sòcrates
T06018I,9,Sant Andreu,Carrer,Carrer Castellbell
T06019J,9,Sant Andreu,Carrer,Carrer Pare Secchi
T06020C,9,Sant Andreu,Carrer,Carrer Abat Odó
T06024G,9,Sant Andreu,Carrer,Carrer Coroleu
T06032G,9,Sant Andreu,Carrer,Carrer Neopàtria
T06038M,9,Sant Andreu,Carrer,Carrer Gran de Sant Andreu
T06044K,9,Sant Andreu,Carrer,Carrer Camil Fabra
T06047N,9,Sant Andreu,Carrer,Carrer Dublín
T06051J,9,Sant Andreu,Rambla,Rambla Fabra i Puig
T06058Q,9,Sant Andreu,Passeig,Passeig Fabra i Puig
T06062M,9,Sant Andreu,Carrer,Carrer Pegàs
T06072O,9,Sant Andreu,Carrer,Carrer Vall d'Aran
T06073P,9,Sant Andreu,Carrer,Carrer Sant Ildefons
T06077T,9,Sant Andreu,Carrer,Carrer Cuba
T06078U,9,Sant Andreu,Carrer,Carrer Marquès de Santillana
T06080O,9,Sant Andreu,Carrer,Carrer Nadal
T06088W,9,Sant Andreu,Carrer,Carrer Rovira i Virgili
T06092S,9,Sant Andreu,Carrer,Carrer Torroella de Montgrí
T06096W,9,Sant Andreu,Carrer,Carrer Doctor Santponç
T06102D,9,Sant Andreu,Carrer,Carrer Ramon Batlle
T06106H,9,Sant Andreu,Carrer,Carrer Roquetes
T06108J,9,Sant Andreu,Carrer,Carrer Cervera
T06109K,9,Sant Andreu,Carrer,Carrer Sant Narcís
T06114H,9,Sant Andreu,Carrer,Carrer Peronella
T06119M,9,Sant Andreu,Plaça,Plaça Abat Escarré
T06121G,9,Sant Andreu,Carrer,Carrer Borriana
T06126L,9,Sant Andreu,Carrer,Carrer Liuva
T06127M,9,Sant Andreu,Carrer,Carrer Colònia
T06130H,9,Sant Andreu,Carrer,Carrer Parellada
T06138P,9,Sant Andreu,Carrer,Carrer Mossèn Quintí Mallofrè
T06140J,9,Sant Andreu,Carrer,Carrer Santa Coloma
T06144N,9,Sant Andreu,Carrer,Carrer Virgili
T06153O,9,Sant Andreu,Carrer,Carrer Garona
T06156R,9,Sant Andreu,Carrer,Carrer Roine
T06158T,9,Sant Andreu,Carrer,Carrer Segre
T06166T,9,Sant Andreu,Rambla,Rambla Onze de Setembre
T06175U,9,Sant Andreu,Carrer,Carrer Pare Manyanet
T06178X,9,Sant Andreu,Carrer,Carrer Sant Mateu
T06182T,9,Sant Andreu,Carrer,Carrer Sant Sebastià
T06184V,9,Sant Andreu,Carrer,Carrer Afores
T06185W,9,Sant Andreu,Carrer,Carrer Malats
T06192V,9,Sant Andreu,Carrer,Carrer Mir
T06194X,9,Sant Andreu,Carrer,Carrer Cabrera
T06199C,9,Sant Andreu,Carrer,Carrer Pons i Gallarza
T06210G,9,Sant Andreu,Carrer,Carrer Cardenal Cisneros
T06212I,9,Sant Andreu,Carrer,Carrer Montpeller
T06216M,9,Sant Andreu,Carrer,Carrer Rubén Darío
T06217N,9,Sant Andreu,Carrer,Carrer Arbúcies
T06219P,9,Sant Andreu,Carrer,Carrer Andorra
T06220I,9,Sant Andreu,Carrer,Carrer Renart
T06222K,9,Sant Andreu,Carrer,Carrer Comte Tallaferro
T06223L,9,Sant Andreu,Carrer,Carrer Jorba
T06229R,9,Sant Andreu,Carrer,Carrer Bascònia
T06232M,9,Sant Andreu,Carrer,Carrer Fraga
T06233N,9,Sant Andreu,Carrer,Carrer Sant Marià
T06234O,9,Sant Andreu,Carrer,Carrer Cerdà
T06235P,9,Sant Andreu,Carrer,Carrer Gordi
T06239T,9,Sant Andreu,Carrer,Carrer Mateu Ferran
T06240M,9,Sant Andreu,Carrer,Carrer Arc del Mercat
T06241N,9,Sant Andreu,Plaça,Plaça Mercadal
T06247T,9,Sant Andreu,Carrer,Carrer Baliarda
T06251P,9,Sant Andreu,Carrer,Carrer Servet
T06253R,9,Sant Andreu,Plaça,Plaça Marià Brossa
T06257V,9,Sant Andreu,Carrer,Carrer Sant Hipòlit
T06261R,9,Sant Andreu,Carrer,Carrer Matagalls
T06263T,9,Sant Andreu,Carrer,Carrer Voló
T06273V,9,Sant Andreu,Carrer,Carrer Ignasi Iglésias
T06287B,9,Sant Andreu,Carrer,Carrer Montsec
T06294A,9,Sant Andreu,Carrer,Carrer Tres Creus
T06295B,9,Sant Andreu,Riera,Riera Sant Andreu
T06314N,9,Sant Andreu,Carrer,Carrer Doctor Balari i Jovany
T06318R,9,Sant Andreu,Carrer,Carrer Ajuntament
T06330N,9,Sant Andreu,Carrer,Carrer Sant Adrià
T06332P,9,Sant Andreu,Carrer,Carrer Còrdova
T06335S,9,Sant Andreu,Carrer,Carrer Verdet
T06336T,9,Sant Andreu,Carrer,Carrer Lanzarote
T06338V,9,Sant Andreu,Carrer,Carrer Guardiola i Feliu
T06340P,9,Sant Andreu,Carrer,Carrer Santa Marta
T06342R,9,Sant Andreu,Carrer,Carrer Dragó
T06344T,9,Sant Andreu,Carrer,Carrer Recesvint
T06347W,9,Sant Andreu,Carrer,Carrer Agustí i Milà
T06352T,9,Sant Andreu,Carrer,Carrer Tremp
T06353U,9,Sant Andreu,Carrer,Carrer Tramuntana
T06357Y,9,Sant Andreu,Carrer,Carrer Grau
T06376B,9,Sant Andreu,Carrer,Carrer Xandri
T06377C,9,Sant Andreu,Carrer,Carrer Joan Torras
T06379E,9,Sant Andreu,Plaça,Plaça Sot dels Paletes
T06382Z,9,Sant Andreu,Carrer,Carrer Pont
T06383A,9,Sant Andreu,Carrer,Carrer Segadors
T06385C,9,Sant Andreu,Passatge,Passatge Isabel Ribó
T06387E,9,Sant Andreu,Carrer,Carrer Cinca
T06389G,9,Sant Andreu,Passeig,Passeig Torras i Bages
T06394D,9,Sant Andreu,Carrer,Carrer Paixalet
T06400K,9,Sant Andreu,Passatge,Passatge Estació
T06414Q,9,Sant Andreu,Carrer,Carrer Estació
T06423R,9,Sant Andreu,Carrer,Carrer Andana de l'Estació
T06427V,9,Sant Andreu,Carrer,Carrer Campeny
T06430Q,9,Sant Andreu,Carrer,Carrer Valentí Iglésias
T06432S,9,Sant Andreu,Carrer,Carrer Residència
T06439Z,9,Sant Andreu,Carrer,Carrer Eiximenis
T06441T,9,Sant Andreu,Carrer,Carrer Almirall Pròixida
T06442U,9,Sant Andreu,Carrer,Carrer Balira
T06443V,9,Sant Andreu,Carrer,Carrer Colòmbia
T06448A,9,Sant Andreu,Plaça,Plaça Mossèn Clapés
T06449B,9,Sant Andreu,Carrer,Carrer Arquímedes
T06451V,9,Sant Andreu,Carrer,Carrer Bartrina
T06475D,9,Sant Andreu,Carrer,Carrer Tossal
T06481B,9,Sant Andreu,Carretera,Carretera Ribes
T06483D,9,Sant Andreu,Via,Via Favència
T06505S,9,Sant Andreu,Carrer,Carrer Palomar
T06514T,9,Sant Andreu,Carrer,Carrer Turó de la Trinitat
T06515U,9,Sant Andreu,Plaça,Plaça Trinitat
T06545A,9,Sant Andreu,Carrer,Carrer Granadella
T06559G,9,Sant Andreu,Carrer,Carrer Tàrrega
T06565E,9,Sant Andreu,Carrer,Carrer Claramunt
T06587K,9,Sant Andreu,Passeig,Passeig Mollerussa
T06602S,9,Sant Andreu,Carrer,Carrer Sas
T06612U,9,Sant Andreu,Carrer,Carrer Alfarràs
T06624Y,9,Sant Andreu,Carrer,Carrer Barnola
T06635B,9,Sant Andreu,Carrer,Carrer Biosca
T06640Y,9,Sant Andreu,Carrer,Carrer Salomó
T06643B,9,Sant Andreu,Carrer,Carrer Floresta
T06646E,9,Sant Andreu,Carrer,Carrer Novelles
T06649H,9,Sant Andreu,Carrer,Carrer Tallada
T06652C,9,Sant Andreu,Carrer,Carrer Sentís
T06655F,9,Sant Andreu,Carrer,Carrer Arbeca
T06660C,9,Sant Andreu,Carrer,Carrer Isona
T06661D,9,Sant Andreu,Carrer,Carrer Mur
T06662E,9,Sant Andreu,Carrer,Carrer Sanet
T06672G,9,Sant Andreu,Carrer,Carrer Cusco
T06673H,9,Sant Andreu,Carrer,Carrer Lima
T06675J,9,Sant Andreu,Carrer,Carrer Caracas
T06677L,9,Sant Andreu,Carrer,Carrer Ciutat d'Asunción
T06682I,9,Sant Andreu,Plaça,Plaça Fra Juníper Serra
T06683J,9,Sant Andreu,Carrer,Carrer Costa Brava
T06685L,9,Sant Andreu,Carrer,Carrer Costa Daurada
T06697P,9,Sant Andreu,Carrer,Carrer Estadella
T06706Z,9,Sant Andreu,Carrer,Carrer Barri Vermell
T06710V,9,Sant Andreu,Carrer,Carrer Mare Eterna
T06714Z,9,Sant Andreu,Carrer,Carrer Foc Follet
T06718D,9,Sant Andreu,Carrer,Carrer Flix
T06726D,9,Sant Andreu,Passeig,Passeig Enric Sanchis
T06736F,9,Sant Andreu,Carrer,Carrer Cretes
T06742D,9,Sant Andreu,Carrer,Carrer Llinars del Vallès
T06747I,9,Sant Andreu,Carrer,Carrer Santander
T06752F,9,Sant Andreu,Carrer,Carrer Potosí
T06754H,9,Sant Andreu,Carrer,Carrer Maracaibo
T06808E,9,Sant Andreu,Carrer,Carrer Beat Domènec Savio
T06844I,9,Sant Andreu,Passeig,Passeig Verneda
T06866O,9,Sant Andreu,Carrer,Carrer Sant Pasqual Bailón
T06867P,9,Sant Andreu,Pas,Pas Sant Tarsici
T06871L,9,Sant Andreu,Carrer,Carrer Prat d'en Roquer
T06875P,9,Sant Andreu,Carrer,Carrer Ramon Albó
T06876Q,9,Sant Andreu,Passatge,Passatge Salvador Riera
T06878S,9,Sant Andreu,Passatge,Passatge Ordi
T06881N,9,Sant Andreu,Carrer,Carrer Acàcies
T06897V,10,Sant Martí,Carrer,Carrer Mallorca
T06904D,9,Sant Andreu,Carrer,Carrer Bofarull
T06910B,9,Sant Andreu,Carrer,Carrer Clot
T06915G,9,Sant Andreu,Carrer,Carrer Alt
T06917I,9,Sant Andreu,Carrer,Carrer Ausona
T06918J,9,Sant Andreu,Carrer,Carrer Mossèn Epifani Lorda
T06919K,9,Sant Andreu,Carrer,Carrer Foradada
T06922F,9,Sant Andreu,Carrer,Carrer Vinya Llarga
T06925I,9,Sant Andreu,Carrer,Carrer Almassora
T06928L,9,Sant Andreu,Carrer,Carrer Finestrelles
T06930F,9,Sant Andreu,Carrer,Carrer Mireia
T06944L,9,Sant Andreu,Carrer,Carrer Peníscola
T06945M,9,Sant Andreu,Carrer,Carrer Pare Manjón
T06948P,9,Sant Andreu,Carrer,Carrer Pare Pérez del Pulgar
T06952L,9,Sant Andreu,Carrer,Carrer Vicenç Montal
T06954N,9,Sant Andreu,Carrer,Carrer Torrent de Perera
T06957Q,9,Sant Andreu,Carrer,Carrer Suñol i Gras
T06982R,9,Sant Andreu,Carrer,Carrer Almirall Okendo
T07006I,4,Les Corts,Carrer,Carrer Cavallers
T07009L,4,Les Corts,Carrer,Carrer Borrell i Soler
T07011F,4,Les Corts,Carrer,Carrer Marquès de Mulhacén
T07014I,4,Les Corts,Avinguda,Avinguda Pedralbes
T07018M,4,Les Corts,Plaça,Plaça Jardins de Tòquio
T07025L,5,Sarrià-Sant Gervasi,Avinguda,Avinguda Espasa
T07027N,4,Les Corts,Carrer,Carrer Sor Eulàlia d'Anzizu
T07028O,4,Les Corts,Carrer,Carrer Abadessa Olzet
T07030I,5,Sarrià-Sant Gervasi,Carrer,Carrer Marquès de Mulhacén
T07031J,4,Les Corts,Carrer,Carrer Bisbe Català
T07034M,4,Les Corts,Baixada,Baixada Monestir
T07035N,4,Les Corts,Plaça,Plaça Monestir
T07038Q,4,Les Corts,Carrer,Carrer Monestir
T07039R,4,Les Corts,Passeig,Passeig Manuel Girona
T07042M,4,Les Corts,Carrer,Carrer Dulcet
T07047R,4,Les Corts,Carrer,Carrer Tòquio
T07052O,4,Les Corts,Passeig,Passeig Til·lers
T07055R,4,Les Corts,Plaça,Plaça Eusebi Güell
T07058U,4,Les Corts,Avinguda,Avinguda Diagonal
T07065T,4,Les Corts,Carrer,Carrer Pascual i Vila
T07066U,4,Les Corts,Carrer,Carrer Martí i Franquès
T07067V,4,Les Corts,Carrer,Carrer Adolf Florensa
T07068W,4,Les Corts,Carrer,Carrer John M. Keynes
