id,NumberDistrict,NameDistrict,TypeVia,NameVia
T01751K,2,Eixample,Carrer,Carrer Comte d'Urgell
T01757Q,2,Eixample,Carrer,Carrer Villarroel
T01764P,2,Eixample,Avinguda,Avinguda Mistral
T01772P,2,Eixample,Carrer,Carrer Tarragona
T01781Q,2,Eixample,Carrer,Carrer Llança
T01785U,2,Eixample,Avinguda,Avinguda Roma
T01799A,2,Eixample,Carrer,Carrer Casanova
T01808K,2,Eixample,Passatge,Passatge Pere Calders
T01809L,2,Eixample,Carrer,Carrer Parlament
T01816K,2,Eixample,Carrer,Carrer Provença
T01820G,2,Eixample,Carrer,Carrer Mallorca
T01825L,2,Eixample,Carrer,Carrer Rosselló
T01865T,2,Eixample,Passatge,Passatge Valeri Serra
T01875V,2,Eixample,Carrer,Carrer Muntaner
T01880S,2,Eixample,Carrer,Carrer Aribau
T01883V,2,Eixample,Carrer,Carrer Balmes
T01893X,2,Eixample,Carrer,Carrer Enric Granados
T01912J,2,Eixample,Plaça,Plaça Doctor Letamendi
T01936R,2,Eixample,Carrer,Carrer Còrsega
T01943Q,2,Eixample,Carrer,Carrer París
T01946T,2,Eixample,Passatge,Passatge Batlló
T01960R,2,Eixample,Carrer,Carrer Londres
T01965W,2,Eixample,Avinguda,Avinguda Diagonal
T02026S,2,Eixample,Plaça,Plaça Tetuan
T02030O,2,Eixample,Carrer,Carrer Bruc
T02039X,2,Eixample,Carrer,Carrer Girona
T02048Y,2,Eixample,Carrer,Carrer Bailèn
T02058A,2,Eixample,Passeig,Passeig Sant Joan
T02090A,2,Eixample,Carrer,Carrer Casp
T02095F,2,Eixample,Carrer,Carrer Roger de Llúria
T02103O,2,Eixample,Carrer,Carrer Pau Claris
T02109U,2,Eixample,Passeig,Passeig Gràcia
T02113Q,2,Eixample,Carrer,Carrer Roger de Flor
T02120P,2,Eixample,Carrer,Carrer Nàpols
T02127W,2,Eixample,Carrer,Carrer Sicília
T02130R,2,Eixample,Carrer,Carrer Ausiàs Marc
T02135W,2,Eixample,Passatge,Passatge Mercat
T02137Y,2,Eixample,Passatge,Passatge Escoles
T02139A,2,Eixample,Passatge,Passatge Pla
T02141U,2,Eixample,Passatge,Passatge Méndez Vigo
T02142V,2,Eixample,Passatge,Passatge Camps Elisis
T02143W,2,Eixample,Passatge,Passatge Permanyer
T02146Z,2,Eixample,Passatge,Passatge Tasso
T02147A,2,Eixample,Passatge,Passatge Bocabella
T02149C,2,Eixample,Passatge,Passatge Rector Oliveras
T02150V,2,Eixample,Carrer,Carrer Buenos Aires
T02160X,2,Eixample,Passatge,Passatge Lluís Pellicer
T02164B,5,Sarrià-Sant Gervasi,Avinguda,Avinguda Diagonal
T02186H,2,Eixample,Passatge,Passatge Mercader
T02187I,2,Eixample,Passatge,Passatge Domingo
T02188J,2,Eixample,Rambla,Rambla Catalunya
T02196J,2,Eixample,Passatge,Passatge Concepció
T02225X,6,Gràcia,Avinguda,Avinguda Diagonal
T02246C,2,Eixample,Carrer,Carrer Marina
T02253B,2,Eixample,Carrer,Carrer Lepant
T02269J,2,Eixample,Carrer,Carrer Sardenya
T02281F,1,Ciutat Vella,Avinguda,Avinguda Vilanova
T02283H,10,Sant Martí,Carrer,Carrer Almogàvers
T02290G,2,Eixample,Carrer,Carrer Alí Bei
T02301S,2,Eixample,Carrer,Carrer Ribes
T02307Y,10,Sant Martí,Avinguda,Avinguda Meridiana
T02319C,2,Eixample,Plaça,Plaça Universitat
T02336D,2,Eixample,Plaça,Plaça Catalunya
T02344D,2,Eixample,Ronda,Ronda Universitat
T02360D,2,Eixample,Carrer,Carrer Méndez Núñez
T02367K,2,Eixample,Ronda,Ronda Sant Pere
T02380H,1,Ciutat Vella,Plaça,Plaça Universitat
T02389Q,2,Eixample,Carrer,Carrer Marquès de Campo Sagrado
T02392L,2,Eixample,Carrer,Carrer Aldana
T02406A,2,Eixample,Avinguda,Avinguda Paral·lel
T02428G,2,Eixample,Plaça,Plaça Francesc Macià
T02429H,2,Eixample,Avinguda,Avinguda Sarrià
T02435F,2,Eixample,Avinguda,Avinguda Josep Tarradellas
T02449L,2,Eixample,Passatge,Passatge Sagristà
T02475N,2,Eixample,Carrer,Carrer Nicaragua
T02491N,2,Eixample,Plaça,Plaça Sagrada Família
T02538L,6,Gràcia,Passeig,Passeig Sant Joan
T02554L,2,Eixample,Carrer,Carrer Sant Antoni Maria Claret
T02559Q,2,Eixample,Carrer,Carrer Indústria
T02586T,2,Eixample,Avinguda,Avinguda Gaudí
T02607H,2,Eixample,Carrer,Carrer Padilla
T02616I,2,Eixample,Carrer,Carrer Castillejos
T02624I,2,Eixample,Carrer,Carrer Cartagena
T02631H,10,Sant Martí,Carrer,Carrer Dos de Maig
T02642K,2,Eixample,Passatge,Passatge Gaiolà
T02647P,2,Eixample,Passatge,Passatge Simó
T02648Q,2,Eixample,Passatge,Passatge Maiol
T02649R,2,Eixample,Passatge,Passatge Font
T02664Q,2,Eixample,Carrer,Carrer Enamorats
T02666S,2,Eixample,Passatge,Passatge Canadell
T02667T,2,Eixample,Passatge,Passatge Carsi
T02668U,2,Eixample,Passatge,Passatge Vilaret
T02670O,2,Eixample,Passatge,Passatge Pau Hernández
T02673R,2,Eixample,Passatge,Passatge León
T02676U,2,Eixample,Passatge,Passatge Centelles
T02695X,2,Eixample,Passatge,Passatge Joan Casas
T02716L,2,Eixample,Passatge,Passatge Ureña
T02717M,2,Eixample,Passatge,Passatge París
T02719O,2,Eixample,Passatge,Passatge Igualtat
T02727O,1,Ciutat Vella,Ronda,Ronda Sant Pau
T02734N,1,Ciutat Vella,Ronda,Ronda Sant Antoni
T02745Q,2,Eixample,Carrer,Carrer Bergara
T02746R,1,Ciutat Vella,Carrer,Carrer Pelai
T02758V,10,Sant Martí,Carrer,Carrer Roger de Flor
T02760P,1,Ciutat Vella,Carrer,Carrer Almogàvers
T02761Q,3,Sants-Montjuïc,Carrer,Carrer Canalejas
T02765U,3,Sants-Montjuïc,Carrer,Carrer Daoíz i Velarde
T02769Y,3,Sants-Montjuïc,Carrer,Carrer Tinent Flomesta
T02772T,3,Sants-Montjuïc,Carrer,Carrer Begur
T02775W,3,Sants-Montjuïc,Rambla,Rambla Badal
T02778Z,3,Sants-Montjuïc,Carrer,Carrer Casteràs
T02780T,3,Sants-Montjuïc,Carrer,Carrer Bacardí
T02781U,3,Sants-Montjuïc,Riera,Riera Escuder
T02782V,3,Sants-Montjuïc,Carrer,Carrer Càceres
T02786Z,3,Sants-Montjuïc,Carrer,Carrer Sant Jordi
T02789C,3,Sants-Montjuïc,Carrer,Carrer Pavia
T02791W,3,Sants-Montjuïc,Carrer,Carrer Sant Medir
T02794Z,3,Sants-Montjuïc,Passatge,Passatge Badal
T02795A,3,Sants-Montjuïc,Carrer,Carrer Esteràs
T02796B,3,Sants-Montjuïc,Carrer,Carrer Sugranyes
T02804K,3,Sants-Montjuïc,Carrer,Carrer Carreras i Candi
T02805L,3,Sants-Montjuïc,Carrer,Carrer Antoni de Capmany
T02814M,3,Sants-Montjuïc,Carrer,Carrer Riera de Tena
T02815N,3,Sants-Montjuïc,Carrer,Carrer Burgos
T02818Q,3,Sants-Montjuïc,Carrer,Carrer Pomar
T02820K,3,Sants-Montjuïc,Carrer,Carrer Sagunt
T02821L,3,Sants-Montjuïc,Carrer,Carrer Mont-ros
T02823N,3,Sants-Montjuïc,Carrer,Carrer Finlàndia
T02827R,3,Sants-Montjuïc,Carrer,Carrer Olzinelles
T02831N,3,Sants-Montjuïc,Carrer,Carrer Jocs Florals
T02835R,3,Sants-Montjuïc,Passatge,Passatge Toledo
T02836S,3,Sants-Montjuïc,Carrer,Carrer Manzanares
T02837T,3,Sants-Montjuïc,Carrer,Carrer Toledo
T02839V,3,Sants-Montjuïc,Carrer,Carrer Vilassar
T02843R,3,Sants-Montjuïc,Carrer,Carrer Rossend Arús
T02847V,3,Sants-Montjuïc,Carrer,Carrer Juan Bravo
T02850Q,3,Sants-Montjuïc,Carrer,Carrer Noguera Pallaresa
T02856W,3,Sants-Montjuïc,Carrer,Carrer Almeria
T02858Y,3,Sants-Montjuïc,Carrer,Carrer Alpens
T02862U,3,Sants-Montjuïc,Carrer,Carrer Sant Baltasar
T02863V,3,Sants-Montjuïc,Carrer,Carrer Andalusia
T02873X,3,Sants-Montjuïc,Carrer,Carrer Hartzenbusch
T02876A,3,Sants-Montjuïc,Carrer,Carrer Masriera
T02879D,3,Sants-Montjuïc,Carrer,Carrer Súria
T02885B,3,Sants-Montjuïc,Carrer,Carrer Bonaventura Pollés
T02886C,3,Sants-Montjuïc,Carrer,Carrer Sallent
T02895D,3,Sants-Montjuïc,Carrer,Carrer Maria Victòria
T02897F,3,Sants-Montjuïc,Carrer,Carrer Ferreria
T02900J,3,Sants-Montjuïc,Passatge,Passatge Baró de Griñó
T02903M,3,Sants-Montjuïc,Carrer,Carrer Dalmau
T02905O,3,Sants-Montjuïc,Carrer,Carrer Altafulla
T02906P,3,Sants-Montjuïc,Carrer,Carrer Ibèria
T02908R,3,Sants-Montjuïc,Carrer,Carrer Sant Crist
T02919U,3,Sants-Montjuïc,Carrer,Carrer Cros
T02920N,3,Sants-Montjuïc,Carrer,Carrer Rei Martí
T02928V,3,Sants-Montjuïc,Carrer,Carrer Guadiana
T02930P,3,Sants-Montjuïc,Carrer,Carrer Priorat
T02931Q,3,Sants-Montjuïc,Carrer,Carrer Gaiarre
T02935U,3,Sants-Montjuïc,Carrer,Carrer Leiva
T02939Y,3,Sants-Montjuïc,Carrer,Carrer Vint-i-sis de Gener de 1641
T02941S,3,Sants-Montjuïc,Carrer,Carrer Joanot Martorell
T02947Y,3,Sants-Montjuïc,Carrer,Carrer Portugalete
T02948Z,3,Sants-Montjuïc,Carrer,Carrer Hostafrancs de Sió
T02951U,3,Sants-Montjuïc,Carrer,Carrer Àliga
T02954X,3,Sants-Montjuïc,Carrer,Carrer Moianès
T02958B,3,Sants-Montjuïc,Carrer,Carrer Sant Roc
T02959C,3,Sants-Montjuïc,Carrer,Carrer Vilardell
T02967C,3,Sants-Montjuïc,Carrer,Carrer Gavà
T02969E,3,Sants-Montjuïc,Carretera,Carretera Bordeta
T02979G,3,Sants-Montjuïc,Carrer,Carrer Constitució
T02987G,3,Sants-Montjuïc,Carrer,Carrer Mossèn Amadeu Oller
T02990B,3,Sants-Montjuïc,Carrer,Carrer Bartomeu Pi
T02993E,3,Sants-Montjuïc,Carrer,Carrer Viladecans
T02995G,3,Sants-Montjuïc,Carrer,Carrer Tort
T02997I,3,Sants-Montjuïc,Carrer,Carrer Navarra
T03006S,3,Sants-Montjuïc,Carrer,Carrer Cuyàs
T03009V,3,Sants-Montjuïc,Carrer,Carrer Mandoni
T03011P,3,Sants-Montjuïc,Carrer,Carrer Indíbil
T03013R,3,Sants-Montjuïc,Carrer,Carrer Sant Paulí de Nola
T03014S,3,Sants-Montjuïc,Carrer,Carrer Trajà
T03016U,3,Sants-Montjuïc,Carrer,Carrer Sant Fructuós
T03021R,3,Sants-Montjuïc,Carrer,Carrer Crisantem
T03031T,3,Sants-Montjuïc,Carrer,Carrer Quetzal
T03032U,3,Sants-Montjuïc,Gran Via,Gran Via Corts Catalanes
T03039B,3,Sants-Montjuïc,Carrer,Carrer Font Florida
T03043X,3,Sants-Montjuïc,Carrer,Carrer Guatlla
T03045Z,3,Sants-Montjuïc,Carrer,Carrer Dàlia
T03047B,3,Sants-Montjuïc,Avinguda,Avinguda Francesc Ferrer i Guàrdia
T03048C,3,Sants-Montjuïc,Carrer,Carrer Lotus
T03049D,3,Sants-Montjuïc,Carrer,Carrer Sants
T03059F,3,Sants-Montjuïc,Carrer,Carrer Feliu Casanova
T03064C,3,Sants-Montjuïc,Carrer,Carrer Papin
T03067F,3,Sants-Montjuïc,Carrer,Carrer Jacquard
T03070A,3,Sants-Montjuïc,Carrer,Carrer Tenor Masini
T03076G,3,Sants-Montjuïc,Carrer,Carrer Miquel Àngel
T03081D,3,Sants-Montjuïc,Carrer,Carrer Rosés
T03083F,3,Sants-Montjuïc,Carrer,Carrer Rajolers
T03085H,3,Sants-Montjuïc,Carrer,Carrer Socors
T03086I,3,Sants-Montjuïc,Carrer,Carrer Cerdanyola
T03088K,3,Sants-Montjuïc,Carrer,Carrer Tirso de Molina
T03091F,3,Sants-Montjuïc,Carrer,Carrer Cardó
T03093H,3,Sants-Montjuïc,Carrer,Carrer Miracle
T03096K,3,Sants-Montjuïc,Torrent,Torrent Can Mantega
T03097L,3,Sants-Montjuïc,Carrer,Carrer Panissars
T03099N,3,Sants-Montjuïc,Carrer,Carrer Demòstenes
T03102R,3,Sants-Montjuïc,Passatge,Passatge Serra i Arola
T03107W,3,Sants-Montjuïc,Carrer,Carrer Blanco
T03112T,3,Sants-Montjuïc,Rambla,Rambla Brasil
T03116X,3,Sants-Montjuïc,Carrer,Carrer Galileu
T03132X,3,Sants-Montjuïc,Carrer,Carrer Violant Hongria Reina Aragó
T03136B,3,Sants-Montjuïc,Carrer,Carrer Melcior de Palau
T03137C,3,Sants-Montjuïc,Torrent,Torrent Perales
T03143A,3,Sants-Montjuïc,Carrer,Carrer Joan Güell
T03151A,3,Sants-Montjuïc,Carrer,Carrer Saleta
T03156F,3,Sants-Montjuïc,Carrer,Carrer Robrenyo
T03162D,3,Sants-Montjuïc,Carrer,Carrer Santa Cecília
T03163E,3,Sants-Montjuïc,Carrer,Carrer Alcolea
T03169K,3,Sants-Montjuïc,Carrer,Carrer Santa Caterina
T03178L,3,Sants-Montjuïc,Avinguda,Avinguda Madrid
T03185K,3,Sants-Montjuïc,Carrer,Carrer Badalona
T03187M,3,Sants-Montjuïc,Carrer,Carrer Valladolid
T03192J,3,Sants-Montjuïc,Carrer,Carrer Béthencourt
T03193K,3,Sants-Montjuïc,Carrer,Carrer Vallespir
T03199Q,3,Sants-Montjuïc,Carrer,Carrer Ciceró
T03202U,3,Sants-Montjuïc,Carrer,Carrer Autonomia
T03206Y,3,Sants-Montjuïc,Carrer,Carrer Salou
T03208A,3,Sants-Montjuïc,Carrer,Carrer López Catalán
T03209B,3,Sants-Montjuïc,Carrer,Carrer Eusebi Planas
T03212W,3,Sants-Montjuïc,Carrer,Carrer Premià
T03215Z,3,Sants-Montjuïc,Carrer,Carrer Watt
T03217B,3,Sants-Montjuïc,Carrer,Carrer Espanya Industrial
T03219D,3,Sants-Montjuïc,Carrer,Carrer Riego
T03224A,3,Sants-Montjuïc,Carrer,Carrer Masnou
T03232A,3,Sants-Montjuïc,Carrer,Carrer Puiggarí
T03235D,3,Sants-Montjuïc,Carrer,Carrer Guitard
T03240A,3,Sants-Montjuïc,Carrer,Carrer Comtes de Bell-lloc
T03246G,3,Sants-Montjuïc,Plaça,Plaça Centre
T03248I,3,Sants-Montjuïc,Carrer,Carrer Enric Bargés
T03249J,3,Sants-Montjuïc,Passeig,Passeig Sant Antoni
T03256I,3,Sants-Montjuïc,Carrer,Carrer Sant Nicolau
T03257J,3,Sants-Montjuïc,Carrer,Carrer Elisi
T03258K,3,Sants-Montjuïc,Carrer,Carrer Cai Celi
T03259L,3,Sants-Montjuïc,Carrer,Carrer Forn
T03260E,3,Sants-Montjuïc,Plaça,Plaça Herenni
T03265J,3,Sants-Montjuïc,Carrer,Carrer Ermengarda
T03268M,3,Sants-Montjuïc,Carrer,Carrer Miquel Bleach
T03269N,3,Sants-Montjuïc,Carrer,Carrer Llobet
T03273J,3,Sants-Montjuïc,Carrer,Carrer Callao
T03278O,3,Sants-Montjuïc,Carrer,Carrer Torre d'en Damians
T03283L,3,Sants-Montjuïc,Carrer,Carrer Béjar
T03287P,3,Sants-Montjuïc,Carrer,Carrer Mallorca
T03306B,3,Sants-Montjuïc,Carrer,Carrer Consell de Cent
T03310X,3,Sants-Montjuïc,Carrer,Carrer Rector Triadó
T03338J,3,Sants-Montjuïc,Carrer,Carrer Numància
T03343G,3,Sants-Montjuïc,Carrer,Carrer Berlín
T03355K,3,Sants-Montjuïc,Carrer,Carrer Juan de Sada
T03357M,3,Sants-Montjuïc,Carrer,Carrer Fisas
T03360H,3,Sants-Montjuïc,Carrer,Carrer Roger
T03364L,3,Sants-Montjuïc,Carrer,Carrer Sant Feliu de Guíxols
T03365M,3,Sants-Montjuïc,Carrer,Carrer Canonge Pibernat
T03372L,3,Sants-Montjuïc,Carreró,Carreró Ànimes
T03374N,3,Sants-Montjuïc,Carrer,Carrer Portbou
T03381M,3,Sants-Montjuïc,Carrer,Carrer Jaume Roig
T03383O,3,Sants-Montjuïc,Carrer,Carrer Arizala
T03394R,3,Sants-Montjuïc,Carrer,Carrer Munné
T03396T,3,Sants-Montjuïc,Passatge,Passatge Paca Soler
T03397U,3,Sants-Montjuïc,Carrer,Carrer Sant Frederic
T03400Y,3,Sants-Montjuïc,Carrer,Carrer Escultor Canet
T03423F,3,Sants-Montjuïc,Carrer,Carrer Ventura Plaja
T03426I,3,Sants-Montjuïc,Carrer,Carrer Puig i Valls
T03432G,3,Sants-Montjuïc,Carrer,Carrer Bonsoms
T03436K,3,Sants-Montjuïc,Carrer,Carrer Torns
T03438M,3,Sants-Montjuïc,Carrer,Carrer Bassegoda
T03441H,3,Sants-Montjuïc,Carrer,Carrer Bonveí
T03446M,3,Sants-Montjuïc,Carrer,Carrer Vidriol
T03457P,3,Sants-Montjuïc,Carrer,Carrer Sant Ferriol
T03458Q,3,Sants-Montjuïc,Carrer,Carrer Sant Germà
T03464O,3,Sants-Montjuïc,Carrer,Carrer Morabos
T03465P,3,Sants-Montjuïc,Carrer,Carrer Gimbernat
T03467R,3,Sants-Montjuïc,Carrer,Carrer Nord
T03469T,3,Sants-Montjuïc,Carrer,Carrer Valls
T03471N,3,Sants-Montjuïc,Carrer,Carrer Rabí Rubèn
T03473P,3,Sants-Montjuïc,Carrer,Carrer Amposta
T03476S,3,Sants-Montjuïc,Carrer,Carrer Santa Dorotea
T03477T,3,Sants-Montjuïc,Carrer,Carrer Chopin
T03486U,3,Sants-Montjuïc,Carrer,Carrer Mèxic
T03492S,3,Sants-Montjuïc,Carrer,Carrer Tamarit
T03493T,3,Sants-Montjuïc,Passatge,Passatge Prunera
T03494U,3,Sants-Montjuïc,Carrer,Carrer Olivera
T03495V,3,Sants-Montjuïc,Plaça,Plaça Santa Madrona
T03497X,3,Sants-Montjuïc,Carrer,Carrer Vallhonrat
T03500B,3,Sants-Montjuïc,Carrer,Carrer Font Honrada
T03503E,3,Sants-Montjuïc,Carrer,Carrer Grases
T03508J,3,Sants-Montjuïc,Carrer,Carrer Mare de Déu del Remei
T03514H,3,Sants-Montjuïc,Carrer,Carrer Ricart
T03517K,3,Sants-Montjuïc,Carrer,Carrer Bòbila
T03519M,3,Sants-Montjuïc,Carrer,Carrer Teodor Bonaplata
T03520F,3,Sants-Montjuïc,Plaça,Plaça Las Navas
T03523I,3,Sants-Montjuïc,Carrer,Carrer Jaume Fabra
T03525K,3,Sants-Montjuïc,Carrer,Carrer Blai
T03527M,3,Sants-Montjuïc,Plaça,Plaça Ocellets
T03528N,3,Sants-Montjuïc,Carrer,Carrer Creu dels Molers
T03531I,3,Sants-Montjuïc,Carrer,Carrer Murillo
T03532J,3,Sants-MontjuÃ¯c,Carrer,Carrer Magalh?es
T03538P,3,Sants-Montjuïc,Carrer,Carrer Elkano
T03542L,3,Sants-Montjuïc,Carrer,Carrer Concòrdia
T03545O,3,Sants-Montjuïc,Carrer,Carrer Radas
T03549S,3,Sants-Montjuïc,Carrer,Carrer Pedreres
T03552N,3,Sants-Montjuïc,Carrer,Carrer Lleida
T03556R,3,Sants-Montjuïc,Plaça,Plaça Espanya
T03562P,3,Sants-Montjuïc,Carrer,Carrer Joaquim Blume
T03563Q,3,Sants-Montjuïc,Carrer,Carrer Segons Jocs Mediterranis
T03571Q,3,Sants-Montjuïc,Carrer,Carrer França Xica
T03576V,3,Sants-Montjuïc,Carrer,Carrer Palma
T03579Y,3,Sants-Montjuïc,Carrer,Carrer Sancho Marraco
T03582T,3,Sants-Montjuïc,Carrer,Carrer Puríssima Concepció
T03585W,3,Sants-Montjuïc,Carrer,Carrer Anníbal
T03588Z,3,Sants-Montjuïc,Carrer,Carrer Blasco de Garay
T03593W,3,Sants-Montjuïc,Carrer,Carrer Guàrdia Urbana
T03596Z,3,Sants-Montjuïc,Carrer,Carrer Cariteo
T03597A,3,Sants-Montjuïc,Passatge,Passatge Julià
T03600E,3,Sants-Montjuïc,Passatge,Passatge Serrahima
T03601F,3,Sants-Montjuïc,Carrer,Carrer Julià
T03605J,3,Sants-Montjuïc,Passeig,Passeig Exposició
T03611H,3,Sants-Montjuïc,Passeig,Passeig Santa Madrona
T03631L,3,Sants-Montjuïc,Plaça,Plaça Sortidor
T03635P,3,Sants-Montjuïc,Carrer,Carrer Margarit
T03640M,3,Sants-Montjuïc,Avinguda,Avinguda Montanyans
T03643P,3,Sants-Montjuïc,Avinguda,Avinguda Miramar
T03658W,3,Sants-Montjuïc,Carrer,Carrer Tapioles
T03661R,3,Sants-Montjuïc,Carrer,Carrer Poeta Cabanyes
T03664U,3,Sants-Montjuïc,Carrer,Carrer Salvà
T03667X,3,Sants-Montjuïc,Carrer,Carrer Roser
T03672U,3,Sants-Montjuïc,Carrer,Carrer Hortes
T03673V,3,Sants-Montjuïc,Carrer,Carrer Nou de la Rambla
T03679B,3,Sants-Montjuïc,Carrer,Carrer Blesa
T03683X,3,Sants-Montjuïc,Carrer,Carrer Fontrodona
T03688C,3,Sants-Montjuïc,Carrer,Carrer Palaudàries
T03691X,3,Sants-Montjuïc,Carrer,Carrer Vila i Vilà
T03700H,3,Sants-Montjuïc,Carrer,Carrer Piquer
T03705M,3,Sants-Montjuïc,Carrer,Carrer Lafont
T03707O,3,Sants-Montjuïc,Carrer,Carrer Cabanes
T03710J,3,Sants-Montjuïc,Carrer,Carrer Mata
T03713M,3,Sants-Montjuïc,Carrer,Carrer Albareda
T03715O,3,Sants-Montjuïc,Carrer,Carrer Carrera
T03717Q,3,Sants-Montjuïc,Carrer,Carrer Puig i Xoriguer
T03720L,3,Sants-Montjuïc,Passeig,Passeig Montjuïc
T03735S,3,Sants-Montjuïc,Passatge,Passatge Antic de València
T03743S,3,Sants-Montjuïc,Passeig,Passeig Miramar
T03746V,3,Sants-Montjuïc,Plaça,Plaça Carlos Ibáñez
T03750R,3,Sants-Montjuïc,Carretera,Carretera Montjuïc
T03752T,3,Sants-Montjuïc,Carrer,Carrer Foneria
T03756X,3,Sants-Montjuïc,Carrer,Carrer Aviador Durán
T03759A,3,Sants-Montjuïc,Carrer,Carrer Aviador Ruiz de Alda
T03761U,3,Sants-Montjuïc,Carrer,Carrer Aviador Franco
T03762V,3,Sants-Montjuïc,Carrer,Carrer Alts Forns
T03787E,3,Sants-Montjuïc,Carrer,Carrer Juan Gris
T03792B,3,Sants-Montjuïc,Carrer,Carrer Física
T03793C,3,Sants-Montjuïc,Carrer,Carrer Mineria
T03795E,3,Sants-Montjuïc,Carrer,Carrer Energia
T03797G,3,Sants-Montjuïc,Passeig,Passeig Zona Franca
T03801L,3,Sants-Montjuïc,Carretera,Carretera Prat
T03803N,3,Sants-Montjuïc,Carrer,Carrer Mecànica
T03804O,3,Sants-Montjuïc,Carrer,Carrer Química
T03808S,3,Sants-Montjuïc,Carrer,Carrer Segura
T03815R,3,Sants-Montjuïc,Carrer,Carrer Mare de Déu de Port
T03818U,3,Sants-Montjuïc,Carrer,Carrer Ferrocarrils Catalans
T03826U,3,Sants-Montjuïc,Carrer,Carrer Foc
T03835V,3,Sants-Montjuïc,Carrer,Carrer Príncep Jordi
T03844W,3,Sants-Montjuïc,Carrer,Carrer Radi
T03854Y,3,Sants-Montjuïc,Avinguda,Avinguda Estadi
T03863Z,3,Sants-Montjuïc,Carrer,Carrer Polvorí
T03875D,3,Sants-Montjuïc,Passeig,Passeig Migdia
T03878G,3,Sants-Montjuïc,Carrer,Carrer Can Valero
T03895H,3,Sants-Montjuïc,Carrer,Carrer Tres Pins
T03904R,3,Sants-Montjuïc,Carretera,Carretera Miramar
T03907U,3,Sants-Montjuïc,Passeig,Passeig Josep Carner
T03932V,3,Sants-Montjuïc,Carrer,Carrer E Zona Franca
T03934X,3,Sants-Montjuïc,Carrer,Carrer D Zona Franca
T03937A,3,Sants-Montjuïc,Carrer,Carrer A Zona Franca
T03939C,3,Sants-Montjuïc,Carrer,Carrer Sovelles
T03943Y,3,Sants-Montjuïc,Carrer,Carrer Riudoms
T04019B,3,Sants-Montjuïc,Carrer,Carrer Vilageliu i Gavaldà
T04021V,3,Sants-Montjuïc,Carrer,Carrer Negrell
T04025Z,3,Sants-Montjuïc,Carrer,Carrer Cisell
T04037D,3,Sants-Montjuïc,Carrer,Carrer Cobalt
T04038E,3,Sants-Montjuïc,Carrer,Carrer Ferro
T04049H,3,Sants-Montjuïc,Carrer,Carrer Plom
T04061D,3,Sants-Montjuïc,Carrer,Carrer Alumini
T04067J,3,Sants-Montjuïc,Carrer,Carrer Acer
T04080G,3,Sants-Montjuïc,Carrer,Carrer Encuny
T04083J,3,Sants-Montjuïc,Carrer,Carrer Motors
T04088O,3,Sants-Montjuïc,Passeig,Passeig Agrícola
T04093L,3,Sants-Montjuïc,Carrer,Carrer Fèlix Macià
T04096O,3,Sants-Montjuïc,Carrer,Carrer Galtés
T04108B,3,Sants-Montjuïc,Carrer,Carrer Número 62 Zona Franca
T04110V,3,Sants-Montjuïc,Carrer,Carrer Número 60 Zona Franca
T04112X,3,Sants-Montjuïc,Carrer,Carrer Número 1 Zona Franca
T04116B,3,Sants-Montjuïc,Carrer,Carrer Número 2 Zona Franca
T04133C,3,Sants-Montjuïc,Carrer,Carrer Número 3 Zona Franca
T04135E,3,Sants-Montjuïc,Carrer,Carrer Número 4 Zona Franca
T04143E,3,Sants-Montjuïc,Carrer,Carrer C Zona Franca
T04144F,3,Sants-Montjuïc,Carrer,Carrer B Zona Franca
T04154H,3,Sants-Montjuïc,Passatge,Passatge H Zona Franca
T04155I,3,Sants-Montjuïc,Carrer,Carrer Número 5 Zona Franca
T04157K,3,Sants-Montjuïc,Carrer,Carrer Número 6 Zona Franca
T04166L,3,Sants-Montjuïc,Carrer,Carrer K Zona Franca
T04168N,3,Sants-Montjuïc,Carrer,Carrer Número 43 Zona Franca
T04169O,3,Sants-Montjuïc,Carrer,Carrer Número 41 Zona Franca
T04171I,3,Sants-Montjuïc,Carrer,Carrer M Zona Franca
T04172J,3,Sants-Montjuïc,Carrer,Carrer L Zona Franca
T04174L,3,Sants-Montjuïc,Carrer,Carrer Número 42 Zona Franca
T04176N,3,Sants-Montjuïc,Carrer,Carrer Número 40 Zona Franca
T04180J,3,Sants-Montjuïc,Carrer,Carrer Número 61 Zona Franca
T04181K,3,Sants-Montjuïc,Carrer,Carrer Metal·lúrgia
T04195Q,3,Sants-Montjuïc,Avinguda,Avinguda Paral·lel
T04203Z,7,Horta-Guinardó,Travessera,Travessera Gràcia
T04207D,7,Horta-Guinardó,Carrer,Carrer Rosalía de Castro
T04211Z,7,Horta-Guinardó,Carrer,Carrer Santa Carolina
T04215D,7,Horta-Guinardó,Carrer,Carrer Llorens i Barba
T04217F,7,Horta-Guinardó,Carrer,Carrer Mas Casanovas
T04221B,7,Horta-Guinardó,Passatge,Passatge Costa
T04223D,7,Horta-Guinardó,Carrer,Carrer Bergnes de las Casas
T04224E,7,Horta-Guinardó,Carrer,Carrer Padilla
T04231D,7,Horta-Guinardó,Carrer,Carrer Castillejos
T04237J,7,Horta-Guinardó,Carrer,Carrer Cartagena
T04243H,7,Horta-Guinardó,Carrer,Carrer Lepant
T04252I,10,Sant Martí,Carrer,Carrer Sant Antoni Maria Claret
T04255L,7,Horta-Guinardó,Carrer,Carrer Taxdirt
