barId,barName,barType,addressType,addressName,addressNumber,neighborhoodId,neighborhoodName,districtId,districtName,postCode,latitude,longitude
﻿75990028309,Cocteleria El Copetín,Bars I Pubs Musicals|Cocteleries|Xampanyeries,PASSEIG,BORN,19,4,"Sant Pere, Santa Caterina I La Ribera",1,Ciutat Vella,8003,41.38491,2.18274
﻿75990017982,Bar Musical Le Cyrano,Bars I Pubs Musicals,,ARIBAU,154,8,L'antiga Esquerra De L'eixample,2,Eixample,8036,41.39222,2.15449
﻿99400701254,Bar Trash Talk,Bars I Pubs Musicals,CARRER,DE PERE IV,244,68,El Poblenou,10,Sant Martí,8005,41.40509,2.19975
﻿99400694323,Restaurant Jacqueline Barcelona,Cocteleries|Xampanyeries|Restaurants,CARRER,D'ENRIC GRANADOS,66,8,L'antiga Esquerra De L'eixample,2,Eixample,8008,41.39211,2.15685
﻿99400689376,Bar Musical Karaoke A Viva Voz *muntaner,Bars I Pubs Musicals|Karaokes,CARRER,MUNTANER,414,26,Sant Gervasi - Galvany,5,Sarrià-sant Gervasi,8006,41.40064,2.14101
﻿99400698847,Bar Olímpic,Cocteleries|Xampanyeries,CARRER,JOAQUÍN COSTA,25,1,El Raval,1,Ciutat Vella,8001,41.38204,2.16627
﻿321103526,Bar Musical Síncopa,Bars I Pubs Musicals|Cocteleries|Xampanyeries,CARRER,AVINYÓ,35,2,El Barri Gòtic,1,Ciutat Vella,8002,41.38038,2.17904
﻿99400682961,Restaurant Gala Barcelona,Cocteleries|Xampanyeries|Restaurants,CARRER,PROVENÇA,286,7,La Dreta De L'eixample,2,Eixample,8008,41.39416,2.16089
﻿1082172815,Sala B,Discoteques,CARRER,MUNTANER,246,26,Sant Gervasi - Galvany,5,Sarrià-sant Gervasi,8021,41.39462,2.14906
﻿75990023351,Bar Musical Velvet,Bars I Pubs Musicals,CARRER,BALMES,161,8,L'antiga Esquerra De L'eixample,2,Eixample,8008,41.39463,2.15549
﻿1211173854,Bar Café Berlín,Bars I Pubs Musicals,CARRER,MUNTANER,240,26,Sant Gervasi - Galvany,5,Sarrià-sant Gervasi,8021,41.39435,2.14951
﻿99400683060,Cocteleria Libertine,Cocteleries|Xampanyeries,GRAN VIA,DE LES CORTS CATALANES,700,7,La Dreta De L'eixample,2,Eixample,8010,41.39363,2.17429
﻿75990165912,Restaurant Cómico-cómico,Bars I Pubs Musicals|Restaurants,CARRER,ARIBAU,87,8,L'antiga Esquerra De L'eixample,2,Eixample,8036,41.38963,2.15755
﻿75990709870,Discoteca Q Pedralbes,Discoteques,CARRER,SANTA CATERINA DE SIENA,28,21,Pedralbes,4,Les Corts,8034,41.39007,2.11059
﻿75990042698,Dmen's Gay Bar,Bars I Pubs Musicals,CARRER,CONSELL DE CENT,257,8,L'antiga Esquerra De L'eixample,2,Eixample,8011,41.38690,2.15993
﻿1033153036,Bar Restaurant El Último Agave,Bars I Pubs Musicals|Restaurants,CARRER,ARAGÓ,193,8,L'antiga Esquerra De L'eixample,2,Eixample,8011,41.38789,2.15890
﻿75990210375,Big Bang Bar,Bars I Pubs Musicals,CARRER,BOTELLA,7,1,El Raval,1,Ciutat Vella,8001,41.37913,2.16596
﻿75990405246,Karaoke Weekend,Karaokes,CARRER,DIPUTACIÓ,365,7,La Dreta De L'eixample,2,Eixample,8009,41.39640,2.17484
﻿99400319608,Le Pop Bar,Bars I Pubs Musicals,,LA RAMBLA,111,1,El Raval,1,Ciutat Vella,8002,41.38390,2.17092
﻿99400723543,Mariposa Negra Cocktail Bar,Cocteleries|Xampanyeries,,DE LES OLLES,4,4,"Sant Pere, Santa Caterina I La Ribera",1,Ciutat Vella,8003,41.38371,2.18310
﻿99400603677,Bar Guayoyo,Cocteleries|Xampanyeries,PLAÇA,CAMP,2,25,Sant Gervasi - La Bonanova,5,Sarrià-sant Gervasi,8022,41.40353,2.13634
﻿75990713121,Bar Manchester *milans,Bars I Pubs Musicals,CARRER,MILANS,5,2,El Barri Gòtic,1,Ciutat Vella,8002,41.38067,2.17903
﻿99400621820,Espai Abaixadors10,Cocteleries|Xampanyeries,CARRER,ABAIXADORS,10,4,"Sant Pere, Santa Caterina I La Ribera",1,Ciutat Vella,8003,41.38313,2.18120
﻿99400632799,Golden Shisha Lounge,Discoteques,CARRER,PLATÓ,13,26,Sant Gervasi - Galvany,5,Sarrià-sant Gervasi,8006,41.40035,2.14179
﻿75990102799,Bar Musical Aloha,Bars I Pubs Musicals|Cocteleries|Xampanyeries,CARRER,PROVENÇA,159,8,L'antiga Esquerra De L'eixample,2,Eixample,8036,41.38976,2.15469
﻿99400692513,Club Red 58,Bars I Pubs Musicals|Discoteques,CARRER,CONSELL DE CENT,280,7,La Dreta De L'eixample,2,Eixample,8007,41.38931,2.16352
﻿99400758084,Cocteleria Dry Martini,Cocteleries|Xampanyeries,CARRER,D'ARIBAU,162,8,L'antiga Esquerra De L'eixample,2,Eixample,8036,41.39274,2.15375
﻿75990017166,Bar Kentucky,Bars I Pubs Musicals,,ARC DEL TEATRE,11,1,El Raval,1,Ciutat Vella,8001,41.37773,2.17471
﻿99400637674,Restaurant & Cocktails Oda,Cocteleries|Xampanyeries|Restaurants,,MARINA,19,3,La Barceloneta,1,Ciutat Vella,8005,41.38711,2.19657
﻿75990210217,Bar Musical El Cangrejo,Bars I Pubs Musicals,CARRER,MONTSERRAT,9,1,El Raval,1,Ciutat Vella,8001,41.37730,2.17491
﻿75990150522,Bar Musical El Col·leccionista,Bars I Pubs Musicals,CARRER,TORRENT DE LES FLORS,46,31,La Vila De Gràcia,6,Gràcia,8024,41.40592,2.16059
﻿75990042641,Plata Cocktail Bar,Cocteleries|Xampanyeries,CARRER,CONSELL DE CENT,233,8,L'antiga Esquerra De L'eixample,2,Eixample,8011,41.38591,2.15862
﻿75990210325,Sala Vol,Discoteques,,SANCHO DE AVILA,78,66,El Parc I La Llacuna Del Poblenou,10,Sant Martí,8018,41.39947,2.19117
﻿99400754221,Cocteleria Focacha,Cocteleries|Xampanyeries,CARRER,DE TUSET,17,26,Sant Gervasi - Galvany,5,Sarrià-sant Gervasi,8006,41.39609,2.15155
﻿99400604555,Restaurant Feroz,Cocteleries|Xampanyeries|Restaurants,CARRER,TUSET,27,26,Sant Gervasi - Galvany,5,Sarrià-sant Gervasi,8006,41.39658,2.15092
﻿92086018833,Bar Musical Berimbau,Bars I Pubs Musicals,PASSEIG,BORN,17,4,"Sant Pere, Santa Caterina I La Ribera",1,Ciutat Vella,8003,41.38473,2.18262
﻿75990177420,Discoteca Karma,Discoteques,PLAÇA,REIAL,10,2,El Barri Gòtic,1,Ciutat Vella,8002,41.38024,2.17561
﻿75990331543,Bar Cocteleria El Born,Cocteleries|Xampanyeries,PASSEIG,BORN,26,4,"Sant Pere, Santa Caterina I La Ribera",1,Ciutat Vella,8003,41.38479,2.18298
﻿75990121093,Bar Musical La Kontra De Gràcia,Bars I Pubs Musicals|Discoteques,,DEL SOL,3,31,La Vila De Gràcia,6,Gràcia,8012,41.40148,2.15693
﻿75990131581,Bar L'antiquari,Cocteleries|Xampanyeries,CARRER,VEGUER,13,2,El Barri Gòtic,1,Ciutat Vella,8002,41.38394,2.17751
﻿99400695903,Jamboree 3,Bars I Pubs Musicals|Discoteques,,REIAL,18,2,El Barri Gòtic,1,Ciutat Vella,8002,41.37979,2.17516
﻿99400746413,Restaurant L'estació Espai Gastronòmic,Sales De Festes|Restaurants,,AVINGUDA DEL MARQUÈS DE L'ARGENTERA,6,4,"Sant Pere, Santa Caterina I La Ribera",1,Ciutat Vella,8003,41.38445,2.18519
