FID,Distric_D,NDistric_D,NVia_D
0,01,Ciutat Vella,Carrer Pepe Rubianes
15,01,Ciutat Vella,Carrer Almirall Aixada
29,01,Ciutat Vella,Carrer Judici
37,01,Ciutat Vella,
38,01,Ciutat Vella,Carrer Drassana
41,01,Ciutat Vella,Carrer Mar
44,01,Ciutat Vella,Carrer Sant Elm
46,01,Ciutat Vella,Carrer Sant Miquel
49,01,Ciutat Vella,Carrer Pescadors
51,01,Ciutat Vella,Carrer Comte de Santa Clara
54,01,Ciutat Vella,Carrer Sevilla
56,01,Ciutat Vella,Carrer Baluard
59,01,Ciutat Vella,Carrer Mestrança
62,01,Ciutat Vella,Carrer Meer
64,01,Ciutat Vella,Carrer Pontevedra
66,01,Ciutat Vella,Carrer Atlàntida
68,01,Ciutat Vella,Carrer Grau i Torras
69,01,Ciutat Vella,Carrer Guitert
70,01,Ciutat Vella,Carrer Vila Joiosa
71,01,Ciutat Vella,Carrer Sant Carles
90,01,Ciutat Vella,Carrer Andrea Doria
95,01,Ciutat Vella,Carrer Vinaròs
103,01,Ciutat Vella,Carrer Alcanar
112,01,Ciutat Vella,Carrer Sòria
113,01,Ciutat Vella,Carrer Berenguer Mallol
114,01,Ciutat Vella,Carrer Doctor Giné i Partagàs
116,01,Ciutat Vella,Carrer Salamanca
117,01,Ciutat Vella,Carrer Proclamació
118,01,Ciutat Vella,Carrer Escuder
125,01,Ciutat Vella,Carrer Almirall Churruca
135,01,Ciutat Vella,Carrer La Maquinista
145,01,Ciutat Vella,Carrer Ginebra
160,01,Ciutat Vella,Carrer Santa Lluïsa de Marillac
161,01,Ciutat Vella,Carrer Almirall Barceló
162,01,Ciutat Vella,Carrer Cermeño
163,01,Ciutat Vella,Carrer Marquès de la Mina
166,01,Ciutat Vella,Carrer Balboa
170,01,Ciutat Vella,Carrer Pinzón
171,01,Ciutat Vella,Carrer Mediterrània
172,01,Ciutat Vella,Carrer Marquès de la Quadra
173,01,Ciutat Vella,Carrer Pizarro
174,01,Ciutat Vella,Passatge Carbonell
175,01,Ciutat Vella,Carrer Carbonell
179,01,Ciutat Vella,Carrer Rector Bruguera
181,01,Ciutat Vella,Carrer Paredes
182,01,Ciutat Vella,Carrer Magatzems
183,01,Ciutat Vella,Carrer Monjo
184,01,Ciutat Vella,Carrer Sal
185,01,Ciutat Vella,Carrer Mariners
186,01,Ciutat Vella,Carrer Safareigs
187,01,Ciutat Vella,Carrer Sant Josep
188,01,Ciutat Vella,Carrer Vicaria
195,01,Ciutat Vella,Passeig Isabel II
197,01,Ciutat Vella,Carrer Reina Cristina
198,01,Ciutat Vella,Carrer Llauder
199,01,Ciutat Vella,Pla Palau
209,01,Ciutat Vella,Plaça Pau Vila
211,01,Ciutat Vella,Plaça Barceloneta
214,01,Ciutat Vella,Carrer Mercè
218,01,Ciutat Vella,Carrer Marquet
220,01,Ciutat Vella,Carrer Plata
222,01,Ciutat Vella,Carrer Ample
227,01,Ciutat Vella,Carrer Simó Oller
229,01,Ciutat Vella,Via Laietana
231,01,Ciutat Vella,Carrer Agullers
234,01,Ciutat Vella,Carrer Canvis Nous
237,01,Ciutat Vella,Carrer Arenes dels Canvis
238,01,Ciutat Vella,Carrer Consellers
239,01,Ciutat Vella,Carrer Portadores
240,01,Ciutat Vella,Carrer Consolat de Mar
241,01,Ciutat Vella,Carrer Canvis Vells
244,01,Ciutat Vella,Carrer Àngel J. Baixeras
245,01,Ciutat Vella,Carrer Salvador Aulet
246,01,Ciutat Vella,Carrer Sots-tinent Navarro
249,01,Ciutat Vella,Carrer Hostal d'en Sol
251,01,Ciutat Vella,Carrer Fusteria
252,01,Ciutat Vella,Carrer Jupí
253,01,Ciutat Vella,Carrer Correu Vell
255,01,Ciutat Vella,Carrer Pom d'Or
256,01,Ciutat Vella,Plaça Traginers
257,01,Ciutat Vella,Carrer Gignàs
263,01,Ciutat Vella,Carrer Groc
264,01,Ciutat Vella,Carrer Regomir
266,01,Ciutat Vella,Carrer Riudarenes
267,01,Ciutat Vella,Carrer General Castaños
270,01,Ciutat Vella,Carrer Marquesa
272,01,Ciutat Vella,Carrer Llevant
273,01,Ciutat Vella,Carrer Ocata
275,01,Ciutat Vella,Carrer Duana
276,01,Ciutat Vella,Avinguda Marquès de l'Argentera
279,01,Ciutat Vella,Carrer Bonaire
282,01,Ciutat Vella,Carrer Guillem
285,01,Ciutat Vella,Carrer Rere Palau
288,01,Ciutat Vella,Carrer Santa Maria
290,01,Ciutat Vella,Carrer Espaseria
292,01,Ciutat Vella,Carrer Malcuinat
294,01,Ciutat Vella,Carrer Ases
296,01,Ciutat Vella,Plaça Fossar de les Moreres
298,01,Ciutat Vella,Carrer Dames
303,01,Ciutat Vella,Carrer Antic de Sant Joan
307,01,Ciutat Vella,Carrer Rec
311,01,Ciutat Vella,Carrer Ribera
313,01,Ciutat Vella,Carrer Comerç
314,01,Ciutat Vella,Plaça Comercial
315,01,Ciutat Vella,Passeig Born
316,01,Ciutat Vella,Carrer Esparteria
324,01,Ciutat Vella,Carrer Vidrieria
326,01,Ciutat Vella,Plaça Olles
329,01,Ciutat Vella,Carrer Tripó
330,01,Ciutat Vella,Carrer Pou de l'Estany
331,01,Ciutat Vella,Carrer Pescateria
336,01,Ciutat Vella,Carrer Calders
338,01,Ciutat Vella,Carrer Sombrerers
342,01,Ciutat Vella,Carrer Fusina
344,01,Ciutat Vella,Carrer Comercial
346,01,Ciutat Vella,Passatge Mercantil
349,01,Ciutat Vella,Carrer Flassaders
355,01,Ciutat Vella,Carrer Corretger
357,01,Ciutat Vella,Carrer Triangle
358,01,Ciutat Vella,Carrer Sabateret
364,01,Ciutat Vella,Carrer Princesa
368,01,Ciutat Vella,Passeig Pujades
372,01,Ciutat Vella,Passeig Picasso
381,01,Ciutat Vella,Passeig Circumval·lació
382,01,Ciutat Vella,Carrer Cirera
383,01,Ciutat Vella,Carrer Seca
385,01,Ciutat Vella,Carrer Montcada
389,01,Ciutat Vella,Carrer Banys Vells
394,01,Ciutat Vella,Carrer Sant Antoni dels Sombrerers
395,01,Ciutat Vella,Carrer Mirallers
399,01,Ciutat Vella,Carrer Rosic
401,01,Ciutat Vella,Carrer Nicolau de Sant Climent
402,01,Ciutat Vella,Carrer Manresa
404,01,Ciutat Vella,Carrer Nau
405,01,Ciutat Vella,Carrer Plegamans
407,01,Ciutat Vella,Carrer Abaixadors
410,01,Ciutat Vella,Passeig Lluís Companys
413,01,Ciutat Vella,Carrer Neu de Sant Cugat
414,01,Ciutat Vella,Carrer Blanqueria
415,01,Ciutat Vella,Carrer Allada-Vermell
416,01,Ciutat Vella,Carrer Tantarantana
417,01,Ciutat Vella,Carrer Assaonadors
423,01,Ciutat Vella,Carrer Argenteria
429,01,Ciutat Vella,Carrer Grunyí
431,01,Ciutat Vella,Carrer Brosolí
432,01,Ciutat Vella,Carrer Vigatans
435,01,Ciutat Vella,Carrer Esquirol
437,01,Ciutat Vella,Placeta Montcada
448,01,Ciutat Vella,Carrer Cremat Gran i Xic
449,01,Ciutat Vella,Carrer Carassa
450,01,Ciutat Vella,Carrer Barra de Ferro
453,01,Ciutat Vella,Carrer Pou de la Cadena
454,01,Ciutat Vella,Carrer Cotoners
457,01,Ciutat Vella,Carrer Carders
467,01,Ciutat Vella,Placeta Marcús
468,01,Ciutat Vella,Carrer Buenaventura Muñoz
473,01,Ciutat Vella,Carrer Davant del Portal Nou
475,01,Ciutat Vella,Carrer Rec Comtal
479,01,Ciutat Vella,Carrer Tiradors
480,01,Ciutat Vella,Carrer Ocells
481,01,Ciutat Vella,Carrer Cortines
484,01,Ciutat Vella,Carrer Colomines
486,01,Ciutat Vella,Carrer Flor de Lliri
487,01,Ciutat Vella,Carrer Giralt el Pellisser
488,01,Ciutat Vella,Carrer Corders
489,01,Ciutat Vella,Carrer Tarròs
490,01,Ciutat Vella,Carrer Armengol
491,01,Ciutat Vella,Carrer Pou de la Figuera
493,01,Ciutat Vella,Carrer Montanyans
494,01,Ciutat Vella,Carrer Jaume Giralt
497,01,Ciutat Vella,Carrer Metges
500,01,Ciutat Vella,Carrer Serra Xic
502,01,Ciutat Vella,Plaça Sant Agustí Vell
508,01,Ciutat Vella,Carrer Portal Nou
509,01,Ciutat Vella,Carrer Trafalgar
512,01,Ciutat Vella,Passatge Sant Benet
515,01,Ciutat Vella,Carrer Sant Pere Més Baix
518,01,Ciutat Vella,Plaça Sant Pere
524,01,Ciutat Vella,Carrer Lluís el Piadós
525,01,Ciutat Vella,Carrer Sant Pere Mitjà
526,01,Ciutat Vella,Carrer Victòria
527,01,Ciutat Vella,Carrer Sant Pere Més Alt
531,01,Ciutat Vella,Carrer Ortigosa
532,01,Ciutat Vella,Carrer Méndez Núñez
534,01,Ciutat Vella,Carrer Jonqueres
547,01,Ciutat Vella,Carrer Mònec
549,01,Ciutat Vella,Carrer Bou de Sant Pere
550,01,Ciutat Vella,Carrer Arenes de Sant Pere
551,01,Ciutat Vella,Carrer Arc de Sant Cristòfol
553,01,Ciutat Vella,Carrer Mestres Casals i Martorell
556,01,Ciutat Vella,Carrer General Álvarez de Castro
557,01,Ciutat Vella,Carrer Gombau
560,01,Ciutat Vella,Carrer Mare de Déu del Pilar
564,01,Ciutat Vella,Carrer Verdaguer i Callís
567,01,Ciutat Vella,Avinguda Francesc Cambó
569,01,Ciutat Vella,Carrer Amadeu Vives
571,01,Ciutat Vella,Carrer St Domènec de Sta Caterina
578,01,Ciutat Vella,Carrer Pare Gallifa
579,01,Ciutat Vella,Carrer Bòria
584,01,Ciutat Vella,Carrer Mercaders
588,01,Ciutat Vella,Carrer Avellà
590,01,Ciutat Vella,Carrer Tragí
591,01,Ciutat Vella,Carrer Massanet
592,01,Ciutat Vella,Carrer Arc de Sant Silvestre
594,01,Ciutat Vella,Carrer Semoleres
595,01,Ciutat Vella,Carrer Freixures
597,01,Ciutat Vella,Carrer Sant Ignasi
598,01,Ciutat Vella,Plaça Llana
601,01,Ciutat Vella,Avinguda Catedral
603,01,Ciutat Vella,Plaça Antoni Maura
611,01,Ciutat Vella,Carrer Beates
614,01,Ciutat Vella,Carrer Ramon Mas
618,02,Eixample,Plaça Urquinaona
619,01,Ciutat Vella,Carrer Moles
620,01,Ciutat Vella,Carrer Estruc
621,01,Ciutat Vella,Carrer Amargós
622,01,Ciutat Vella,Carrer Tomàs Mieres
623,01,Ciutat Vella,Carrer Julià Portet
624,01,Ciutat Vella,Carrer Copons
625,01,Ciutat Vella,Carrer Misser Ferrer
626,01,Ciutat Vella,Carrer Doctor Joaquim Pou
628,01,Ciutat Vella,Carrer Sagristans
630,01,Ciutat Vella,Carrer Capellans
633,01,Ciutat Vella,Carrer Magdalenes
634,01,Ciutat Vella,Carrer Ripoll
637,01,Ciutat Vella,Carrer Montsió
641,01,Ciutat Vella,Avinguda Portal de l'Àngel
644,01,Ciutat Vella,Carrer Canuda
648,01,Ciutat Vella,Carrer Santa Anna
651,01,Ciutat Vella,Carreró Sant Bonaventura
652,01,Ciutat Vella,Carrer Bertrellans
653,01,Ciutat Vella,Carrer Flor
654,01,Ciutat Vella,Carrer Francesc Pujols
655,01,Ciutat Vella,Carrer Duc
657,01,Ciutat Vella,Carrer Bot
659,01,Ciutat Vella,Carrer Tapineria
660,01,Ciutat Vella,Baixada Canonja
661,01,Ciutat Vella,Carrer Comtes
663,01,Ciutat Vella,Plaça Ramon Berenguer el Gran
666,01,Ciutat Vella,Carrer Veguer
668,01,Ciutat Vella,Baixada Santa Clara
670,01,Ciutat Vella,Carrer Brocaters
672,01,Ciutat Vella,Carrer Freneria
674,01,Ciutat Vella,Baixada Llibreteria
676,01,Ciutat Vella,Plaça Àngel
679,01,Ciutat Vella,Carrer Trompetes de Jaume I
680,01,Ciutat Vella,Carrer Dagueria
681,01,Ciutat Vella,Carrer Jaume I
684,01,Ciutat Vella,Carrer Santa Llúcia
685,01,Ciutat Vella,Carrer Pietat
687,01,Ciutat Vella,Carrer Bisbe
690,01,Ciutat Vella,Plaça Cucurulla
691,01,Ciutat Vella,Carrer Portaferrissa
698,01,Ciutat Vella,Carrer Gravina
699,01,Ciutat Vella,Carrer Tallers
707,01,Ciutat Vella,Carrer Torres i Amat
709,01,Ciutat Vella,Plaça Castella
716,01,Ciutat Vella,Passatge Sant Bernat
718,01,Ciutat Vella,Carrer Verge
719,01,Ciutat Vella,Carrer Joaquín Costa
721,01,Ciutat Vella,Carrer Valldonzella
722,01,Ciutat Vella,Carrer Montalegre
723,01,Ciutat Vella,La Rambla
727,01,Ciutat Vella,Carrer Bonsuccés
728,01,Ciutat Vella,Carrer Sitges
729,01,Ciutat Vella,Carrer Ramelleres
730,01,Ciutat Vella,Plaça Vicenç Martorell
732,01,Ciutat Vella,Carrer Marquès de Barberà
733,01,Ciutat Vella,Carrer Unió
734,01,Ciutat Vella,Carrer Penedides
737,01,Ciutat Vella,Carrer Santa Margarida
738,01,Ciutat Vella,Carrer Junta de Comerç
739,01,Ciutat Vella,Carrer Sant Rafael
740,01,Ciutat Vella,Carrer Espalter
741,01,Ciutat Vella,Carrer Robador
743,01,Ciutat Vella,Carrer Nou de la Rambla
748,01,Ciutat Vella,Carrer Arc del Teatre
751,01,Ciutat Vella,Carrer Santa Mònica
752,01,Ciutat Vella,Carrer Cervelló
754,01,Ciutat Vella,Carrer Guàrdia
755,01,Ciutat Vella,Carrer Est
756,01,Ciutat Vella,Carrer Montserrat
759,01,Ciutat Vella,Carrer Santa Elena
760,01,Ciutat Vella,Carrer Vistalegre
761,01,Ciutat Vella,Carrer Sant Pacià
762,01,Ciutat Vella,Carrer Lleialtat
764,01,Ciutat Vella,Carrer Hort de la Bomba
765,01,Ciutat Vella,Carrer Aurora
766,01,Ciutat Vella,Carrer Carretes
773,01,Ciutat Vella,Carrer Arc de Sant Pau
774,01,Ciutat Vella,Carrer Reina Amàlia
775,01,Ciutat Vella,Carrer Flors
776,01,Ciutat Vella,Carrer Riereta
783,01,Ciutat Vella,Carrer Cera
790,01,Ciutat Vella,Carrer Salvador
791,01,Ciutat Vella,Carrer Botella
792,01,Ciutat Vella,Carrer Sant Ramon
793,01,Ciutat Vella,Avinguda Drassanes
796,01,Ciutat Vella,Carrer Portal de Santa Madrona
803,01,Ciutat Vella,Carrer Estel
804,01,Ciutat Vella,Carrer Om
805,01,Ciutat Vella,Carrer Santa Madrona
807,01,Ciutat Vella,Carrer Sant Bertran
814,01,Ciutat Vella,Carrer Ramon Berenguer el Vell
815,01,Ciutat Vella,Carrer Peracamps
817,01,Ciutat Vella,Carrer Cid
821,01,Ciutat Vella,Carrer Sant Antoni Abat
825,01,Ciutat Vella,Carrer Príncep de Viana
828,01,Ciutat Vella,Carrer Cendra
831,01,Ciutat Vella,Carrer Bisbe Laguarda
832,01,Ciutat Vella,Carrer Erasme de Janer
833,01,Ciutat Vella,Carrer Sant Llàtzer
834,01,Ciutat Vella,Carrer Carme
835,01,Ciutat Vella,Plaça Pedró
837,01,Ciutat Vella,Carrer Hospital
840,01,Ciutat Vella,Carrer Riera Baixa
841,01,Ciutat Vella,Carrer Roig
843,01,Ciutat Vella,Carrer Picalquers
846,01,Ciutat Vella,Carrer Egipcíaques
848,01,Ciutat Vella,Carrer Petxina
849,01,Ciutat Vella,Carrer Cabres
850,01,Ciutat Vella,Carrer Jerusalem
851,01,Ciutat Vella,Carrer Arc de Sant Agustí
852,01,Ciutat Vella,Plaça Sant Agustí
858,01,Ciutat Vella,Carrer Floristes de la Rambla
864,01,Ciutat Vella,Carrer Morera
866,01,Ciutat Vella,Passatge Virreina
867,01,Ciutat Vella,Carrer Nou de Zurbano
868,01,Ciutat Vella,Carrer Heures
869,01,Ciutat Vella,Carrer Beat Simó
870,01,Ciutat Vella,Carrer Rauric
872,01,Ciutat Vella,Carrer Lleona
873,01,Ciutat Vella,Carrer Escudellers Blancs
874,01,Ciutat Vella,Carrer Escudellers
876,01,Ciutat Vella,Carrer Obradors
877,01,Ciutat Vella,Carrer Rull
879,01,Ciutat Vella,Carrer Ferran
882,01,Ciutat Vella,Carrer Arai
889,01,Ciutat Vella,Carrer Nou de Sant Francesc
891,01,Ciutat Vella,Passatge Escudellers
893,01,Ciutat Vella,Carrer Requesens
894,01,Ciutat Vella,Plaça Dubte
895,01,Ciutat Vella,Carrer Riera Alta
901,01,Ciutat Vella,Carrer Nou de Dulce
903,01,Ciutat Vella,Carrer Sant Erasme
904,01,Ciutat Vella,Carrer Sant Gil
906,01,Ciutat Vella,Carrer Sant Vicenç
911,01,Ciutat Vella,Carrer Lluna
914,01,Ciutat Vella,Carrer Cardona
915,01,Ciutat Vella,Carrer Peu de la Creu
917,01,Ciutat Vella,Carrer Ferlandina
921,01,Ciutat Vella,Carrer Paloma
923,01,Ciutat Vella,Carrer Tigre
928,01,Ciutat Vella,Carrer Lleó
937,01,Ciutat Vella,Carrer Doctor Dou
945,01,Ciutat Vella,Carrer Montjuïc del Carme
948,01,Ciutat Vella,Carrer Pintor Fortuny
954,01,Ciutat Vella,Carrer Notariat
955,01,Ciutat Vella,Carrer Xuclà
956,01,Ciutat Vella,Carrer Elisabets
964,01,Ciutat Vella,Passatge Elisabets
965,01,Ciutat Vella,Carrer Roca
966,01,Ciutat Vella,Carrer Petritxol
967,01,Ciutat Vella,Carrer Cardenal Casañas
968,01,Ciutat Vella,Carrer Boqueria
972,01,Ciutat Vella,Carrer Quintana
974,01,Ciutat Vella,Carrer Pi
976,01,Ciutat Vella,Carrer Ave Maria
977,01,Ciutat Vella,Carrer Banys Nous
980,01,Ciutat Vella,Carrer Palla
991,01,Ciutat Vella,Carrer Llebre
992,01,Ciutat Vella,Carrer Cecs de la Boqueria
994,01,Ciutat Vella,Carrer Sant Felip Neri
995,01,Ciutat Vella,Carrer Sant Honorat
998,01,Ciutat Vella,Baixada Santa Eulàlia
999,01,Ciutat Vella,Carrer Sant Sever
1003,01,Ciutat Vella,Carrer Arc de Sant Ramon del Call
1006,01,Ciutat Vella,Placeta Manuel Ribé
1007,01,Ciutat Vella,Carrer Marlet
1008,01,Ciutat Vella,Carrer Salomó Ben Adret
1011,01,Ciutat Vella,Carrer Fruita
1012,01,Ciutat Vella,Carrer Call
1014,01,Ciutat Vella,Carrer Ensenyança
1015,01,Ciutat Vella,Carrer Llibreteria
1017,01,Ciutat Vella,Carrer Arlet
1021,01,Ciutat Vella,Carrer Hèrcules
1024,01,Ciutat Vella,Plaça Emili Vilanova
1025,01,Ciutat Vella,Baixada Caçador
1027,01,Ciutat Vella,Baixada Viladecols
1028,01,Ciutat Vella,Carrer Lledó
1031,01,Ciutat Vella,Carrer Reina Elionor
1032,01,Ciutat Vella,Carrer Bellafila
1033,01,Ciutat Vella,Carrer Ciutat
1038,01,Ciutat Vella,Carrer Rere Sant Just
1039,01,Ciutat Vella,Carrer Templers
1041,01,Ciutat Vella,Carrer Palma de Sant Just
1044,01,Ciutat Vella,Carrer Cometa
1050,01,Ciutat Vella,Carrer Gegants
1051,01,Ciutat Vella,Baixada Sant Miquel
1053,01,Ciutat Vella,Carrer Pou Dolç
1054,01,Ciutat Vella,Carrer Trinitat
1056,01,Ciutat Vella,Carrer Palau
1057,01,Ciutat Vella,Carrer Cervantes
1058,01,Ciutat Vella,Carrer Avinyó
1066,01,Ciutat Vella,Carrer Comtessa de Sobradiel
1070,01,Ciutat Vella,Carrer Còdols
1074,01,Ciutat Vella,Carrer Rosa
1076,01,Ciutat Vella,Carrer Serra
1077,01,Ciutat Vella,Carrer Carabassa
1080,01,Ciutat Vella,Carrer Timó
1081,01,Ciutat Vella,Carrer Ataülf
1085,01,Ciutat Vella,Carrer Calella
1088,01,Ciutat Vella,Carrer Sant Simplici
1095,01,Ciutat Vella,Carrer Louis Braille
1096,01,Ciutat Vella,Plaça Duc de Medinaceli
1100,01,Ciutat Vella,Carrer Boltres
1102,01,Ciutat Vella,Carrer Parc
1104,01,Ciutat Vella,Passatge Pau
1105,01,Ciutat Vella,Carrer Sils
1106,01,Ciutat Vella,Carrer Josep Anselm Clavé
1110,01,Ciutat Vella,Passatge Banca
1113,01,Ciutat Vella,Avinguda Paral·lel
1115,01,Ciutat Vella,Passeig Josep Carner
1116,01,Ciutat Vella,Plaça Portal de la Pau
1118,02,Eixample,Carrer Diputació
1121,02,Eixample,Gran Via Corts Catalanes
1123,02,Eixample,Carrer Rocafort
1129,02,Eixample,Carrer Comte Borrell
1132,02,Eixample,Carrer Viladomat
1134,02,Eixample,Carrer Consell de Cent
1139,02,Eixample,Carrer Aragó
1143,02,Eixample,Carrer València
1148,02,Eixample,Carrer Calàbria
1158,02,Eixample,Carrer Entença
1165,02,Eixample,Carrer Vilamarí
1170,02,Eixample,Carrer Sepúlveda
1178,02,Eixample,Carrer Floridablanca
1183,02,Eixample,Carrer Tamarit
1187,02,Eixample,Carrer Manso
1193,02,Eixample,Carrer Comte d'Urgell
1194,02,Eixample,
1196,02,Eixample,Carrer Villarroel
1203,02,Eixample,Avinguda Mistral
1208,02,Eixample,Carrer Tarragona
1217,02,Eixample,Carrer Llança
1221,02,Eixample,Avinguda Roma
1232,02,Eixample,Carrer Casanova
1240,02,Eixample,Passatge Pere Calders
1241,02,Eixample,Carrer Parlament
1247,02,Eixample,Carrer Provença
1251,02,Eixample,Carrer Mallorca
1256,02,Eixample,Carrer Rosselló
1292,02,Eixample,Passatge Valeri Serra
1301,02,Eixample,Carrer Muntaner
1306,02,Eixample,Carrer Aribau
1309,02,Eixample,Carrer Balmes
1319,02,Eixample,Carrer Enric Granados
1331,02,Eixample,Plaça Doctor Letamendi
1355,02,Eixample,Carrer Còrsega
1362,02,Eixample,Carrer París
1365,02,Eixample,Passatge Batlló
1378,02,Eixample,Carrer Londres
1380,02,Eixample,Avinguda Diagonal
1435,02,Eixample,Plaça Tetuan
1439,02,Eixample,Carrer Bruc
1448,02,Eixample,Carrer Girona
1457,02,Eixample,Carrer Bailèn
1467,02,Eixample,Passeig Sant Joan
1497,02,Eixample,Carrer Casp
1502,02,Eixample,Carrer Roger de Llúria
1510,02,Eixample,Carrer Pau Claris
1516,02,Eixample,Passeig Gràcia
1520,02,Eixample,Carrer Roger de Flor
1527,02,Eixample,Carrer Nàpols
1532,02,Eixample,Carrer Sicília
1535,02,Eixample,Carrer Ausiàs Marc
1540,02,Eixample,Passatge Mercat
1542,02,Eixample,Passatge Escoles
1544,02,Eixample,Passatge Pla
1546,02,Eixample,Passatge Méndez Vigo
1547,02,Eixample,Passatge Camps Elisis
1548,02,Eixample,Passatge Permanyer
1551,02,Eixample,Passatge Tasso
1552,02,Eixample,Passatge Bocabella
1553,02,Eixample,Passatge Rector Oliveras
1554,02,Eixample,Carrer Buenos Aires
1564,02,Eixample,Passatge Lluís Pellicer
1568,05,Sarrià-Sant Gervasi,Avinguda Diagonal
1588,02,Eixample,Passatge Mercader
1589,02,Eixample,Passatge Domingo
1590,02,Eixample,Rambla Catalunya
1598,02,Eixample,Passatge Concepció
1616,06,Gràcia,Avinguda Diagonal
1632,02,Eixample,Carrer Marina
1637,02,Eixample,Carrer Lepant
1643,02,Eixample,Carrer Sardenya
1654,01,Ciutat Vella,Avinguda Vilanova
1655,10,Sant Martí,Carrer Almogàvers
1657,02,Eixample,Carrer Alí Bei
1665,02,Eixample,Carrer Ribes
1669,10,Sant Martí,Avinguda Meridiana
1679,02,Eixample,Plaça Universitat
1696,02,Eixample,Plaça Catalunya
1704,02,Eixample,Ronda Universitat
1717,02,Eixample,Carrer Méndez Núñez
1724,02,Eixample,Ronda Sant Pere
1734,01,Ciutat Vella,Plaça Universitat
1742,02,Eixample,Carrer Marquès de Campo Sagrado
1745,02,Eixample,Carrer Aldana
1755,02,Eixample,Avinguda Paral·lel
1774,02,Eixample,Plaça Francesc Macià
1775,02,Eixample,Avinguda Sarrià
1781,02,Eixample,Avinguda Josep Tarradellas
1794,02,Eixample,Passatge Sagristà
1818,02,Eixample,Carrer Nicaragua
1832,02,Eixample,Plaça Sagrada Família
1872,06,Gràcia,Passeig Sant Joan
1884,02,Eixample,Carrer Sant Antoni Maria Claret
1889,02,Eixample,Carrer Indústria
1913,02,Eixample,Avinguda Gaudí
1929,02,Eixample,Carrer Padilla
1938,02,Eixample,Carrer Castillejos
1945,02,Eixample,Carrer Cartagena
1952,10,Sant Martí,Carrer Dos de Maig
1960,02,Eixample,Passatge Gaiolà
1962,02,Eixample,Passatge Simó
1963,02,Eixample,Passatge Maiol
1964,02,Eixample,Passatge Font
1971,02,Eixample,Carrer Enamorats
1972,02,Eixample,Passatge Canadell
1973,02,Eixample,Passatge Carsi
1974,02,Eixample,Passatge Vilaret
1976,02,Eixample,Passatge Pau Hernández
1979,02,Eixample,Passatge León
1982,02,Eixample,Passatge Centelles
1995,02,Eixample,Passatge Joan Casas
2010,02,Eixample,Passatge Ureña
2011,02,Eixample,Passatge París
2012,02,Eixample,Passatge Igualtat
2013,01,Ciutat Vella,Ronda Sant Pau
2017,01,Ciutat Vella,Ronda Sant Antoni
2023,02,Eixample,Carrer Bergara
2024,01,Ciutat Vella,Carrer Pelai
2026,10,Sant Martí,Carrer Roger de Flor
2028,01,Ciutat Vella,Carrer Almogàvers
2029,03,Sants-Montjuïc,Carrer Canalejas
2033,03,Sants-Montjuïc,Carrer Daoíz i Velarde
2037,03,Sants-Montjuïc,Carrer Tinent Flomesta
2040,03,Sants-Montjuïc,Carrer Begur
2043,03,Sants-Montjuïc,Rambla Badal
2046,03,Sants-Montjuïc,Carrer Casteràs
2048,03,Sants-Montjuïc,Carrer Bacardí
2049,03,Sants-Montjuïc,Riera Escuder
2050,03,Sants-Montjuïc,Carrer Càceres
2054,03,Sants-Montjuïc,Carrer Sant Jordi
2056,03,Sants-Montjuïc,Carrer Pavia
2058,03,Sants-Montjuïc,Carrer Sant Medir
2061,03,Sants-Montjuïc,Passatge Badal
2062,03,Sants-Montjuïc,Carrer Esteràs
2063,03,Sants-Montjuïc,Carrer Sugranyes
2070,03,Sants-Montjuïc,Carrer Carreras i Candi
2071,03,Sants-Montjuïc,Carrer Antoni de Capmany
2078,03,Sants-Montjuïc,Carrer Riera de Tena
2079,03,Sants-Montjuïc,Carrer Burgos
2082,03,Sants-Montjuïc,Carrer Pomar
2084,03,Sants-Montjuïc,Carrer Sagunt
2085,03,Sants-Montjuïc,Carrer Mont-ros
2086,03,Sants-Montjuïc,Carrer Finlàndia
2089,03,Sants-Montjuïc,Carrer Olzinelles
2092,03,Sants-Montjuïc,Carrer Jocs Florals
2096,03,Sants-Montjuïc,Passatge Toledo
2097,03,Sants-Montjuïc,Carrer Manzanares
2098,03,Sants-Montjuïc,Carrer Toledo
2100,03,Sants-Montjuïc,Carrer Vilassar
2104,03,Sants-Montjuïc,Carrer Rossend Arús
2106,03,Sants-Montjuïc,Carrer Juan Bravo
2109,03,Sants-Montjuïc,Carrer Noguera Pallaresa
2113,03,Sants-Montjuïc,Carrer Almeria
2115,03,Sants-Montjuïc,Carrer Alpens
2119,03,Sants-Montjuïc,Carrer Sant Baltasar
2120,03,Sants-Montjuïc,Carrer Andalusia
2129,03,Sants-Montjuïc,Carrer Hartzenbusch
2131,03,Sants-Montjuïc,Carrer Masriera
2132,03,Sants-Montjuïc,Carrer Súria
2133,03,Sants-Montjuïc,Carrer Bonaventura Pollés
2134,03,Sants-Montjuïc,Carrer Sallent
2141,03,Sants-Montjuïc,Carrer Maria Victòria
2143,03,Sants-Montjuïc,Carrer Ferreria
2145,03,Sants-Montjuïc,Passatge Baró de Griñó
2148,03,Sants-Montjuïc,Carrer Dalmau
2149,03,Sants-Montjuïc,Carrer Altafulla
2150,03,Sants-Montjuïc,Carrer Ibèria
2152,03,Sants-Montjuïc,Carrer Sant Crist
2157,03,Sants-Montjuïc,Carrer Cros
